href,title,company_name,job_location,job_classification,due_date,work_experience,skills,company_intro,main_task,qualification,preference,procedure,benefits,job_location_detail,detail_description
https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1250649,DB 관리 (카드IS 3팀),롯데정보통신(주),서울,데이터 엔지니어,2023.07.03 D-7,3년 이상,"SQL, MYSQL, DB, 데이터베이스","오늘을 새롭게, 내일을 이롭게. 롯데

롯데와 함께 비전을 공유할 수 있는 유능한 인재를 모십니다.","ㆍSQL 튜닝
ㆍDatabase Admin
ㆍDB Performance 튜닝","ㆍ경력 3년 이상
ㆍOracle Database 운영/백업/모니터링/장애처리 경험자
ㆍDB Schema 관리 및 DB 성능 최적화
ㆍOracle DB 및 RAC 설치/운영 경험자
ㆍDB Migration 경험","ㆍSQL 튜닝
ㆍOGG 솔루션 운영 경험
ㆍ금융권 대용량 DB시스템 운영 경험
ㆍDataguard 운영 및 구성 경험
ㆍ관련 자격증 소지자
ㆍOracle 외 이기종 DB(MSSQL,Maria, Mongo 등) 운영 경험","지원서접수 > 서류전형 > 직무테스트/인성진단(온라인) > 면접전형 > 평판조회 > 채용검진 > 최종합격

[자사양식다운로드] 
https://docs.google.com/document/d/15-xxa5vmnZANRSMbcO_Yqk6Ogymz2uee/edit?\usp=drive_link&ouid=104720379270576428460&rtpof=true&sd=true

직무테스트/인성진단
ㆍ직무테스트 : 온라인 코딩테스트 등 실시 예정
ㆍ인성진단 방식 : 온라인 진단
   ※ 직무별 직무테스트 유형은 다를 수 있습니다.
   ※ 서류전형 합격자에 한하여 상세내용 별도 안내 예정입니다.

면접전형
ㆍ1차면접 : 역량면접
ㆍ2차면접 : 인성면접
ㆍ1차면접 합격자 대상으로 2차면접 안내 예정
   ※ 면접유형 및 방식은 향후 변경될 수 있습니다.","ㆍ복지포인트 및 경조지원
ㆍ건강검진
ㆍ학자금/교육지원 등 다양한 복리후생 지원	 	 ",서울 금천구 가산동 533-2 롯데센터 15층,"<section class=""recruitment-detail""><div class=""recruitment-detail__box recruitment-summary""><h3 class=""recruitment-detail__tit"">요약</h3><dl class=""recruitment-summary__dl""><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-calendar""></i>마감일</dt><dd class=""recruitment-summary__dd""><span class=""recruitment-summary__end"">2023.07.03 </span><span class=""recruitment-summary__dday"">D-7</span></dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-briefcase""></i>직무</dt><dd class=""recruitment-summary__dd"">데이터 엔지니어</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-bar-chart""></i><span>경력</span></dt><dd class=""recruitment-summary__dd"">3년 이상</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-check-circle""></i>고용형태</dt><dd class=""recruitment-summary__dd"">정규직</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-won-sign""></i>급여</dt><dd class=""recruitment-summary__dd"">회사내규에 따름</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-server""></i>스킬</dt><dd class=""recruitment-summary__dd"">SQL, MYSQL, DB, 데이터베이스</dd></dl></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">기업 소개</h3><p class=""recruitment-detail__txt"">오늘을 새롭게, 내일을 이롭게. 롯데
<br/>
<br/>롯데와 함께 비전을 공유할 수 있는 유능한 인재를 모십니다.<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">주요 업무</h3><p class=""recruitment-detail__txt"">ㆍSQL 튜닝
<br/>ㆍDatabase Admin
<br/>ㆍDB Performance 튜닝<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">자격 요건</h3><p class=""recruitment-detail__txt"">ㆍ경력 3년 이상
<br/>ㆍOracle Database 운영/백업/모니터링/장애처리 경험자
<br/>ㆍDB Schema 관리 및 DB 성능 최적화
<br/>ㆍOracle DB 및 RAC 설치/운영 경험자
<br/>ㆍDB Migration 경험<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">우대사항</h3><p class=""recruitment-detail__txt"">ㆍSQL 튜닝
<br/>ㆍOGG 솔루션 운영 경험
<br/>ㆍ금융권 대용량 DB시스템 운영 경험
<br/>ㆍDataguard 운영 및 구성 경험
<br/>ㆍ관련 자격증 소지자
<br/>ㆍOracle 외 이기종 DB(MSSQL,Maria, Mongo 등) 운영 경험<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">채용 절차</h3><p class=""recruitment-detail__txt"">지원서접수 &gt; 서류전형 &gt; 직무테스트/인성진단(온라인) &gt; 면접전형 &gt; 평판조회 &gt; 채용검진 &gt; 최종합격
<br/>
<br/>[자사양식다운로드] 
<br/><a href=""https://docs.google.com/document/d/15-xxa5vmnZANRSMbcO_Yqk6Ogymz2uee/edit?\usp=drive_link&amp;ouid=104720379270576428460&amp;rtpof=true&amp;sd=true"" rel=""noopener noreferrer"" target=""_blank"">https://docs.google.com/document/d/15-xxa5vmnZANRSMbcO_Yqk6Ogymz2uee/edit?\usp=drive_link&amp;ouid=104720379270576428460&amp;rtpof=true&amp;sd=true</a>
<br/>
<br/>직무테스트/인성진단
<br/>ㆍ직무테스트 : 온라인 코딩테스트 등 실시 예정
<br/>ㆍ인성진단 방식 : 온라인 진단
<br/>   ※ 직무별 직무테스트 유형은 다를 수 있습니다.
<br/>   ※ 서류전형 합격자에 한하여 상세내용 별도 안내 예정입니다.
<br/>
<br/>면접전형
<br/>ㆍ1차면접 : 역량면접
<br/>ㆍ2차면접 : 인성면접
<br/>ㆍ1차면접 합격자 대상으로 2차면접 안내 예정
<br/>   ※ 면접유형 및 방식은 향후 변경될 수 있습니다.<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">복리후생</h3><p class=""recruitment-detail__txt"">ㆍ복지포인트 및 경조지원
<br/>ㆍ건강검진
<br/>ㆍ학자금/교육지원 등 다양한 복리후생 지원	 	 <br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">기타</h3><p class=""recruitment-detail__txt"">[근무조건]
<br/>ㆍ고용형태 : 정규직
<br/>ㆍ직급 및 처우 : 회사 내규에 따름(면접 후 결정)
<br/>ㆍ근무지 : 서울 종로구(광화문역)
<br/>
<br/>[응시자격]
<br/>ㆍ해외 여행 및 건강상 결격 사유가 없는 분
<br/>ㆍ4년제 학사 학위 보유 필수
<br/>ㆍ남자의 경우 병역필 혹은 면제자<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">회사위치</h3><p class=""recruitment-detail__txt"">서울 금천구 가산동 533-2 롯데센터 15층<br/></p></div><div class=""recruitment-detail__box recruitment-contact""><h3 class=""recruitment-detail__tit"">문의처</h3><dl class=""recruitment-contact__dl""><dt class=""recruitment-contact__dt"">담당자</dt><dd class=""recruitment-contact__dd"">인사 담당자</dd></dl></div></section>"
https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1250473,DB & 데이터 Engineer,(주)비트나인,서울,데이터 엔지니어,2023.06.26 오늘 마감,경력무관,"데이터, DB, rdbms, 데이터엔지니어","비트나인에서 엔터프라이즈 사업부 영업대표 담당자를 모집합니다.

2013년 설립된 비트나인은 국내 유일 그래프데이터베이스 연구개발 전문기업입니다.

당사는 연결된 데이터 모델을 저장, 분석하는 데이터베이스 솔루션(DBMS)을 제공하고 있으며 유수의 글로벌 빅테크 기업들이 그래프 데이터베이스를 적극 활용해 새로운 가치 창출과 혁신을 주도하고 있습니다.

당사는 2020년 제 19회 소프트웨어 기업경쟁력 대상 수상, 미국 아파치재단 인큐베이션 프로젝트 선정(AGE) 등 지속적인 성장세를 보이고 있으며, 2021년에는 데이터베이스 기업 최초로 코스닥에 상장을 하였습니다.

비트나인과 함께 미래를 이끌어갈 도전적인 인재를 찾습니다.","· 당사 DBMS제품 설치구축, 트러블슈팅, 튜닝 기술지원
· RDBMS(AgensSQL Based on PostgreSQL) 구축 및 기술지원
· Apache AGE(PostgreSQL의 확장 프로그램으로 그래프데이터베이스 기능 제공) 기술지원
· AgensGraph(Graph Database)기술지원","· 학력 : 4년재 대학 졸업 이상
· 경력 : 해당 DBMS 분야의 엔지니어 또는 DBA 경력자(2년이상, 10년미만)
· 해당 DBMS(PostgreSQL, Oracle, Tibero, Altibase, EDB, eXperDB, MySQL, DB2 등)","· DBMS에 대한 애정과 역량을 발휘하고 싶은 경력자
· DBMS QA(DBMS 기능 및 성능테스트) 경험자",,"• 복지포인트를 지원해줘요(가족식비,여가비,취미활동비 등 연240만원 수준)
• 각종 경조사 및 채용검진,종합건강검진을 지원해줘요(기본검진 + 20만원상당의 추가검진)
• 업무 관련된 도서 구매 및 온라인 강의는 수강은 적극 지원해줘요
• 편의점 부럽지 않은 간식들과 음료수가 가득 해요.
• 점심은 회사 근처 맛집에서 제공받은 포인트로 식사해요.
• 다양한 툴(Google, Confluence 등)을 유료로 사용하고 있고, 좋은 툴이 있다면 제안하고 함께 사용 
   할 수 있도록 언제나 열려 있어요.
• 워크샵/ 사내동호회 활동을 지원해요.


우리는 이런 기업문화를 가지고 있어요. 
• 서로 배울 수 있는 동료가 많은 회사를 만들어 가고 있어요.
• 자유롭게 논의하고 의견을 제시하며 경청하는 문화를 만들어가고 있어요
• 신뢰를 기반으로 개개인의 자율성을 최대한 보장해요.


우리는 이렇게 일해요. 
• 업무 관련 정보는 모두에게 투명하게 공개해요. 
• 실수를 두려워하지 않고 더 많이 연구 해보는 걸 좋아해요. 
• 직급과 상관 없는 수평문화를 지향해요.


우리는 이런 동료와 함께 일하고 싶어요.
• 무엇보다 내가 하는 일이 재미있는 분 
• 본인의 전문 분야에서는 자신감이 넘치시는 분
• 본인의 커리어에 대한 목표가 명확하신 분
• 스스로 할 일을 정할 수 있는 분 
• 포지션에 관계없이 어울릴 수 있고, 적극적인 커뮤니케이션을 하려고 노력하는 분","서울 강남구 테헤란로 516, 4층","<section class=""recruitment-detail""><div class=""recruitment-detail__box recruitment-summary""><h3 class=""recruitment-detail__tit"">요약</h3><dl class=""recruitment-summary__dl""><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-calendar""></i>마감일</dt><dd class=""recruitment-summary__dd""><span class=""recruitment-summary__end"">2023.06.26 </span><span class=""recruitment-summary__dday"">오늘 마감</span></dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-briefcase""></i>직무</dt><dd class=""recruitment-summary__dd"">데이터 엔지니어</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-bar-chart""></i><span>경력</span></dt><dd class=""recruitment-summary__dd"">경력무관</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-check-circle""></i>고용형태</dt><dd class=""recruitment-summary__dd"">정규직</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-won-sign""></i>급여</dt><dd class=""recruitment-summary__dd"">회사내규에 따름</dd><dt class=""recruitment-summary__dt""><i class=""recruitment-summary__icon jp-server""></i>스킬</dt><dd class=""recruitment-summary__dd"">데이터, DB, rdbms, 데이터엔지니어</dd></dl></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">기업 소개</h3><p class=""recruitment-detail__txt"">비트나인에서 엔터프라이즈 사업부 영업대표 담당자를 모집합니다.
<br/>
<br/>2013년 설립된 비트나인은 국내 유일 그래프데이터베이스 연구개발 전문기업입니다.
<br/>
<br/>당사는 연결된 데이터 모델을 저장, 분석하는 데이터베이스 솔루션(DBMS)을 제공하고 있으며 유수의 글로벌 빅테크 기업들이 그래프 데이터베이스를 적극 활용해 새로운 가치 창출과 혁신을 주도하고 있습니다.
<br/>
<br/>당사는 2020년 제 19회 소프트웨어 기업경쟁력 대상 수상, 미국 아파치재단 인큐베이션 프로젝트 선정(AGE) 등 지속적인 성장세를 보이고 있으며, 2021년에는 데이터베이스 기업 최초로 코스닥에 상장을 하였습니다.
<br/>
<br/>비트나인과 함께 미래를 이끌어갈 도전적인 인재를 찾습니다.<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">주요 업무</h3><p class=""recruitment-detail__txt"">· 당사 DBMS제품 설치구축, 트러블슈팅, 튜닝 기술지원
<br/>· RDBMS(AgensSQL Based on PostgreSQL) 구축 및 기술지원
<br/>· Apache AGE(PostgreSQL의 확장 프로그램으로 그래프데이터베이스 기능 제공) 기술지원
<br/>· AgensGraph(Graph Database)기술지원<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">자격 요건</h3><p class=""recruitment-detail__txt"">· 학력 : 4년재 대학 졸업 이상
<br/>· 경력 : 해당 DBMS 분야의 엔지니어 또는 DBA 경력자(2년이상, 10년미만)
<br/>· 해당 DBMS(PostgreSQL, Oracle, Tibero, Altibase, EDB, eXperDB, MySQL, DB2 등)<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">우대사항</h3><p class=""recruitment-detail__txt"">· DBMS에 대한 애정과 역량을 발휘하고 싶은 경력자
<br/>· DBMS QA(DBMS 기능 및 성능테스트) 경험자<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">복리후생</h3><p class=""recruitment-detail__txt"">• 복지포인트를 지원해줘요(가족식비,여가비,취미활동비 등 연240만원 수준)
<br/>• 각종 경조사 및 채용검진,종합건강검진을 지원해줘요(기본검진 + 20만원상당의 추가검진)
<br/>• 업무 관련된 도서 구매 및 온라인 강의는 수강은 적극 지원해줘요
<br/>• 편의점 부럽지 않은 간식들과 음료수가 가득 해요.
<br/>• 점심은 회사 근처 맛집에서 제공받은 포인트로 식사해요.
<br/>• 다양한 툴(Google, Confluence 등)을 유료로 사용하고 있고, 좋은 툴이 있다면 제안하고 함께 사용 
<br/>   할 수 있도록 언제나 열려 있어요.
<br/>• 워크샵/ 사내동호회 활동을 지원해요.
<br/>
<br/>
<br/>우리는 이런 기업문화를 가지고 있어요. 
<br/>• 서로 배울 수 있는 동료가 많은 회사를 만들어 가고 있어요.
<br/>• 자유롭게 논의하고 의견을 제시하며 경청하는 문화를 만들어가고 있어요
<br/>• 신뢰를 기반으로 개개인의 자율성을 최대한 보장해요.
<br/>
<br/>
<br/>우리는 이렇게 일해요. 
<br/>• 업무 관련 정보는 모두에게 투명하게 공개해요. 
<br/>• 실수를 두려워하지 않고 더 많이 연구 해보는 걸 좋아해요. 
<br/>• 직급과 상관 없는 수평문화를 지향해요.
<br/>
<br/>
<br/>우리는 이런 동료와 함께 일하고 싶어요.
<br/>• 무엇보다 내가 하는 일이 재미있는 분 
<br/>• 본인의 전문 분야에서는 자신감이 넘치시는 분
<br/>• 본인의 커리어에 대한 목표가 명확하신 분
<br/>• 스스로 할 일을 정할 수 있는 분 
<br/>• 포지션에 관계없이 어울릴 수 있고, 적극적인 커뮤니케이션을 하려고 노력하는 분<br/></p></div><div class=""recruitment-detail__box""><h3 class=""recruitment-detail__tit"">회사위치</h3><p class=""recruitment-detail__txt"">서울 강남구 테헤란로 516, 4층<br/></p></div><div class=""recruitment-detail__box recruitment-contact""><h3 class=""recruitment-detail__tit"">문의처</h3><dl class=""recruitment-contact__dl""><dt class=""recruitment-contact__dt"">담당자</dt><dd class=""recruitment-contact__dd"">인사 담당자</dd></dl></div></section>"
