회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
에이치투오호스피탈리티,"마감일
상시",[H2OKOREA] 솔루션개발본부_프론트엔드 개발자,프론트엔드 개발자,"• React.js 실무경력 2년 이상
• 사용자 중심의 UI/UX에 대한 관심을 가지고 계신 분
• 기본적인 자료구조 및 알고리즘에 대한 이해를 갖추신 분
• 수평적인 커뮤니케이션 및 타 직군과의 원활한 커뮤니케이션 스킬","• 서비스의 초기 설계부터 개발, 출시, 운영의 경험이 있으신 분
• 서버 사이드 개발 경험 혹은 백엔드에 대한 기본적인 이해
• UX에 기반한 디자인을 효율적인 방법으로 구현하고자 하는 분
• IT관련 전공자","경력
경력 2~5년","React
Spring
SQL
JavaScript
Vue.js",https://www.jumpit.co.kr/position/16207,"• 웰컴키트 제공
• 자유로운 복장
• 영어 이름 사용
• 경조사 지원
• 명절선물
• 카페 라운지 이용
• 자유로운 연차 사용
• 출산 휴가, 선물지원 / 육아휴직","About H2O Hospitality

H2O 호스피탈리티는 숙박 레저 산업의 디지털 전환을 이끌어 갑니다. 
H2O는 스마트 모바일 체크인 및 체크아웃, 100%자동 예약, 완벽한 데이터 프로세싱 
그리고 시설의 다이렉트 세일즈 확장 서비스를 제공하여 숙박 및 레저산업 시설의 운영 플로우와 밸류체인을 혁신합니다. 

H2O는 아시아 최대의 디지털 전환 리더로 빠르게 성장하고 있습니다.
한국, 일본, 태국, 베트남, 싱가포르 등의 30개 주요 도시에서 사업을 확장하면서 기술력을 인정받아 2021년 Forbes Asia에서 주목해야 할 100대 기업으로 선정되었으며 아시아 최초로 Oracle OPERA와의 시스템을 연동 했습니다.","• 기존 프로젝트(H2O-Flow) 퍼블리싱 개선 및 유지보수
• 신규 프로젝트 Front-end 개발"
에스앤피랩,"마감일
상시",프론트엔드 개발자(10년 이상),프론트엔드 개발자,"• Javascript에 대한 경험과 높은 이해도
• React의 경험과 동작 원리에 대한 높은 이해도
• 상태 관리 라이브러리 (redux, mobx 등)에 대한 경험과 높은 이해도 
• 프론트엔드 실무 경험 10년 이상이신 분","• 기본적인 자료구조 및 알고리즘 이해도
• Next.js 및 typescript 실무 사용 경험
• 성능 최적화 경험
• 브라우저 렌더링에 대한 이해도
• 단위/통합 테스트에 대한 경험
• 유연한 사고, 끈기","경력
경력 10~15년","JavaScript
React
Redux",https://www.jumpit.co.kr/position/16371,"• 입사 웰컴키트 증정
• 생일 기념 쿠폰 증정
• 어학 및 체력단련 지원
• 자유로운 연차 사용
• 자유로운 출퇴근 복장 
• 자기계발 위한 도서구입 100% 지원
• 업무관련 교육 100% 지원
• 최신장비 지원
• 사내편의점 운영
• 수습기간 급여 100% 지원","에스앤피랩은 강하고 안정적인 회사입니다.

우리는 마이데이터 시장에서 새로운 플랫폼을 만들었으며, 새로운 시장을 개척하고 인정받고 있습니다.

마이데이터 산업의 대표 에스앤피랩의 가족이 되어 착한 서비스, 착한 사람들과 함께하세요.

우리는 빠르고 단단하게 성장하는 기업입니다.
매년 300% 초고속 성장하는 에스앤피랩과 더 높은 비상을 위해 함께 하세요.
성공할 때까지 시도하여 실패할 수 없는 기업입니다.

마이데이터 산업을 선도하는 에스앤피랩의 가족이 되세요.","• 마이디 서비스 어드민/B2B 웹 개발
• 마이디 웹/앱 서비스 개발
• 에스앤피랩 프론트엔드 업무 개선"
브이알에이포인트,"마감일
상시",[VR] Web GL 개발자,프론트엔드 개발자,"• webGL(Three.js, Babylon.js) 프로그래밍 개발능력
• javascript, React, Typescript 프로그래밍 개발능력","• HTML 및 CSS에 대한 이해
• Github 사용이 가능하신 분
• React-three-fiber에 대한 경험이 있으신 분
• WASM 활용한 웹 서비스 개발 경험이 있으신 분
• C++, Rust 프로그래밍 경험이 있으신 분
• X3DOM에 대한 이해도가 있으신 분
• 3D 렌더링 응용 프로그램(3DS MAX, Blender)에 대한 실무 경험이 있으신 분
• 컴퓨터 그래픽스 이론 및 3D 수학(선형 대수학/기하학)에 대한 전반적인 이해가 있으신 분
• OpenGL, Metal 또는 기타 GPU 프로그래밍 API 사용 경험이 있으신 분","경력
경력 2~10년","JavaScript
WebGL
BabylonJS
React
TypeScript
HTML5
CSS 3
GitHub",https://www.jumpit.co.kr/position/16673,"• 자유로운 연차 사용이 가능합니다.
• 출퇴근 시간을 자유롭게 선택 가능합니다. (오전 9시~10시 출근 or 6시-7시 퇴근)
• 건강관리를 위한 체력단련비를 지원합니다.
• 학습을 통한 성장을 위해 직무관련 도서비를 지원합니다.
• 과자, 음료, 라면 등 다양한 간식 제공하는 스낵바를 이용할 수 있습니다.
• 생일을 맞이한 분에게 축하 선물을 제공합니다.
• 야근 시 식사 및 교통비를 지원합니다.","저희 회사에 입사하신다면 신사업개발팀에 소속되실 것이고, 수평적이고 자유로운 환경에서 일하실 수 있도록 보장하겠습니다.","• WASM 및 WebGL 모듈 개발, 계획 및 구현
• 디지털 3d 에셋의 생성 및 관리
• 3d 모델 지오메트리를 최적화, 개선 및 수정
• WebGL / JavaScript 기술 개발을 위한 새로운 방법론과 기술 연구"
네오에이블,"마감일
상시",프론트엔드 / 클라이언트 개발,프론트엔드 개발자,"• 경력 3년 이상
• C++11 표준, OOP, STL, 2D/3D Graphic에 대한 이해
• 시스템 설계 및 구현 역량이 있는 분
• 원활한 커뮤니케이션 능력이 있는 분","• 전공 : 전기·전자공학 혹은 유사 전공
• 영문 기술자료를 읽고 이해할 수 있을 정도의 영어 활용 능력","경력
경력 3~15년",C++,https://www.jumpit.co.kr/position/1943,"• 정규직 채용 (4대보험)
• 근무유형 : 부분 선택적 유연근무제 채택 
• 중식 무상 제공/ 각종 경조사 지원 
• 휴가 제도(연차, 하계휴가, 경조휴가 등)","네오에이블 TIPS 선정! ('21.6.24)
-------------------------------
빅데이터 분야 스마트 헬스케어 시장성과 기술력
ESG(친환경·사회적책임·지배구조 개선) 경영활동 등을 높이 평가 받아 최종 선정되었습니다.

네오에이블은 
시니어와 장애인의 욕창을 해결하는 메디컬 스타트업 기업입니다. 

본사와 생산 공장은 강원도 원주에 소재하고 있으며
서울에 있는 기업부설연구소는 
수도권 소재 대형 병원과 공동으로 '욕창 메디컬 플랫폼'을 구축하고 관련된 서비스를 기획하고 있습니다.
(고대 구로병원, 아주대학교 병원, 강남성심병원과 협약 체결)

2019년 11월 설립 이후, 
사회적 약자를 돕는 기술 스타트업 기업으로써
대형 병원과 함께 다양한 의료 사업을 전개하며 한걸음 한걸음씩 발전하고 있습니다.

 네오에이블의 인공지능 욕창방지 솔루션은 병원과 요양원에서 많이 사용 중입니다.

침대에 오래 누워있는 환자에게 많이 발생하는 욕창은... 
이따금씩 돌아 눕기만 해도 예방되는 질환인데요.
몸을 움직이지 못하는 환자나 의식이 없는 환자는
몸을 돌리지 못해 피부와 몸에 가해지는 압력을 줄이기가 어려워 욕창이 발생합니다. 
휠체어를 오래 사용하는 사람에게도 발생합니다.

네오에이블은 인체의 곡면에 맞게 늘어나는 센서(신축성 센서)로 피부 압력을 정확하게 측정하고 이렇게 측정된 체압 데이터를 인공지능으로 분석하여 체압을 제거하도록 유도하여 효율적이고 정확하게 의료데이터에 기반한 안전한 돌봄을 제공합니다. 

향후 '돌봄 로봇'을 개발하여 
4차 산업의 메디컬 분야에서 핵심 서비스로 자리잡아
환자와 가족, 의료진 모두가 편안해지는 의료 세상이 되도록 노력하겠습니다.","• 클라이언트 프로그래밍
• UI 시스템 설계 및 UI 컨텐츠 구현
• 툴 설계 및 구현"
기웅정보통신,"마감일
상시",재무회계 서비스 프론트엔드 및 백엔드 개발 경력자 채용,프론트엔드 개발자,"• Java와 Spring Framework를 활용한 Back-end 서비스 개발 경험 있으신 분
• REST API 개발 경험이 있으신 분
• RDBMS 또는 NoSql 기반 쿼리 작성 가능하신 분
• Linux 기반 운영체제 활용 가능하신 분
• 관련 경력 3년이상","• Microservices 아키텍처 기반의 시스템 개발 경험이 있으신 분
• 컨테이너 기반 기술(Docker 등)을 이용한 배포 및 운영 경험이 있으신 분
• JIRA, Confluence을 활용한 커뮤니케이션에 익숙하신 분
• 오픈소스를 활용한 시스템 개발 경험 있으신 분
• Git을 이용한 협업이 익숙하신 분","경력
경력 3~10년","Java
Spring Framework
REST API
Jira
Confluence
Git
Docker
Linux
NoSql",https://www.jumpit.co.kr/position/14140,"[건강한 사내문화]
• 정시 출퇴근, 자유로운 연차, 회식 강요 안해요
• 사우회/사내 동호회 운영

[개인의 성장]
• 자기개발비 지원(도서구입, 피트니스, 교육 등)
• 본인 혹은 자녀 학자금 지원
• 점심식비 지원(페이코)

[평화로운 가정]
• 질병 치료, 수술 등 의료비 지원
• 본인 및 가족 중 1인 건강검진비 지원
• 주택자금대출 지원

[든든한 포상]
• 매년 우수사원 표창
• 장기근속사원 포상금 지급

[특별한 날]
• 생일축하금
• 창립기념일 선물 
• 명절 선물 
• 대명 및 한화 콘도 숙박권 사용 및 이용요금 지원
• 결혼과 출산, 가족 경조사 선물과 경조금 지급",https://dataapi.co.kr/,"• API 서비스 플랫폼 Back-end 개발/운영
• 재무회계 서비스 프론트엔드 및 백엔드 개발"
앤서스랩코리아,"마감일
상시",[Casino Platform] Frontend Developer,프론트엔드 개발자,"• 3년 이상의 경력 혹은 그에 준하는 지식과 기술을 갖춘 분
• HTML5, CSS3, Javascript 에 대한 충분한 지식과 활용 경험한 분
• 협업과 커뮤니케이션 스킬이 출중한 분 
• 새로운 분야에 대한 학습에 두려움 없이 즐겁게 할 수 있는 성향을 지닌 분
• 기본적인 네트워크 지식이 있는 분
• 책임감 있게 주도적으로 업무를 해결 해 나아가는 분","• React를 활용한 Frontend Project 경험이 있는 분
• Typescript 활용 가능한 분
• Full Stack 개발 경험이 있는 분
• 사용자 인증처리 경험 브라우저 측면의 보안에 대한 이해가 있는 분","경력
경력 3~13년","REST API
HTML5
CSS 3
JavaScript
React
TypeScript",https://www.jumpit.co.kr/position/13448,"[구성원분들의 삶을 든든하게 지원해드려요]
[Benefit]
• 💳Life Style에 맞추어 사용할 수 있는 복지포인트를 지원해 드려요.(연 250만원)
• 🍱 회돈회산 점심, 저녁을 일일 최대 30,000원까지 지원해 드려요.
• ☕매일 아침 조식 서비스와 스낵바 & 음료를 무제한으로 이용하실 수 있어요.
• 💌1년에 한번 오는 생일, 축하의 마음을 담아 상품권 15만원을 드려요.
• 🍖명절엔 역시 고기! 최고급 투뿔 AA++ 한우를!! 집 앞까지 배송해 드려요.
• 💻업무를 위해 필요한 최신형 장비를 지원해 드려요.
• 👨‍👧‍👧와글와글~ 조직 활성화를 위한 비용을 매월 지원해 드려요.(월 11만원 + α)
• 💑🏻일과 동료를 알아가는 시간! 워크샵 비용을 1인당 연 40만원을 지원해 드려요.
• 🤹🏻‍♂️동료들과 함께하는 슬기로운 취미 생활을 지원해 드려요.(동호회 1인, 월 최대 10만원)
• 🤼‍♀️알고보니 내 친구가 인재?! 사내 인재추천시 추천금을 최대 1,500만원 까지 지급해 드려요.
• ⏱️시간 단위 연차 제도로 자유롭게 연차를 사용해요! 남은 연차는 모두 수당으로 지급해 드려요.
• 📚성장을 위한 교육비 연 200만원을 지원해 드려요.
• 📖직무와 관련된 도서비를 무제한으로 지원해 드려요.
• 👩‍💻직무 도서 외 e-book 서비스를 지원해 드려요.(Feat. 밀리의 서재)
• 📑단체상해보험을 지원해 드려요.(본인 + 가족 1인 지원)
• 🏣매년 100만원 상당의 대학병원 검진 & 각종 예방 접종을 지원해 드려요.
 (본인 + 최대 가족 2인 검진 지원)
• 💊전문 심리 상담 서비스를 지원해 드려요.(1인, 연간 최대 5회 상담 지원)
• 🚛이사하는 날 이사 휴가를 지원해 드려요.
• 🎎인생의 기쁨과 슬픔을 함께 나누어요. 각종 경조사 비용을 지원해 드려요.
• 🚖안전한 귀가를 위해 저녁 11시 이후 퇴근 시 택시비를 전액 지원해 드려요.
• 🚗장거리 출·퇴근을 위한 주차비를 지원해 드려요.
• 🎁환영하는 마음을 가득 담아 Welcome Kit 를 지급해 드려요.
※ 각종 복리후생 제도는 구성원들의 니즈에 따라 변경될 수 있습니다.

#지원 응답이 빠른 기업 #인센티브 #유연근무제 #맛있는간식냠냠 
#맥북으로개발 #수평적 조직 #자유복장 #반바지/슬리퍼OK #도서구입비지원 #택시비지원","NSUS Group은 북미, 유럽, 아시아 등 다양한 지역에 약 600명 이상의 임직원들이 일하고 있는 다국적 기업으로 iGaming 업계의 유니콘이며, NSUSLAB은 NSUS Group의 개발 스튜디오로서 그룹의 핵심적인 역할을 담당하고 있습니다.
NSUSLAB의 위대한 도전을 함께 할 우수 인재를 적극 모시고자 하니, 많은 관심과 지원 부탁 드립니다.","• 각종 Web UI 개발 및 운영 
• 어드민 시스템 개발 및 운영 
 (어드민 시스템: 게임/유저 설정, 정산/통계 조회 등 관리자에게 필요한 기능을 제공하는 시스템) 
• 데이터를 관리하는 Back End 시스템과 RESTful API를 통한 연계"
오케스트로,"마감일
상시",Front-end Developer (Cloud Monitoring),프론트엔드 개발자,"• 웹 기반 솔루션 개발 경험자
• Vue.js, Javascript, HTML, CSS 가능자
• Three.js 가능자 우대","• 시각화 솔루션 개발 경험자
• Typescript 가능자
• WebGL 가능자
• 기본적인 Linux 환경 사용 가능자
• 기본적인 SQL 사용 가능자
• 영어회화 가능자","경력
경력 2~10년","vue.js
react
javascript",https://www.jumpit.co.kr/position/12810,"• 자율 출퇴근
매일 매일 편한 시간에 출근하세요(9~10) 
하루 8시간 열심히 근무하신다면 언제든지 퇴근 하셔도 괜찮아요

• 식비 지원
오케스트로는 점심 저녁 식대를 제공해드려요
매일 매일 맛있는 식사로 힐링해 보세요 

• 각종 휴가 지원 
눈치 보지 말고 자유롭게 신청하세요 (연차, 반차, 반반차 운영)
여름휴가(연차 외 최대 3일), 기념일 휴가(본인, 자녀 입학/졸업식 유급)를 제공해드려요

• 개인 장비 지급 (Mac Pro, 모니터 등)
빛나는 성과를 내는데 꼭 필요한 최고급 사양의 업무용 장비를 지원해드려요
필요한 장비, 필요한 소프트웨어는 언제든지 지원해드리니 부담 없이 요청해주세요

• 도서 구입비 지원
개인의 성장이 조직의 성장을 이끈다고 믿어요
새로이 발전하는 기술 트렌드를 익히고 발전시킬 수 있도록 교육비, 도서 구입비를 지원해드려요

• 결혼 장려금 / 출산 장려금 지원
개인의 생활과 직장이 조화를 이루도록 지원해드려요
일생에 가장 축하할 일인 결혼과 출산 장려금을 드려요 

• 자유로운 복장
개인의 개성과 스타일을 존중해요
편하게 입으시고, 눈치 보지 마세요

• 그 외
종합 건강검진, 생일 축하(선물 & 조기 퇴근), 명절 선물 등","2018년 5월에 창립한 오케스트로는 세계에서 가장 빠른 속도로 성장하고 있는 클라우드 소프트웨어 기업입니다. 
삼성그룹, 하나금융그룹, 국가정보자원관리원 등 대한민국을 대표하는 클라우드 데이터센터들이 오케스트로의 클라우드 소프트웨어로 그들의 중요한 데이터와 자산을 운영하고 있습니다. 
오케스트로는 2023년부터 더욱 적극적인 투자와 M&A를 통해 2027년 세계에서 가장 큰 클라우드 소프트웨어 기업이 되고자 합니다. 
 
오케스트로는 ""개인의 성장이 곧 기업의 성장이다""라는 철학을 지니고 있습니다. 
저희가 보유한 독자적인 기술력을 토대로 매해 구성원들이 다양한 기술과 업무를 경험할 수 있도록 유동성 있는 조직 배치를 진행합니다 
원하시는 분야에 정착하여 스페셜리스트(Specialist)로서 전문성을 갖추실 수 있도록 전적으로 지원하여, 구성원의 성장을 돕습니다. 
 
오케스트로는 인공지능, 빅데이터, 클라우드의 신기술을 경험할 수 있는 최적의 환경을 제공합니다. 
오케스트로가 제공하는 자율적이고 수평적인 팀 조직은 모든 구성원들이 연구 개발에 집중할 수 있도록 서포트하고 지지하며 무한한 환경을 제공합니다. 
또한 개인의 의견을 존중하고 이를 통해 모두가 참여할 수 있는 기업 문화를 함께 만들어가고 있습니다.",• 클라우드 모니터링 및 시각화 솔루션 개발
42dot,"마감일
상시",Senior Frontend Engineer (Maps),프론트엔드 개발자,"• 컴퓨터공학, GIS 등 관련 분야 학사 이상 혹은 그에 준하는 경력
• 7년 이상의 SW 개발 경력(석/박사 과정 포함)
• Web frontend에 대한 이해와 개발 경력","• nextjs와 typescript를 이용한 개발 경험
• mapbox, leaflet 등을 이용한 지도 서비스 개발 경험
• Canvas, WebGL과 같은 렌더링 라이브러리를 이용한 개발 경험
• Web backend 프레임워크를 이용한 개발 경험
• 2D, 3D 지도 및 좌표체계, 지도 기술에 대한 이해
• 모빌리티 서비스 경험","경력
경력 7~20년","sw
next.js
typescript
webgl",https://www.jumpit.co.kr/position/15579,"• 근무제도: 유연근무제를 통해 임직원이 효율적으로 근무시간을 활용할 수 있도록 지원합니다.
• 단체 상해보험: 본인 및 배우자, 직계가족의 상해보험 가입을 지원합니다.
• 경조사 지원: 본인 및 가족의 경조사 발생 시 지원합니다.
• 명절선물: 설/추석 명절에 각 300,000원의 명절선물을 지급합니다.
• 건강검진: 임직원의 건강검진을 매년 지원합니다.
• 저금리 대출지원: 회사와 협약을 맺은 시중은행을 통해 저금리 대출을 지원합니다.
• 복지카드: 연간 3,000,000원을 지급하며 자기계발, 문화/여가 활동 등의 목적으로 사용 가능합니다. (중도 입사 시 당해 년도 재직일수 기준으로 일할 계산 후 부여) 
• 휴양시설: 별도의 직원 전용 프라이빗 휴양시설(아난티 리조트)을 이용하실 수 있도록 지원합니다.","42dot은 도심형 모빌리티 서비스의 A부터 Z까지 전 과정을 아우르는 모빌리티 통합 플랫폼 UMOS(Urban Mobility Operating System)를 개발하는 자율주행·모빌리티 스타트업입니다. 생활환경지능(Ambient Intelligence)이라는 비전 하에 UMOS 플랫폼의 Fleet Infrastructure를 구축하여, 모빌리티에서 발원한 데이터를 수집하고, 더 나아가 대형 Fleet 고객사들이 사용할 수 있는 다양한 서비스 및 제품을 개발하고 있습니다.

[42dot 기술영상]
모든 것이 스스로 움직이고 끊임없이 연결된 세상을 만드는 42dot의 기술을 UMOS DAY 2021 영상을 통해 만나보세요.
https://www.youtube.com/playlist?list=PLTQGQoE5gAclRYH9-wXPhYIQqGyjPS-10
 
[42dot 관련 기사]
http://news.heraldcorp.com/view.php?ud=20221102000248
https://www.nocutnews.co.kr/news/5617169
https://byline.network/2021/07/22-135/","[포지션소개]
포티투닷의 Map & Navigation 팀은 안전하고 편안하며 쉽게 사용 가능한 모빌리티 서비스를 제공할 수 있는 SD, HD 지도 사양을 정의하고 지도와 내비게이션 기술을 개발합니다. Maps frontend software engineer는 확장성 있으며 품질을 신뢰할 수 있는 지도 제작을 위한 도구를 설계하고 구현하며, 서비스 변화에 맞추어 빠르고 열정적으로 대응하기 위해 자율주행 기술과 모빌리티 기술을 개발하는 여러 팀과 협업합니다

[주요업무]
• 지도 타일과 스타일링 도구 개발 및 운영합니다.
• 지도 서비스에 필요한 데이터를 편집 가공합니다.
• 지도 제작에 필요한 도구를 고민하고 스스로 개발을 주도합니다."
피플리,"마감일
상시",프론트엔드 개발 경력자,프론트엔드 개발자,"• 4년 이상의 실무 경력 혹은 이에 준하는 역량 보유자
• React, Vue, Typescript, SCSS 등 기타 프론트엔드 개발 운영 경험
• REST API 호출과 자바스크립트 비동기 처리 경험
• 상용중인 웹 서비스 개발 및 유지보수 경험","• 다양한 직군과 협업을 위한 커뮤니케이션 능력이 있으신 분
• 협업툴 활용에 능숙하신 분
• IT전공자 우대","경력
경력 4~10년","React
Vue.js
TypeScript
REST API",https://www.jumpit.co.kr/position/11179,"• 매월 마지막 주 금요일은 패밀리데이로 10시~15시까지 근무하고 퇴근해요.
• 생일자에게는 회사가 엄선한 선물리스트 중 원하는 품목을 드립니다.
• 명절에는 마음이 따뜻해지는 선물이나 상품권이 지급됩니다.
• 든든하게 일할 수 있도록 항상 간식이 구비되어 있습니다.
• 업무능력 향상을 위한 교육비 및 도서구입비를 지원합니다.
• 장기근속자에게는 포상이 있습니다.
• 지인을 피플리에 소개하고 입사 후 3개월 근속 시 리워드를 드려요.
• 직무과정에서 특허 발생 시 발명리워드를 드립니다.
• 야근 시 별도 식비를 지원합니다.
• 신규입사자를 위한 소정의 웰컴키트를 제공합니다.
• 경조사 휴가 및 경조사비를 지원합니다.
• 그 외 다수의 혜택이 있고, 점진적으로 확대하는 중입니다.","# 기술을 이용해 새로운 관람 문화를 선도하는 기업, 피플리에서 함께 할 분을 기다립니다.

# 피플리는 전세계 누구나 즐겁게 문화를 향유할 수 있도록 기술을 통해 예술을 공유하는 Art-Tech 회사입니다.
특히 올해 글로벌 젤리 브랜드 ‘하리보’ 독일 본사와 아시아 최초 전시 계약을 체결하여 골드베렌 100주년을 기념하는 세계 최초의 미디어 전시를 진행합니다. 저희 피플리와 함께 동반 성장할 구성원을 기다립니다. 


[부서소개]
㈜피플리의 플랫폼사업부는 전 세계 1위 문화 콘텐츠 플랫폼을 목표로 
열정과 실력을 두루 갖춘 뛰어난 조직원들이 함께 하고 있습니다.
플랫폼사업부의 주요 사업으로는 글로벌 박물관 및 미술관 통합 어플리케이션 ‘큐피커’와 ‘애프터뮤지엄’
그리고 올해 문화체육관광부와 한국콘텐츠진흥원에서 주관하는 ‘문화체육관광 연구개발(R&D)사업’ 수행기관으로 선정되어 기술과 융합한 새로운 콘텐츠 서비스 연구개발에도 공을 들이고 있습니다. 
국내·외 문화 콘텐츠 플랫폼 시장을 선도하는 멋진 경험을 저희와 함께할 수 있기를 기대합니다.


[피플리 미리보기]
• 꼰대나 빌런 따위 없는 회사
• 2~30대 초중반의 활기가 넘치는 회사
• 100% 자율 복장!
• 단 1명 구성원의 의견도 소중하게 생각하는 회사
• 성과는 확실하게 인정해주는 회사
• 연차사유 따위 궁금해하지 않는 회사
• 고오급 스피커로 듣는 노동요
• 듀얼모니터는 기본, 트리플도 지원!
• 업무에 필요하다고? 최신 아이맥 제공!
• 관심과 애정으로 구성원을 챙기는 회사


[피플리 인재상]
• 자기 의견을 적극적으로 표현하는 인재
• 창의적인 아이디어를 고민하는 인재
• 고객의 입장을 생각하는 인재",• 백오피스 설계 및 개발
모비데이즈,"마감일
상시",프론트엔드(2년차 이상),프론트엔드 개발자,"• 관련 경력 2년 이상 혹은 이에 상응하는 실력을 갖춘 분
• HTML5, CSS3, Javascript, jQuery에 대한 이해가 깊은 분
• Open Source Library 사용 경험이 많으신 분
• JSP, JSTL 기반의 웹 개발 경험이 있으신 분
• 타 팀과의 커뮤니케이션 및 협업이 원활하신 분","• React, Vue같은 Javascript Framework 경험자
• MVC 등의 패턴에 대한 경험이 있으신 분
• 활용 가능한 서버사이드 언어가 1개 이상 있는 분(Ruby, Java, Node.js, Python 등)
• 웹/모바일 광고 업계의 유사 업종 근무 경력 보유자
• 플랫폼 또는 B2B 서비스 개발 프로젝트 참여 경험자
• Linux 또는 OS X 개발환경이 익숙한 분","경력
경력 2~6년","react
vue.js
javascript
html5
css 3
jquery
jsp
jstl",https://www.jumpit.co.kr/position/15024,"[근무제도]
• 9시~10시 탄력근무제로 아침잠 많은 구성원들의 생활리듬을 존중하고 있어요.
• 2시간 단위 반반차 제도를 운영 중이에요! (feat. 눈치 보지 않는 자유로운 연차 사용)

[조직문화]
• 이름 + 님으로 통일되어있는 호칭으로, 나이와 경력이 달라도 서로 존중하는 문화를 지향해요.
• 각자의 개성을 존중하는 자율복장이에요. (슬리퍼, 모자, 반바지, 염색, 타투 전부 OK!)
• 매달 룩백 리포트를 통해 경영진과 리더, HR에 의견을 전달하고 회사 문화를 개선해나가요.
• 매달 '이달의 모비긱스'를 선출하여 소소한 상품을 전달드려요.
• 개성 넘치는 캐릭터 명함, 메일 서명을 입사자 전원에게 만들어 드려요 🙂 (feat. 모비데이즈 creative.lab)
• 매달 타 팀 모비긱스들과 친목을 도모하는 크로스런치와, 모비데이즈만의 특별한 워크샵 플레이샵이 있어요. (지금은 코로나 때문에 아쉽게 중단 상태에요)
• 민족의 명절인 설날과 추석 전날에는 명절이브행사를 진행합니다! 재밌는 퀴즈쇼와 각종 행사를 통해 선물을 나눠 가지고 자율적으로 퇴근해요.

[Benefits]
• 셀프연봉제도를 통해 6개월마다 본인의 성과를 어필하고 인정받을 수 있어요. (인재에게 성과만큼의 보상!)
• 휴식, 식사, 업무용으로 언제든 사용 가능한 쾌적한 라운지 공간과, 안마의자와 침대가 있는 수면실에서 피로를 회복할 수 있어요.
• 매일 바뀌는 다양한 간식과 음료를 골라먹는 재미가 있어요!
• 부득이한 야근 시 지친 구성원을 위해 야근 식대, 야근 택시비, 도보로 5분 거리의 제휴 비즈니스 호텔 이용비를 지원해드립니다.
• 구성원들의 건강을 위한 건강 검진을 지원해 드립니다.","""No.1 Mobile Business Company, Mobidays.""

모비데이즈는 마케팅 서비스와 솔루션, 데이터 등을 One-Stop으로 제공하는 모바일 전문 종합 애드테크 기업으로, 모바일 마케팅 업계에서 가장 젊고 빠르게 성장한 top player 입니다.

모비데이즈는 광고 업계의 새로운 플레이어로서, 우리가 하고 있는 사업과 행동을 통해, 세상에 '가치있는 놀라움'을 선사할 수 있는 조직이 되려는 사람들이 모여 시작되었습니다. 지난 8년의 시간 동안, 구성원 모두가 누구도 시도하지 않은 방법으로 도전하기를 꺼려하지 않았고, 경험치를 축적하며 가치있고 놀라움을 선사할 수 있는 일과 그렇지 않은 일을 가릴 수 있는 능력과 지혜를 길렀습니다. 

단일화된 마케팅 사업 뿐만 아니라 독자적인 마케팅 생태계를 구축하기 위해 일찍이 광고기술(AD-Tech) 플랫폼, 솔루션 사업, 그리고 다양한 유관 사업 부문(교육, 커리어 컨설팅, 뉴스 미디어, 컨퍼런스 등)으로 사세를 확장했으며, 그 결과 2021년 연 취급고 2,000억 달성, 2022년 코스닥 상장의 성과를 달성했습니다. 

'모비긱스'로 불리우는 모비데이즈 구성원은 ""최고의 복지는 최고의 동료들이다""라는 문장을 공유하며, 오늘도 경험하고, 기록하며 기존 광고 시장의 고정관념을 타파하고 누구나 치열하게 경쟁할 수 있는 구조를 만들기 위해 나아가고 있습니다. 모비데이즈는 다양한 사내 외 경영환경의 변화를 견뎌냄과 함께 각 개인과 조직이 꿈을 꾸며 지속적으로 도전할 수 있는 강한 기업이 되기 위해 ‘인재제일’의 가치를 표방하며, ‘인재’와 ‘인재가 되고자 피나는 노력을 하는 동료’들을 찾고자 노력하고, 인재의 반열에 오른 후에 최고의 대우를 하고자 합니다. 

함께 모바일 마케팅 업계에 가치 있는 놀라움을 선사할 인재를 기다립니다.

[R&D팀 부서 소개]
글로벌 AD-Tech 기업 모비데이즈의 부설연구소로 효율적인 광고 캠페인 전략 수립과 운영, 데이터 기반의 광고 효율 극대화 매체 수익 극대화, 글로벌 트래픽 관리를 위한 효과적인 솔루션을 구축하는 테크놀로지 집단입니다. 

미디어솔루션에서는 R&D 정부과제사업 수행 및 AD-Tech 플랫폼과 자사 App 서비스 등의 구축 및 유지보수를 담당합니다. 또한 광고주 또는 사내에서 운영하는 페이지 구축 또는 유지보수 등의 지원업무를 수행합니다","• 자사 플랫폼 프론트 개발/운영
• 사내 운영 서비스 프론트 개발/운영"
