회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
트릿지,"마감일
2023-08-08",Data Governance Assistant,DBA,"이러한 역량과 경험이 있는 분들을 찾습니다:

• 신입 혹은 1-3년 (Junior) 경력의 데이터 업무와 유관한 경험이 있으신 분
• 데이터 분석 및 데이터 관련 커리어를 희망하시는 분
• 향후 Data Governance Manager로의 성장기회가 있는 커리어를 희망하시는 분
• 데이터 친화력이 높고 데이터 기반 의사 결정에 대한 이해도가 높으신 분
• 여러 유관 부서와의 협업을 즐기시는 분","이러한 강점이 있다면 더욱 좋습니다:

• SQL, Python 등 데이터 핸들링 tool 활용이 가능하신 분
• 데이터 사이언스 경험이 있으신 분
• 데이터 분석 외에도 다양한 데이터 관련 업무 경험이 있으신 분
• 영어로 기획안, 이메일 작성, 데일리 커뮤니케이션, 프레젠테이션 등이 자연스러운 분","경력
신입~3년","SQL
Python",https://www.jumpit.co.kr/position/17971,"최고의 인재들과 최고의 문제를 풀어 최대 다수의 사람들과 그 혜택을 나눌 수 있는 곳.
 
우리는 높은 이상을 가진 자들과 일하기를 원합니다. Tridge에 모인 사람들은 단순히 “최고의 직장”, “빠르게 성장하는 회사”, “높은 수준의 주인의식”을 추구해서 모인 사람들이 아닙니다. 이러한 것들은 어쩌면 How에 해당하는 것으로 최선의 결과를 내기 위해 당연히 필요한 것들이겠지요. 우리가 진정 추구하는 것은, 세상에 널리 퍼져 있는 문제이지만 사람들이 당연하게 생각하는, “정보 비대칭”, “ 시장 불균형”, “소득의 불균형”, “에이전트 문제” 등을 같이 해결하는 것입니다. 역사적으로 이러한 문제들을 풀기 위한 수많은 시도들이 있었음에도 불구하고 여전히 해결하지 못한 미완의 숙제로 남아 있는 것이 사실입니다. 팀 트릿지는 이러한 사실인식에 기반하여, 가장 지속가능하고, 가장 경제적이면서 합리적인 방법으로 문제를 해결하여, 전세계 많은 사람들이 그 혜택을 공유하기를 바라는 사람들입니다. 해결하고자 하는 문제가 크기 때문에 우리는 최고의 인재를 찾을 수밖에 없으며, 가장 효율적으로 일해야 하며, 각자 맡은 부분에 대해 책임감을 최대한 발휘하기 위해 주인의식이 중요할 수밖에 없습니다. 이러한 방법론은 선택이 아니라 필수입니다.
 
높은 수준의 교육을 받고, 높은 이상을 가지고 있으며, 좋은 사람들과 끊임없는 논의를 통해 인생의 가치를 찾고자 하는 열망이 있는 분들과 같이 하고 싶습니다. 우리가 나누는 모든 대화와 행동의 결과에서 하루하루의 의미를 재발견하실 수 있습니다.
 
• 트릿지 커리어 페이지: https://www.tridge.com/career 
• 트릿지 블로그: https://blog.tridge.com/
 

트릿지는 무역의 디지털화를 선도합니다:
 
• Data-driven intelligence: +11.6B Product 데이터 포인트, +0.6 Billion 이상의 가격 데이터 포인트와 +11.5 Billion의 무역 데이터 접점 관리
• Trusted online reputation: Market Intelligence 기반 18K 이상의 Insight 제공으로 1,000K 이상의 Global Top tier Business Traffic 유입
• Wide & In-depth coverage : 1,200개 이상의 Product category, 500건 이상의 실시간 거래를 통한 Global Supply Chain 구축
• Trust-based Fulfillment : 투명한 프로세스를 기반으로 one-stop 농수산물 무역 솔루션 제공","트릿지는 무역의 디지털화를 선도합니다:
• Data-driven intelligence: +11.6B Product 데이터 포인트, +0.6 Billion 이상의 가격 데이터 포인트와 +11.5 Billion의 무역 데이터 접점 관리
• Trusted online reputation: Market Intelligence 기반 18K 이상의 Insight 제공으로 1,000K 이상의 Global Top tier Business Traffic 유입
• Wide & In-depth coverage : 1,200개 이상의 Product category, 500건 이상의 실시간 거래를 통한 Global Supply Chain 구축
• Trust-based Fulfillment : 투명한 프로세스를 기반으로 one-stop 농수산물 무역 솔루션 제공

――――――

Tridge is the Forerunner in Trade Digitalization:
• Data-driven intelligence: +11.6B Product Data Points, +0.6 Billion Price Data Points and +11.5 Billion Trade Data Contact Management
• Trusted online reputation: +18K Insight of Market Intelligence attracting 1,000K of Global Top Tier Business Traffic 
• Wide & In-depth coverage : Global Supply Chain developed with +1,200 product categories, 500 transactions happening real-time 
• Trust-based Fulfillment : Provides one-stop agricultural trade solutions based on processes ensuring transparency","이러한 목표를 함께 이루고자 합니다: 

트릿지의 데이터 거버넌스 Assistant는 데이터와 관련된 다양한 정책, 보안, 리스크 관리 방안 등 데이터와 관련된 업무를 추구합니다. 향후 데이터 관련 업무에 대한 커리어를 고민하고 희망하시는 분이라면, 트릿지가 가지고 있는 방대한 농축수산물 데이터 커버리지를 바탕으로 새로운 비즈니스 가치와 성장을 창출하는 경험을 할 수 있게 됩니다. 

이러한 업무를 주도적으로 수행합니다:

• 내부 데이터 품질 관리 및 데이터 수집/수정과 정합성 유지 보수 관리 
• 중간 관리자로서 데이터 맵핑에 투입되는 리소스 관리
• 데이터 수집 전략과 프로세스 개선 및 지속적인 모니터링
• 데이터 정합성, 표준화 및 품질 관리
• Business 현업, 마케팅 등 다양한 유관부서와 협업"
챔프스터디,"마감일
상시",[해커스 교육그룹] DBA담당자(신입/경력),DBA,"• DB부분 신입 / 경력 1년이상 
• MySQL / MariaDB 운영 역량을 갖추신 분
• RDBMS 성능튜닝 및 SQL 튜닝에 대한 경험이 있으신 분
• 문제해결을 위해 능동적 커뮤니케이션 능력을 갖추신 분
• 새로운 기술에 대한 열정과 관심이 높으신분","• MySQL 운영 경력
• DB 인프라 설계 경력
• 프로그래밍 경력
• Redis 운영 경력","경력
신입~20년","Redis
MySQL
MariaDB
SQL
NoSql
MSSQL
AWS
DB
Oracle
Shell",https://www.jumpit.co.kr/position/12274,"• 5년마다 떠나요! 2주 유급 휴가
 → 5년마다 장기근속 2주 휴가 또는 휴가비 제공

• 럭셔리 소노호텔앤리조트 전용객실 제공
 → 임직원 소노호텔앤리조트(홍천/양양/삼척) 전용객실 제공

• 해커스 강남역 ZONE / 해커스 종로 ZONE
 → 식당/카페/안과/피부과/성형외과 등 100여개 제휴할인

• 자유로운 휴무 사용
 → 연차/출산휴가/육아휴직

• 재택근무 신청제 운영 중(3개월 시용이후) 

• 자신만의 개성을 살리는 자유로운 복장

• 해커스 온/오프라인 강의 무료 제공

• 다양한 커리어 성장의 기회 제공!
 → 개발직무에 필요한 실무교육 무료제공

• 모닝토스트 & 밀크 제공
 → 바쁜 자취생을 위한 아침 제공
 
• 정기 건강검진 제공

• 독감 예방 접종

• 경조금 및 경조휴가, 화한/조화 발송

• 명절선물 및 상여금 지급

• 사내 카페테리아
 → 해커스인이라면 누구나 임직원 할인!

• 플렉서블 탄력 근무제
 → 열심히 일한 당신의 출근 시간을 조정해드려요.

• 수평적인 회의문화 및 전직원 '프로' 호칭통일
 → 의견은 자유롭게, 업무는 프로답게! 누구에게나 열린 기회와 빠른 성장

• 사무실 내 공기청정기 비치

• 사내 도서관 운영
 → 읽고 싶은 책 마음껏 읽어요! 필요한 도서 무제한 제공

#재택근무 #장기근속휴가 #탄력근무제 #경조휴무 #경조금 #간식제공 #해커스강의 #휴양소 #휴가비 #자유로운복장 #건강검진 #사내카페 #공기청정기","[30여 개의 전문 교육 브랜드를 통해 10대부터 70대까지, 전 연령대에 퀄리티 높은 교육 서비스를 제공하는 글로벌 교육기업]

 해커스 교육그룹은 1998년 '해커스 토플 프로그램' 개발을 시작으로 어학분야는 물론 공무원, 경찰, 소방 등 국가고시 분야와 공인중개사, 국가기술자격 등 자격증 분야, 취업, 편입, 평생교육에 이르기까지 다양한 교육기관을 런칭하였고, 설립 20년 만에 30여 개의 브랜드를 운영하며 교육업계를 선도하는 교육 대기업입니다.
 성인 교육 시장을 넘어 중·고등영어 시장에 진출했고, 전체 참고서 베스트셀러 1위를 달성하는 등 뚜렷한 성과를 내며 전 연령층에 퀄리티 높은 강의와 교재, 교육 서비스를 제공하고 있습니다. 한편, 미국 L.A에 미국대학입시 전문교육기관 '스마트 프렙'을 오픈하고 미국, 중국, 일본, 대만, 베트남 등에 교재를 수출해 각국 서점에서 베스트셀러를 달성하는 등 글로벌 교육기업으로도 도약하고 있습니다. 
 수많은 학습자분들이 해커스를 통해 꿈을 이루고 있습니다. 지식의 불평등을 해소하고 올바른 교육을 나누는 '나눔의 철학', 이를 바탕으로 더 나은 교육을, 더 많은 사람에게 제공하겠습니다.","• 데이터베이스 설계를 위한 기획서 분석 및 프로그래밍
• 백업 및 모니터링 외 Front/Back 업무 수행(데이터 추출 등)
• DB TroubleShooting
• 쿼리 튜닝 및 대용량 트랜잭션 처리를 위한 DB 설계
• DBMS: MariaDB , MySQL
• 데이터 마이그레이션"
코인원,"마감일
상시",DB Administrator,DBA,"• 관련 경력 8년 이상 혹은 이에 상응하는 실력을 갖춘 분
• MySQL / MSSQL 시스템 운영 경험이 있으신 분
• Monitoring 및 성능 분석 / 트러블슈팅이 가능 하신 분
• 대규모 서버 환경에서 OLTP / OLAP 운용 경험이 있으신 분","• AWS / GCP / Azure 등 클라우드 경험이 있으신 분
• Oracle, PostgreSQL, MSSQL 등의 다양한 데이터베이스 시스템 운영 경험이 있으신 분
• Python, Shell script 활용 능력이 있으신 분
• 협업에 대한 긍정적이고 적극적인 마인드 및 문서화 능력이 있으신 분
• 가상자산에 대한 관심, 지식, 거래 경험이 있거나 유관업종에 종사하셨던 분","경력
경력 8~15년","MySQL
MSSQL
Python
OLAP
AWS
Git
Confluence
Jira
Slack",https://www.jumpit.co.kr/position/15302,"[코인원 Crew만을 위한 복리후생]

든든한 밥심을 위해
•﻿ 점심식대 12,000원 지원 / 또는 출근시 도시락 케이터링 제공
•﻿ 간식창고 운영
•﻿ 바리스타가 제공하는 커피 및 음료 무제한 지원 (무료!!)
•﻿ 매달 팀런치 비용 지원
 
편안한 휴식을 위해
•﻿ 매년 리프레시 휴가 5일 제공 (1년 근속시)
•﻿ 3/5/7년 근속시 추가 리프레시 휴가 및 상금 지급
•﻿ 리조트 제휴 지원

크루와 가족의 건강과 안정적인 생활을 위해
•﻿ 프리미엄 종합건강검진 지원
•﻿ 직원 본인과 부양가족의 단체보험 지원 (3대 비급여 포함)

높은 업무 집중도를 위해
•﻿ 최고급 사양의 디바이스 지급
•﻿ 허먼밀러 의자 제공
•﻿ 야근시 택시비 지원
•﻿ 업무 관련 교육비/도서 구매 지원
•﻿ 워크샵 비용 지원","“가상자산 거래소의 기준, 코인원""

코인원은 늘 혁신의 중심에 있었습니다. 국내에서 최초로 이더리움과 리플을 거래지원하는 한편, 탈중앙화 금융(Decentralized Finance)의 핵심에서 스테이킹 산업 역시 처음으로 선보였습니다.

혁신을 추구하는 동시에 보안과 타협하지 않았습니다. 하루 수백억 원에서 많게는 수천억 원이 거래되는 가상자산 거래소에서 보안은 가장 기본이자 중요한 요소입니다. 정보보호관리체계(ISMS), 국제표준 정보보호(ISO27001) 인증을 획득했고, 무엇보다 지난 2월 제1 금융권 수준의 자금세탁방지 시스템 구축을 완료했습니다. 보안 전문 기업의 컨설팅과 적극적인 보안 솔루션 도입은 언제나 코인원 팀에게 최우선 과제입니다. 그 결과로, 코인원은 해킹 피해를 한차례도 입지 않았습니다.

까다롭기로 소문난 가상자산 거래지원 정책은 블록체인과 가상자산 산업이 올바르게 성장하길 바라는 코인원 팀의 의지입니다. 단순히 많은 거래지원을 통해 거래량을 늘려 수익을 얻는 그런 방식의 거래소 운영은 지양하고 싶었습니다. 코인원 팀은 빠르게보다는 조금 늦더라도 단단하게 성장하길 원했습니다. 우리가 건강하게 성장해야 우리의 산업도 올바르게 커갈 수 있다고 믿기 때문입니다.","• 데이터베이스 설계, 구축, 운영 및 최적화"
에듀윌,"마감일
상시",에듀윌 데이타베이스관리자(DBA) 경력직 모집,DBA,"• 경력 3년 이상
• RDBMS(MS-SQL / MariaDB) 에 대한 이해도를 보유하신 분
• 성능 최적화, 모델링, 쿼리 튜닝, 모니터링
• 새로운 환경에도 거부감없이 배우고 싶어하며 성실한 분
• 해외여행에 결격사유가 없으며 남자의 경우 병역필 또는 면제자일 것","• 대규모 IT 서비스 DB 운영 경험 보유자
• DB 접근제어 및 모니터링 경험 보유자
• DB 서버 이중화 구성/운영 경험 보유자
• MySQL, Maria DB 운영 경험 보유자
• 동종업종 경력자 및 관련학과 전공자
• 해당 분야에서 우수한 성과를 이룬 경험 보유자
• 비흡연자 우대","경력
경력 3~15년","SQL
MSSQL
.NET
ASP.NET
Spring Framework
jQuery
Python
Elasticsearch
Spark
MariaDB",https://www.jumpit.co.kr/position/17593,"• 시차출근제
• 우수직원 및 장기근속 포상
• 마사지실 (힐링큐브) 운영
• 사내 도서관 및 독서모임제 운영
• 자기개발 지원","에듀윌 에듀테크연구소는 에듀윌에서 발생하는 모든 데이터를 관리하는 DBA 조직과 데이터 분석을 위한 환경을 제공하는 데이터 엔지니어 조직이 있으며, 
함께 할 MS-SQL 경력자를 찾고 있습니다. 

에듀윌 연구소에서는 다음과 같은 기술 스택을 활용하여 데이터를 관리, 분석하고 있어 하고자 하는 의지만 있으시다면 다양한 많은 경험을 하실 수 있습니다.

개발 언어 및 프레임워크 : SQL, Python, Shell
관계형 데이터베이스 : MS-SQL, MariaDB
비 관계형 데이터베이스 : Redis
데이터 파이브라인 : Logstash, Apache NiFi, Kafka Connect
분산 데이터 저장소 : Elasticsearch, Apache Druid, Kafka
데이터 시각화 : imply, kibana, Metabase
클라우드 : Naver Clound Platform","• Microsoft SQL Server 개발 및 운영 관리
• 운영 관리 (백업, 복원, 스케줄러)
• 고가용성 구축 및 운영 (AlwaysOn)
• 테이블 설계 및 데이터베이스 모니터링
• 고 부하 쿼리 튜닝
• 개발 프로시저 검수 및 튜닝
• 데이터베이스 트러블슈팅
※ MariaDB는 덤으로 배우실 수 있으세요. 
※ DataLake 구축 및 운영도 덤으로 배우실 수 있으세요. "
롯데e커머스,"마감일
상시",DBA(데이터베이스 관리),DBA,"• 3년 이상 해당 분야 경력을 보유하신 분
• AWS 환경에서 DBMS 운영경험, IDC DBMS 운영 경험이 있으신 분
• Aurora, MySQL 스미카 생성, 변경, 수정 경험이 있으신 분
• 대량데이터 처리 경험, 튜닝/분석 경험이 있으신 분","• IT플랫폼/E-Commerce 업계 경험이 있으신 분
• 개발언어(Python), AWS Hands-on 가능하신 분
• DynamoDB/Elasticsearch 운영 경험이 있으신 분
• 장애인 복지법에 의한 등록 장애인 우대","경력
경력 3~8년","SQL
AWS
Amazon Aurora
MySQL",https://www.jumpit.co.kr/position/17074,"주요 복리후생 (* 복리후생 항목은 회사 경영상황에 따라 변동될 수 있습니다.) 
• 롯데 임직원 W카드 발급 (롯데 계열사별 할인 5~40%)
• 자녀 학자금 (유아, 대학생)
• 복지포인트 지급
• 건강검진(복지포인트 활용)
• 자기계발지원금(외부교육/자격증취득) 지원
• 개인연금 지원
• 단체보험 지원
• 출산선물(과일바구니, 분유) 지급
• 유연근무제
• 자율적인 휴가 사용(자가 승인, 반차, 반반차, 기부 등)
• 3년 단위 안식 휴가 부여
• 여가/문화생활 지원
• 경조지원(경조금, 장례서비스)","취향을, 브랜드를, 혜택을 발견하는 즐거움 
지금 롯데ON에서 만나요! 

고객이 원하고 만족하는 서비스를 만들어요. 
롯데ON은 단순히 상품만을 판매하는 플랫폼이 아닌, 
상품에 대한 경험을 함께 제공할 수 있는 플랫폼을 목표로 하고 있어요. 
뷰티, 명품, 그로서리 등 다양한 영역에서 새로운 서비스를 만들어가고 있어요. 

하이앤드테크로 온/오프라인 시너지를 만들어요. 
MSA, AWS 등 혁신기술을 운영하고 있으며, 
롯데의 온/오프라인 4000+ 고객 데이터를 결합하여 
오프라인 매장과 연계한 다양한 서비스로 온/오프라인을 넘나드는 새로운 쇼핑 경험을 드려요. 

롯데ON은 안정성 있고 혁신성 있게 우리의 문화를 만들어가고 있어요. 
구성원들은 수평적이고 자율적인 문화 속에서 개선을 넘어서는 혁신적인 롯데ON만의 서비스를 만들어요. 
롯데ON과 함께 굵은 점을 찍어가며 성장하실 분들을 기다립니다!","• 롯데ON DBMS 구축, 설계, 개발/운영
• SQL튜닝, DB 모델링, 마이그레이션
• DB운영 가이드 수립 및 운영"
디어유,"마감일
상시",[코스닥 상장사-디어유] DBA / DA 모집,DBA,"• DBA / DA 경력 3년 이상 경력자
• 대용량 트랜젝션 처리를 위한 DB설계, 구축, 운영 경험 보유
• MySQL 및 NoSQL 운영 및 관리 경험 보유자
• 정보통신, 전자/전기, 컴퓨터 등 전산관련 학사 이상인자
• 정보처리기사 자격증 소지자","• AWS 등 클라우드 기반 인프라 운영 경력자
• 문제 해결 및 성능 최적화를 위한 역량을 갖추신 분
• 보안과 규정에 대한 이해도가 높으신 분
• 대용량 서비스 개발 및 운영 경험자","경력
경력 3~8년","AWS
NoSql
MySQL",https://www.jumpit.co.kr/position/1618,"• 출퇴근: 자율(시차)출퇴근제 
• 교육: 신입사원 교육(OJT) / 리더쉽,직무교육/ 사내 외국어 강좌운영
• 지원금/보험: 단체상해보험 / 건강검진지원/ 독감예방접종 지원 
• 조직문화: 수평적 조직문화 / 자율복장/ 님,닉네임 문화
• 근무환경 : 사원증지급 / 카페테리아운영/ 스낵바 운영, 웰컴KIT지급 
• 급여제도 : 4대보험/연차수당/퇴직연금/ 회식비, 중식비 지원, 임직원 우수인재 추천보상제도 운영/ 통신비 지원 
• 선물: 명절선물/귀향비 지급
• 리프레쉬: 연차,반차/ 경조휴가 / 장기근속 포상
• 기타: 계열사 할인","디어유는 에스엠엔터테인먼트의 IT계열사 입니다. 팬과 아티스와의 소통 할 수 있는 커뮤니케이션 & 커뮤니티 서비스를 런칭하여 사업을 운영, 확장 중에 있습니다. 주요 사업은 커뮤니케이션 플랫폼 기반 APP ""버블""과 SBS 판타스틱 듀오 이벤트를 진행했던 노래방 APP ""everysing"" 그리고 ""Lysn""이라는 아티스트 (셀럽) 관심사 기반의 팬커뮤니티 서비스 APP이 있습니다. 향후 엔터테인먼트의 팬덤을 바탕으로 보다 다양한 국가에서 서비스를 확장 제공 할 예정입니다.","• 인프라 DBA / DA
• 데이터 아키텍쳐 수립 및 구축/운영(DB/NOSQL) 
• 데이터베이스 모델링, 품질, 표준 운영/관리
• DB성능 관리(쿼리, 인스턴스 튜닝 등)"
트럼피아,"마감일
상시",DBA,DBA,• 3~5년차 이상 경력,-,"경력
경력 3~5년","DB
Oracle
MariaDB
MongoDB
Elasticsearch
Redis",https://www.jumpit.co.kr/position/17257,"• 자율출퇴근제 
• 재택근무 주 1회 시행
• 복리후생(문화생활,체력단련,여행 등) 연 100만원 실비 지원 
• 식권대장 어플로 식대 지원 (연봉과 별개)
• 교육비 지원 : 어학 및 업무 관련
• 자유로운 연차 사용 (반차, 반반차 가능)
• 생일 선물 지급 (상품권 및 휴가 지원) 
• 사내 추천 인센티브 제도 운영 
• 경조사 지원 - 각종 경조금, 경조휴가 지원 
• 장기 근속포상 지원 - 내규에 따라 휴가 및 상금 지원 
• 중소기업 청년 소득세 감면 시행
• 연 3회 성과 평가 후 인센티브 지급 
• 사내동호회비, 팀회식비 지원 
• 까페테리아 운영 (커피캡슐머신, 간식 지원)
• 건강검진시 추가검진비 지원
• 웰컴키트 지급","저희 트럼피아(주)는 Cloud-based software와 API를 기반으로 한 SMS Automation 서비스로 전 세계 최초로 새 시장을 개척한 회사이며, 각종 SMS 기반기술(Short code, long code, toll free, landline)과 ""intelligently targeted messaging"" 기술을 바탕으로 시장에서 리더십을 발휘하고 있습니다.
미국 캘리포니아에 본사를 둔 벤처기업으로 우수한 고객들(WhiteHouse, AT&T, Vonage, Blizzard, GM, 각종 주립대학, 정부기관 등)이 자사 서비스를 이용하고 있습니다.","• http://www.trumpia.com DBA 업무 담당
• 운영 DB (Oracle, MariaDB, MongoDB, Elasticsearch, Redis) 관리
• DBMS 시스템 관제
• 성능 모니터링 및 장애지원
• Schema 관리, DDL, DML 관리, Query Performance Tuning, DBMS Tuning 및 Monitoring, DB Backup & Failover"
이지스엔터프라이즈,"마감일
2023-08-31",DBA(데이터베이스관리자) 대리/과장급,DBA,"• Oracle DBA 업무 경험이 3년 이상 있으신 분
• Linux 기본 지식을 보유하고 있으신 분
• ISMS 인증심사 DBMS 부분 대응 경험이 있으신 분
• 유관부서와 원할한 커뮤니케이션 및 협업이 가능하신 분","• 직무 관련 자격증(OCP, OCM 등)을 취득한 경우
• Database 관련 기술교육 수료한 경우
• MS-SQL DB 사용 경험이 있으신 경우","경력
경력 3~8년","MSSQL
MariaDB
Oracle
PostgreSQL
MySQL
SQL
ISMS
Linux",https://www.jumpit.co.kr/position/17027,"[건강한 사내문화]
• 탄력 근무제, 자유로운 연차, 회식 강요 안해요
• 사우회/사내 동호회 운영

[개인의 성장]
• 자기개발비 지원(도서구입, 피트니스, 교육 등 연 60만원 지원)
• 본인 혹은 자녀 학자금 지원
• 점심식비 지원(페이코 연 120만원 상당)
• 직무관련 교육, 도서, 세미나 참석 무제한 지원

[평화로운 가정]
• 질병 치료, 수술 등 의료비 지원 (연 최대 300만원)
• 본인 및 가족 중 1인 건강검진비 지원 (연 70만원 상당)

[든든한 포상]
• 매년 우수사원 표창
• 장기근속사원 포상금 지급

[특별한 날]
• 생일축하금 (상품권)
• 창립기념일 선물 (상품권)
• 명절 선물
• 대명 및 한화 콘도 숙박권 사용 및 이용요금 지원
• 결혼과 출산, 가족 경조사 선물과 경조금 지급","* 압도적인 안정성과 시장 점유율 1위인 저희 이지스엔터프라이즈와 함께 성장하실 분을 모십니다.

[이지스엔터프라이즈란?]
• 이지스엔터프라이즈는 공동주택/집합건물관리 전산솔루션공급 및 금감원에 등록된 전자금융 전문업체로서 전국 약 90% 이상의 시장 점유율을 갖고 있는 독보적인 1위 기업
• 공동주택 분야에서 특화된 경쟁력을 기반으로 국내 시장을 석권하고 있는 우량 강소기업
• 국내 시장 점유율에 따른 우월적 지위와 새로운 혁신 기술을 이용하여 다양한 서비스 확장 하고자 이번 DX팀을 구성

[주요 서비스]
• 아파트ERP서비스
　→ 인터넷을 통해 공동주택/집합건물 등 건물관리 업무를 처리할 수 있도록 하는 ASP기반의 ERP솔루션으로 관리업무 경감, 철저한 보안관리, 신속한 A/S는 물론, 업무와 관련된 외부(유관)기관과의 연계를 통해 고객이 보다 쉽고, 편리한 업무를 진행할수 있는 서비스

• XPBIZ서비스
　→ 사업장 별 임대료 및 관리비 부과 및 세부 이력관리, 임대차 계약 및 보증금 관리, 효율적인 수납관리에 대한 통합운영관리 서비스

• 장기수선계획서비스
　→ 공동주택을 안전하고 효율적으로 사용하기 위해 필요한 주요 시설의 교체 및 보수 등에 관하여 공동주택관리법(제29조제1항)에 따라 수립하는 계획을 지원하고 관리할 수 있도록 지원하는 서비스

• 관리비 수납중계서비스(EBPP)
　→ 국내에서 유일한 아파트관리비 VAN서비스로, 관리비 수납 업무를 담당하고 있는 아파트 관리소의 수납업무 편의를 위해 은행/증권/카드사와 제휴하여 아파트관리비 자동이체 뿐만 아니라 한국전력 전기요금 자동이체 및 기타 수납중계서비스를 지원하는 서비스","• 전사 데이터베이스 운영 및 관리(Oracle)
　- DB 구성
　- DB 점검 및 모니터링(트러블 슈팅)
　- DB 패치, 업그레이드, 성능관리
　- ISMS 인증심사 DBMS 부분 업무 수행"
사업노트,"마감일
상시",모바일 경영관리 플랫폼 데이터베이스 관리자,DBA,"• Mysql/MariaDB, Oracle 등 DB스키마 설계, 구현 경험
• 대용량 RDBMS에 대한 기본 지식과 설계/개발 경험이 있는 분
• SQL, Stored Procedure 작성 능력이 있는분
• 데이터베이스 튜닝으로 성능 향상 경험이 있으신분","• 리눅스 서버 운영 가능 클라우드 서버 경험 
• DBMS 관련 자격을 보유하신 분
• 시스템, 네트워크, 보안에 대한 전반적인 이해가 있는 분
• 데이터 표준, 구조, 품질에 대한 지식을 보유하신 분
• 데이터 분석, 데이터 마이닝 및 빅데이터 도구 경험
• 합리적인 커뮤니케이션 스킬을 통해 각 분야의 담당자들과 생산적인 협업을 하실 수 있는 분","경력
경력 3~10년","RDB
SQL
MySQL
MariaDB
Oracle",https://www.jumpit.co.kr/position/16539,"• 중식 무료 제공 및 간식 제공 
• 최고급 장비와 소프트웨어 지원해요.
• 자율복장 
• 자기계발비 지원","내 손안의 비서 '사업노트'는 대한민국 경제를 지탱하는 소상공인 및 모든 사업자를 위한 경영관리 플랫폼 서비스입니다.
경영관리 플랫폼의 DX의 선두주자가 될것이며 언제나 소상공인들의 성공을 위한 걸음걸음에 다방면으로 도움을 드릴 수 있는 플랫폼으로 거듭나기 위해 최선을 다해 노력하는 기업입니다. 
저희와 함께 대한민국을 대표하는 경영관리 플랫폼 서비스 회사가 되기위한 발걸음을 함께할 인재를 모십니다.","• RDBMS(Mysql 필수) 관리 및 운영
• 데이터베이스 스키마 설계, 구현, 운영, 유지보수
• SQL 및 퍼포먼스 튜닝, 정규화, 성능 분석 등 개발 지원
• 데이터 마이그레이션 및 백업, 복구 등 데이터 , 스키마 관리
• 데이터 관리 분석/ 통계 관련 업무"
핀크,"마감일
상시",DBA,DBA,"[선호하는 인재상]
• Shell Script 등 DB 운영에 필요한 개발 능력 보유자
• 리눅스 환경(CentOS 등)에서 DB 운영 경험 보유자
• 대규모 웹서비스의 DB 설계, 구축 및 운영 경험 보유자
• 개발/운영 부서와 원활한 커뮤니케이션 능력 보유자
• SQL 및 PL/SQL 작성 능력 보유자

[필수조건]
• Oracle, MariaDB DBA 관련 실무경력 3년 이상","• 핀테크, 금융권 Oracle Database 관리 경험자
• mysql, maria 등 오픈소스 DBA 경력 3년 이상 보유자
• 클라우드 환경 기반 DB 운영 경험자","경력
경력 3~15년","Linux
Oracle
MariaDB
MySQL
Spring Cloud
Mybatis
Spring Data JPA
SQL",https://www.jumpit.co.kr/position/5172,"업무환경
• 최고급 사양 PC와 모니터, 소모품
• 바른자세를 위한 커블체어
• 근속 3년 시, 최신 IT물품 구입비 160만원 지원

Finnq의 먹부림
• 라운지에서 무제한 간식 운영

Refresh
• 근속 6년 시, 2주 휴가 및 휴가비 지원
• 연 1회 휴가비 지급
• 안마의자 상시 대기

자율근무
• 출근시간은 스스로 정해요. 시차 출퇴근제
• 특별휴가 5개 부여
• 생일&결혼 기념일 반차 제공

자기개발
• 역량개발에 적극적! 직무 관련 도서 100%지원
• 혼자가 아닌 우리, 동호회 활동 적극 지원

여러분은 곧 회사의 자산
• Welcome-kit 제공
• 매년 건강체크는 필수! 종합 건강검진
• 바이러스여 물러가라~ 연 1회 예방접종

소중한 당신의 가족까지 케어
• 경조사 지원 (휴가, 지원금)
• 초등자녀 입학 선물 / 수능자녀 응원 선물 
• 명절 선물 지급

육아로 인한 경력단절은 그만
• 출산 선물 및 축하금, 유급휴가
• 충분히 육아하고 오세요 웰컴! 육아휴직 2년","핀크는 하나금융그룹이 만든 핀테크 전문 기업으로, 모바일 앱을 통해 차별화된 금융 상품을 제공하는 금융 플랫폼입니다. 핀크는 21년 12월 1일 핀테크 최초로 마이데이터 서비스를 오픈한 마이데이터 1호 기업이며, 2016년 회사 설립 이후 5년여 만에 앱 다운로드 1000만건, 가입자 390만명을 달성한 대표 생활 금융 플랫폼입니다.

19년 12월 오픈뱅킹 정식 출범에 따라 오픈 API를 통해 모든 은행 계좌 정보와 연결할 수 있게 되며 브랜드 슬로건을 ‘뱅크 말고, 핀크’로 교체, 굳이 은행 앱을 사용하지 않아도 편리하게 금융 서비스를 이용할 수 있다는 장점이 있습니다.","• DBA (Oracle, MariaDB)
- 논리/물리 모델 설계
- 표준용어/도메인 및 DDL 
- 실시간 Database 관리 및 튜닝
- 백업/복구, 장애대응 및 예방 활동
- RAC 운영 관리
- Replication, MHA, Maxscale 운영 관리"
