회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
큐브엔시스,"마감일
상시",백엔드 개발(Java)/ data 분석,DBA,"• java 개발경험 3년 이상
• DBA 의 경우 Oracle 경력자","• 프로젝트 팀과 융합하여 업무를 진행하므로 
• 자유로운 의사개진과 표현이 필요하고, 팀웍을 잘 이해하는 분","경력
경력 3~10년","Oracle
PostgreSQL
MariaDB
Java
CSS 3
HTML5
Python
JavaScript
JSP",https://www.jumpit.co.kr/position/3610,"• 탕비실, 생일선물, 경조사 지원, 명절선물, 명절상여금, 4대보험, 퇴직연금, 단체보험, 기타 해외워크샵 등...","빅데이터 플랫폼 분석/설계 및 구축(상권, 관광, 스마트팜, 기타 지수 산출 등)","• 기관용 플랫폼 개발(Web, 백엔드)
• Database 분석 업무"
스마트스코어,"마감일
상시",[예비유니콘 골프IT플랫폼] DBA 개발자,DBA,"• MySql 특히, AWS aurora 설치/구성/운영 경력자
• DB 설계/튜닝, 심도 있는 쿼리작성 경력 5년 이상
• DB 백업/복구/ETL 경력자
• 대용량 DBMS 운영 및 마이그레이션 경험자","• PHP, JAVA 개발 경험
• ERP 설계 경험","경력
경력 5~20년","MySQL
PHP
ERP
R
SQL
Python
AWS",https://www.jumpit.co.kr/position/8501,"• 편리한 출퇴근(삼성역 2분 거리)
• Refresh Day: 주 1회 1시간 늦게 출근(10 to 6)
• Happy Day: 반기 1회, 본인 혹은 가족 생일 등 중요한 날 조기퇴근/상품권 지급
• 통신비 일부 지원
• 자사 골프장 그린피 할인
• 자사 의류 상시 할인
• Brand Day: 마켓, 부킹, 해외투어, 국내투어, 맥케이슨, 위드리치 등 자사서비스 비정기 할인 행사
• 골프레슨 지원: 레슨비/연습장비 일부 지원
• 종합건강검진 지원
• Get Together: 월 1회 파트단위 식사 혹은 문화생활 지원
• Sports Day: 연 1회 전직원이 단합하고 교류할 수 있는 체육행사/워크숍 진행
• 자유로운 연차 사용, 자율복장
• 동아리활동: 사내 동아리 지원, 활동비 지급
• 직무 관련 교육/세미나 일부 지원
• 헬스장 제휴 할인
• 명절 및 연말 조기 퇴근
• 명절 선물 지급
• 경조사 휴가 및 경조금 지원
• 고급 원두/커피머신, 스낵 자판기 설치
• 5년, 10년 장기근속자 격려 
• 연 1회 본인 희망 시 2주 무급휴가 활용 가능(연차와 붙여 사용 가능)
• 전 직급 '매니저'로 소통하는 수평적 조직 문화
• 강요 없는 회식 문화","세계 유일의 골프 비즈니스 플랫폼 스마트스코어에 관심을 가져주셔서 감사합니다. 스마트스코어는 골프장 내장객들의 라운딩 기록을 집계하고 분석하여 Internet 및 mobile상에서 유익하고 흥미로운 다양한 정보를 제공하는 것이 회사의 주사업이며, 이를 바탕으로 골프 산업 전반의 다양한 사업을 영위하는 회사입니다.

국내 골프문화와 산업을 선도할 수 있는 역량, 자신감 및 기반이 충분히 갖춰져 있는 회사입니다. 구성원들 각자의 행복과 회사의 발전은 항상 함께 해야 한다고 생각하고 있습니다. 합리적이고 융통성 있는 조직내에서 모두의 역량을 최대한 발휘할 수 있고 모두의 꿈과 행복의 기반이 되는 그런 회사로 성장해 나가고 있습니다. 서비스는 크게 두 가지 라인으로 운영됩니다.

첫번째는 골프장에 혁신적이고 창조적인 솔루션을 공급하고 운영/관리하는 서비스입니다.
두번째는 온라인 회원을 대상으로 하는 골프포탈 서비스입니다. 현재 300여개 골프장 및 270만여명 이상의 온라인 회원 기반을 확보하고 있으며, 그 숫자는 업계에서 가장 빠른 속도로 증가하고 있습니다.



스마트스코어는?
골프장 네트워크와 최다 골퍼 회원을 동시에 보유한 유일한 Golf Portal & Network 입니다.

국내 서비스가능 500여개 골프장 중 370여개 골프장에 스마트스코어가 도입
대한민국 골프인구 500만명 중 스마트스코어 사용자는 290만명 이상
골프 의류 브랜드 맥케이슨, 미국 골프매거진의 한국 라이선스를 보유한 골프매거진 코리아, 보험 서비스를 제공하는 위드리치, 골프장 위탁 운영 사업체 이앤엘, 프리미엄 골프용품 브랜드 마제스티 등 5개의 자회사를 보유하고 있습니다.


스마트스코어 문화는?


상식과 습관을 무너뜨리고 기존에 생각이 없거나 불가능하다고 여긴 것들을 시도하고 변화시킵니다.
회사, 동료, 가정 그리고 나를,사람과 일에 있어서 명예와 신의를 소중하게 합니다.
멈추지 않는 도전과 혁신으로 골프문화를 선도하고 골프시장 발전에 기여하고자 합니다.","• 골프장 ERP DA
• 서비스 및 솔루션 분석, DB 설계, 쿼리작성
• 주기적인 백업 및 분석/튜닝
• 데이터 마이그레이션, 통계 추출
• Slow Query 색출 및 튜닝"
위메이드,"마감일
2023-08-31",DA(Data Analyst),DBA,"• 수학, 통계, 컴퓨터 과학 관련 학위
• 최소 5-7년의 업계(크립토 또는 전통 금융) 경험
• 운영 개선, 스케줄링, 분석 기술 적용에 대한 입증된 경험 및 엔지니어링 역할
• 뛰어난 문제 해결 역량 및 정량적인 분석 역량
• 뛰어난 커뮤니케이션, 프로젝트 관리 기술","• 최소 2개 이상의 이하 툴에 대한 경험 및 이해도 
　- Analytical software (e.g. R, SAS);
　- Data visualisation tools (e.g. Qlikview, Tableau, PowerBI,);
　- A relational or graph database management tool (e.g. SQL, NoSQL, Neo4J);
　- Programming (e.g. VBA, C++, Java, Python);","경력
경력 5~10년","VBA
R
Tableau
PowerBI
SQL
NoSql
Neo4j
Java
C++
Python
Sass",https://www.jumpit.co.kr/position/15711,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요","위메이드는 20여년간 게임사업에서 그 명성을 유지하며 활약하고 있습니다.
우리는 게임을 기반으로 다양한 문화 영역에서 무한한 상상을 현실로 만드는 창조 집단으로서 훌륭한 프로의식, 인격, 열정을 갖춘 인재들이 모여 있습니다.
미르4를 성공적으로 출시하여 게임업계에 “Play to Earn”이라는 새로운 패러다임을 이끌었습니다.
또한, 블록체인 선두주자로서 자체 메인넷 WEMIX3.0과 블록체인 게이밍 플랫폼 WEMIX Play, NFT와 DAO 플랫폼인 Nile, Defi 플랫폼 WEMIX.Fi를 통해 블록체인 생태계 구축에 박차를 가하고 있습니다.
이외에도 위메이드그룹은 IP확장 및 메타버스 등의 미래사업에 대한 공격적인 투자활동과 사업다각화를 적극 추진하며 독보적인 성장을 하고 있는 글로벌 종합 플랫폼 기업입니다.

우리는 각자의 분야에서 최고가 되기 위한 꿈과 열정을 지니고, 맡은 미션을 훌륭하게 수행하여 단순한 결과가 아닌 멋진 성과를 보여주고 있습니다.
또한 서로에 대한 믿음으로 팀워크와 협업의 시너지를 창출하는 최고의 파트너로 활약하고 있습니다.
무한한 상상력을 현실로 만드는 위메이드 그룹과 함께 하실 분은 지원해주세요.","• 시장과 사업 모델을 기반으로 데이터 시각화 및 분석 모델을 설계하고 구축
• 운영 및 각 기능 개발팀과 긴밀히 협력하여 중요도에 따른 분석 사용 사례를 식별하고 우선순위를 지정하고 제공
• 복잡한 데이터 결과값을 이해하기 쉽게 시각화 하고 적절한 실행안을 제안
• 독자적 또는 오픈 소스 데이터 툴을 사용하여 대량의 트랜잭션을 분석하고 해석"
부동산플래닛,"마감일
상시",DBA,DBA,"• DBA 관련 경력 2년 이상
• 다양한 문제해결 능력을 보유하신 분
• 서비스 구조에 대한 이해를 바탕으로 DB설계, 데이터 모델을 경험하신 분","• RDBMS(Prostgresql, MYSql, MSSql) 경험자
• Gis(Qgis, Geoserver) 경험자
• R 데이터분석 경험자
• 고가용(HA) 시스템 구축 경험자
• 관련 자격증 소지자
• 협업에 대한 긍정적이고 적극적인 마인드를 가지신 분","경력
경력 2~5년","MachineLearning
BigData",https://www.jumpit.co.kr/position/13159,"🎁 근무환경
• 신규입사자 온보딩 프로그램(웰컴키트, 버디 등)
• 카페테리아 운영
• 상호 존중을 바탕으로 한 수평적 문화
• 눈치 볼 필요 없는 4시간 단위의 연차

🎁 성장지원
• 직무교육 지원(세미나, 도서구입비 등)
• 우수사원 포상
• 장기근속자 포상

🎁 그 밖의 복리후생
• 폭넓은 경조사 지원
• 연 1회 건강검진","부동산플래닛 누적 다운로드 수 120만+
부동산플래닛 누적 순 사용자 170만+
부동산 서비스 최근 3개년 거래액 1조 원+

부동산플래닛은 부동산 공간정보 및 빅데이터 분석 등을 통하여 다양한 부동산 데이터를 구축한 회사로 AI기술을 활용하여 전국 토지·건물 부동산 추정가격을 제공하고 있으며, 상업용 부동산 투자, 임대, 관리, 매각까지 전 과정을 지원하는 부동산 종합 플랫폼을 구축해 나가고 있습니다.","• 부동산 데이터 알고리즘 연구 개발
• 빅데이터 분석(정형, 비정형)
• ML(머신러닝) 알고리즘 연구 개발
• 공간정보, 건축정보 기반 알고리즘 연구 개발
• GIS툴 활용"
핀업,"마감일
2023-08-15",데이터베이스 관리자(DBA) 경력직 채용,DBA,• 경력 5년 이상,"• AWS 운영 가능자
• 다른 DB 경험자
• PL이상 관리업무 경험자","경력
경력 5~7년","MSSQL
DB
AWS",https://www.jumpit.co.kr/position/17787,"• 도서 무한 제공(구입), 커피/음료 무한 제공, 직무 자격증 응시료 지원",핀업은 투자 상품에 대한 검증된 전문가의 체계화된 교육과 신속하고 정확한 정보 제공을 통해 국내 투자자들이 여유롭고 스마트하게 투자 생활을 누릴 수 있도록 새로운 방향성을 제시하고 만들어가는 회사입니다.,"• MS-SQL Server 관리 / 운영 / 모니터링
• DB 설계 / 개발(SP, 쿼리 작성) / 튜닝"
위메이드,"마감일
2023-09-12",[전기아이피] DBA(게임),DBA,"• DBA 경력 2년 이상
• SQL Server 또는 MSSQL , MYSQL 구축 및 운용 경험
• T-SQL 및 데이터 추출/분석에 필요한 SQL 기술적 역량을 보유
• 데이터베이스 최적화 , 성능 개선 등의 튜닝 경험","• 게임 데이터에 대한 이해와 데이터 설계 /추출 경험이 있는 분
• 머신 러닝에 대한 이해와 모델링에 관심이 있는 분
• Cloud DB 운영 경험이 있는 분
• 원활한 커뮤니케이션이 가능하신 분","경력
경력 2~10년","MSSQL
MySQL
SQL",https://www.jumpit.co.kr/position/17195,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요","전기아이피(传奇IP)는 위메이드 그룹의 일원이며, 미르의 전설(热血传奇)의 지식재산권(IP)을 보유하고 있는 회사입니다.

IP 저작권 및 제휴 사업, 미르의전설2, 미르의전설3, MIR2M 글로벌 서비스를 제작 및 서비스를 하고 있는 종합 게임사입니다.

지속적으로 컨텐츠, 스토리 개발, 아트 제작 및 AI 등의 새로운 기술 개발 등을 하고 있으며,
다양한 플랫폼으로 미르의전설 IP 게임을 즐기는 모든 유저에게 새로운 즐거움을 선사하고자 합니다.

#미르의전설 #열혈전기 #IP전문회사 #미르2 #미르3 #MIR2M #국내서비스 #글로벌서비스","• 게임 / 플랫폼 데이터베이스 운영 및 관리
• DB 모델링, 성능분석, 최적화 및 SP 개발
• 게임 데이터 추출, 지표 수집 및 분석"
엔디소프트,"마감일
상시",DBA (데이터베이스 운영 관리) 부문,DBA,"• DB 시스템 관리 경력자
• Postgresql 운영 경력자

• 근무지: 부산시 해운대구 / 서울 강남 근무 (구직자 선택사항)","• DBMS, SQL 전문가

• 공통 우대사항
- 영어가능자 (독해)
- 대용량 실시간 데이터 파이프라인 설계 및 구축 경험이 있으신 분 
- 커머스 데이터 기반 AI 모델 서빙 상용화 경험
- 통계학,수학,산업공학등 관련 전공자
- 상기 1개 항목 가능자 우대","경력
경력 2~9년","SQL
PostgreSQL",https://www.jumpit.co.kr/position/2411,"• 짧은 근무시간 1일 360분, 주5일 근무
• 매년 해외 워크샵 전액 지원 (현재까지 갔던 곳 하와이, 필리핀, 괌, 동남아 외 다수, 한국에서 비행거리 6시간 안쪽으로만 가는듯...)
• 서적 및 자기개발비 지원
• 노동법 매우 확실히 아주 정확히 준수 (연차 반차 자유 사용, 빨간날 다쉼, 간헐적으로 대표가 평일도 쉬게 해줌)","[기업 연혁]
2008년 NDSOFT 설립 2012년 법인 전환 기업
2011년 ~ 현재 재난문자 서비스를 개발, 정부 납품 및 운영 
2018년 ~ 현재 APP 개발 및 서비스 운영 
2020년 ~ 현재 AI 개발 관련 슈퍼컴퓨터 보유 기업 (NVIDIA Inception 회원사, 국내 중소기업 최초 보유, 운영)

특징 1
- 1일 근로시간 360분 (10 ~ 17시, 점심시간 1시간 포함)

특징 2
- 야근없음, 정시퇴근 (설립이래 야근 횟수 10회 미만, 2013년 해킹사고로 개발팀 1주일 야근)

특징 3
- 회식없음, 연 1회 해외워크샵 (비행료, 숙박료, 엑티비티 옵션비용) 전액지원 (본인 부담금 10만원 = 개인 선물 또는 상품구입 비용)

특징 4
- 특급 개발자 다수 보유, 개발 실력 향상 가능 (각종 서적 및 자기개발 비 지원)

특징 5
- 개발팀 퇴직자가 거의 없음

1. 가족같은 회사 아님 
2. 스톡옵션 있음 (조만간 대박 날 회사임, 최근 투자 많이 받음)
3. 노동법 확실히 준수 (자유로운 휴가사용, 연간 15일 휴가지급, 연차휴가 있음, 반차사용가능)
4. 전문 개발 회사 (외주 개발 없음, 실력위주, 개발자 다수 고등 중퇴, 그렇다고 바보 아님, 그렇다고 해외파를 안구하는 것도 것도 아님)
5. 회의시 할말다해도 됨, 욕하고 치고박고 다 가능 단, 책임은 본인이 져야함
6. 직장내 따돌림 없음 (직원간 대화 잘안함, 성추행 없음)
7. 2008년 설립이래 단 한번도 급여, 퇴직금 밀린적 없음
8. 본인이 원해서 야근한다해도 불가",• DB 관리 운영
와디즈,"마감일
상시",DBA,DBA,"[우리는 이런 분들을 찾고있어요.]
• 5년이상 RDB 구축 및 운영 경험이 있으신 분 (MySQL 3년 이상 운영 경험)
• DB 백업 및 장애 대응 경험이 있으신 분
• 2년 이상 NoSQL 구축 및 운영 경험이 있으신 분

[아래 문항에 대한 답변을 이력서에 작성하여 제출해주세요.]
• 지원자님이 생각하시는 와디즈는 어떤 회사인가요? 왜 와디즈에서 함께 하고 싶은 마음이 드셨나요?
• 와디즈가 하고 있는 일을 살펴보셨나요? 내가 합류해서 꼭 해보고 싶은 일이 있다면 기록해주세요.","[이러한 분이시라면 더욱 좋아요.]
• MySQL 운영 튜닝 경험이 있으신 분 - MHA 구축 및 클러스터링 활용 등
• 쿼리 튜닝을 통한 서비스 응답시간 개선 경험이 있으신 분
• 도메인 별 DB 분리 및 클러스터링 구축 경험이 있으신 분
• 마이크로 서비스 아키텍처에 대한 높은 이해도를 가지신 분
• Flyway, Liquibase 활용 경험이 있으신 분

[함께할 분들에게 전하는 한 마디]
“와디즈의 DB는 안정적인 단계로 진입하고 있어요. 더 높은 수준의 DB 아키텍처를 구성하고 싶으신 분은 함께 하면 좋겠습니다~!”
“항상 즐겁고 신나게 일할 수 있는 환경을 찾으시는 DBA 분은 꼭 지원해 주세요.”","경력
경력 5~10년","RDB
DB
MySQL
NoSql
MongoDB
GrapheneDB",https://www.jumpit.co.kr/position/16609,"1. 윤택한 '라이프 디자인'을 지원해요.
• 개발자 IT장비 구매지원 연 100만원
• 와디즈 펀딩 포인트 연 100만원 지급
• 구성원의 삶을 지원하기 위해 심리/법률/재정 상담(EAP) 지원
• 도서무한지원
• 피트니스센터 지원

2. 나와 가족들의 안전과 건강을 지켜요.
• 단체상해보험 가입 지원(본인, 배우자, 자녀, 부모)
• 건강검진

3. 출퇴근을 유연하게 해요.
• 유연근무제
• 출퇴근셔틀버스

4. 잘 쉬어야 더 잘 일할 수 있어요.
• 무료 스낵바
• 사내 카페
• 수면실","[우리 팀을 소개할게요.]
와디즈 데이터플랫폼팀은 데이터분석가, AI 개발자, 데이터 엔지니어가 함께 모여서 서로의 필요를 채워주며 일하고 있어요.
AI 개발자는 다양한 형태의 프로젝트 데이터 및 사용자 행동 데이터를 기반으로 여러가지 AI모델을 개발하여 서비스에 적용하는 일을 하고 있어요.
새로운 문제를 주도적이고 도전적으로 해결해 내는 것을 좋아하고, 급변의 물살을 즐기며 적응할 수 있는 분과 함께 하고 싶어요.","[DBA는 이런 일을 해요.]
• RDB(MySQL), NoSQL(MongDB) 안정적인 운영 및 고가용성을 확보해요.
• DB 모델링 설계 및 테이블을 설계해요.
• 쿼리 튜닝을 통한 전체 적인 서비스 응답 시간을 확보해요.

[합류한다면 이런 일들을 경험하며 성장 할 수 있어요.]
• 데이터 베이스 구축, 운영, 백업, 복구, 모니터링, 튜닝까지 DB 라이프 사이클 전체를 경험할 수 있어요.
• IDC 온프라미스 환경을 비롯한 퍼블릭 클라우드 관리형 DB를 사용해 볼 수 있어요.
• CDC를 비롯한 GraphDB 등, 트렌디 한 DB 메카니즘 도입해 볼 수 있어요."
비트나인,"마감일
상시",DB & 데이터 Engineer 채용,DBA,"• 학력 : 4년재 대학 졸업 이상 
• 경력 : 해당 DBMS 분야의 엔지니어 또는 DBA 경력자(2년이상, 10년미만) 
• 해당 DBMS(PostgreSQL, Oracle, Tibero, Altibase, EDB, eXperDB, MySQL, DB2 등)","• DBMS에 대한 애정과 역량을 발휘하고 싶은 경력자 
• DBMS QA(DBMS 기능 및 성능테스트) 경험자","경력
경력 2~10년","PostgreSQL
Oracle
Tibero
MySQL
DB",https://www.jumpit.co.kr/position/16736,"[우리는 이런 기업문화를 가지고 있어요.] 
• 서로 배울 수 있는 동료가 많은 회사를 만들어 가고 있어요.
• 신뢰를 기반으로 개개인의 자율성을 최대한 보장해요.

[우리는 이렇게 일해요.]
• 업무 관련 정보는 모두에게 투명하게 공개해요. 
• 실수를 두려워하지 않고 더 많이 연구 해보는 걸 좋아해요. 
• 직급과 상관 없는 수평문화를 지향해요.

[우리는 이런 동료와 함께 일하고 싶어요.]
• 무엇보다 내가 하는 일이 재미있는 분 
• 본인의 전문 분야에서는 자신감이 넘치시는 분
• 포지션에 관계없이 어울릴 수 있고, 적극적인 커뮤니케이션을 하려고 노력하는 분

[복지 및 지원]
• 업무 관련된 도서는 언제든 살 수 있어요.
• 편의점 부럽지 않은 간식들과 음료수가 가득 해요.
• 점심은 회사 근처 맛집에서 제공받은 포인트로 식사해요.
• 각종 경조사 지원 및 건강검진을 지원해요.
• 워크샵/ 사내동호회 활동을 지원해요.

[업무 환경]
• 업무에 필요한 장비는 최대한 지원하고 있어요.
• 다양한 툴(Google, Confluence 등)을 유료로 사용하고 있고, 좋은 툴이 있다면 제안하고 함께 사용할 수 있도록 언제나 열려 있어요. 


#휴게실 #자기계발 #도서구매비 #식비 #건강검진 #복지포인트 #문화비 #커피,차,간식제공 #중식제공","2013년 설립된 비트나인은 국내 유일 그래프 데이터베이스 연구개발 전문기업입니다.

비트나인이 추구하는 핵심 가치 ""PURE""입니다.

1. PURE Company
2. PURE Technology
3. PURE Bitniner

1. We are PURE Company
데이터의 가장 작은 단위인 '비트(bit)'가 모여 8비트가 되면 1바이트(Byte)로 단위가 넘어가는데, 이 때 숨겨진 9번째 비트를 찾는다는 의미를 갖고 있습니다.

비트나인은 이처럼 그래프 기술을 통해 데이터 속 숨겨진 가치를 발견해내고자 하는 순수한 기술 중심의 기업입니다.

Progressive
미래 핵심 기술과 가치 창출에 아낌없이 투자하는 깨어있는 기업

Universal
세계 무대에서 활약하며 K-Tech의 우수함을 선보일 수 있는 월드클래스 기업

Respectful
선한 의지로 더 좋은 세상을 만들어 나가는 존경받는 기업

Eccentric
낡은 방식과 형식들을 탈피하고, 신선함과 기발함으로 무장한 젊은 기업

2. We have PURE Technology
비트나인의 기술은 기존의 시스템과 서비스 및 AI, IoT, 자율주행 등의 차세대 기술들과도 융합을 이루며 4차산업혁명 시대를 주도해 나가고 있습니다.

앞으로도 비트나인은 초연결과 초지능의 가치를 바탕으로, 우리의 생활을 더욱 풍요롭게 해줄 수 있는 진정성 있는 기술을 만들어 나갈 것입니다. 

Progressive
초연결과 초지능을 필두로 사회 전반에 걸쳐 디지털 전환을 가속화하고 혁신적인 변화를 주도합니다

Universal
산업 간, 국가 간의 경계를 허물며 세계로 뻗어나갈 수 있는 초국가적 기술을 제공합니다

Respectful
어디에서든, 누구에게든 인정받을 수 있는 강력한 기술력을 자랑합니다

Eccentric
기존에 시도하지 않았던 새로운 방식의 기술을 통해 세상의 문제를 해결하고자 노력합니다

3. We are PURE Bitniner
비트나인의 핵심인 인적 자원들, 즉 우리의 비트나이너들은 모두 PURE 합니다.

미래 지향적(Progressive)이고, 글로벌 비즈니스에 걸맞는(Universal) 사고 능력을 가지고 있으며, 누구나 존중받을 수 있는(Respectful) 인성을 지님과 동시에 기발한 아이디어로 똘똘 뭉친 괴짜(Eccentric)들이기도 합니다.

비트나인은 우리 비트나이너들의 숨겨진 ‘9번째 비트’를 함께 찾아나가며, 모두의 역량 향상과 성장을 적극적으로 돕고 있습니다.

비트나이너의 역량이 곧 비트나인의 역량이라 믿고, 비트나이너가 곧 비트나인의 전부라고 믿기 때문입니다.

Progressive
미래지향적인 사고를 가지고 도전을 두려워하지 않습니다

Universal
글로벌 비즈니스 환경을 이해하고 열린 마음으로 일합니다

Respectful
서로를 존중하고 누구나 존중받을 수 있는 인성을 갖추고자 노력합니다

Eccentric
새로운 생각과 기발한 아이디어가 세상을 바꿀 수 있다고 믿습니다

비트나인과 ""PURE""하게 자신의 역량을 발전시키고자 하는 ""Bitniner""를 모집합니다.","• 당사 DBMS제품 설치구축, 트러블슈팅, 튜닝 기술지원 
• RDBMS(AgensSQL Based on PostgreSQL) 구축 및 기술지원 
• Apache AGE(PostgreSQL의 확장 프로그램으로 그래프데이터베이스 기능 제공) 기술지원 
• AgensGraph(Graph Database)기술지원"
위메이드,"마감일
2023-09-07","DBA(게임, 플랫폼)",DBA,"• DBA 경력 5년 이상이신 분
• SQL Server 또는 MySQL의 구축/운용 경험이 있는 분
• 대용량 RDBMS에 대한 기본 지식과 설계/개발 경험이 있는 분
• SQL/ Stored Procedure 등 개발에 필요한 기술적 역량을 보유하고 있는 분
• 로그 데이터 추출, 분석/ 서버 통합/ DB 마이그레이션 경험이 있는 분","• 게임 or 플랫폼 DB 운용, 개발/ 게임 오픈 or 라이브 서비스 경험이 있는 분
• Azure, AWS, GCP 등 클라우드 플랫폼에 대한 DB 운영 경험이나 이해가 있는 분
• Git, SSDT등을 활용한 형상관리, CI/CD 프로세스에 대한 관심이 있는 분
• 새로운 개발 환경, 언어, 기술을 익히는 것에 대한 두려움이 없고 learning curve가 좋은 분
• 합리적인 커뮤니케이션 스킬을 통해 각 분야의 담당자들과 생산적인 협업을 하실 수 있는 분","경력
경력 5~10년","Git
AZURE
SQL
MySQL
GCP
AWS",https://www.jumpit.co.kr/position/17117,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요","위메이드는 20여 년간 게임업계에서 활약해 왔습니다.

미르4를 성공적으로 출시해 게임업계에 “Play & Earn”이라는 새로운 패러다임을 이끌었고,
블록체인 선두주자로서 자체 메인넷 WEMIX 3.0을 비롯해, 블록체인 게이밍, NFT·DAO, DeFi 등 다양한 플랫폼을 통해
생태계 구축에 박차를 가하고 있습니다.

이 외에도 IP 확장, 사업 다각화, 메타버스 등 미래사업 투자를 적극 추진하며 독보적인 글로벌 종합 플랫폼 기업으로 거듭나고 있습니다.

무한한 상상력을 현실로 만드는 위메이드 그룹과 함께 하실 분은 지원해 주세요.

#미르4 #나이트크로우 #블록체인 #NFT #DAO #DeFi #WEMIX #WEMIXPlay #NILE #WEMIX.Fi","• 게임, 플랫폼 데이터베이스 운용 및 관리
• 데이터베이스 Stored Procedure 개발 및 모델링
• 데이터베이스 기술지원/ 최적화(Tuning)/ 스키마 관리
• 데이터베이스 Monitoring/ 성능 분석/ 장애조치
• 성능 지표 수집/ 분석/ 통계 관련 업무 지원"
