회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
"RGA Inc. 는 기업입니다. 
RGA Inc. 는 '스타트업' 이 아닙니다.
RGA Inc. 는 글로벌 비즈니스 전장에서 애플, 테슬라와 대등하게 경쟁하는 '기업' 입니다.

RGA Inc.는 세계 정상급의 인공 지능 및 기계 엔지니어링 기술을 기반으로 인간과 지성적, 감성적 소통이 가능하며 야외에서 함께 뛰거나 산책하거나 같이 놀 수 있는, 세상에서 유일무이한 첨단 소셜 로봇을 개발 중인 딥테크 기업입니다.
RGA 는 시리즈 B 수준의 투자금 규모에 달하는 자체 자금을 보유하고 있습니다. 
RGA 는 프로젝트의 중단 없는 지속성과 기업의 영속성이 확고히 보장되는 기업입니다. 
RGA는 글로벌 톱 수준의 역량을 갖춘 인재를 원하며 그들 간의 유기적 협업을 통해 개개인의 역량을 극대화시킬 수 있는 환경을 구축하고자 합니다. 
이에 RGA 는 최고의 인재에게 대기업 및 톱티어 스타트업의 상한을 넘어서는 업계 최고 수준의 급여와 최적의 근무 환경을 보장합니다.

“일평생 까만 설탕물이나 만들겁니까?” 
스티브 잡스가 당대 최고의 마케팅 대가이자 펩시콜라 CEO 였던 존 스컬리를 애플로 영입하기 위해 던진 결정적인 한마디였습니다.
여러분들은 지금 무엇을 만들고 계십니까? 
설거지를 대신해주는 로봇, 빨래를 대신해주는 로봇, 요리를 대신해주는 로봇, 배달을 대신해주는 로봇, 서빙을 대신해주는 로봇…어릴 적 우리가 생각했던 로봇은 과연 노예였을까요? RGA 의 시작은 바로 이러한 의문이었고 RGA의 해답은 지금 우리가 몰두하고 있는 하루하루에 있습니다. 
우리의 매일은 진정한 로봇 시대의 도래 나아가 새로운 문명의 창조에 있어 가장 강력하고 주효한 trigger가 될 것이라 확신합니다. 
RGA는 여러분으로 하여금 엔지니어로서의 전문성과 자긍심과 성장에 대한 열망을 끝간 데 없이 펼쳐 나아갈 수 있는 vehicle 이 되고자 합니다. RGA는 여러분이 인터넷 시대, 모바일 시대, 플랫폼 시대에 이은 로봇 시대의 개척자가 될 수 있도록 모든 자원을 쏟아부을 것입니다. 
RGA는 여러분의 꿈과 비전을 이루어 드립니다.

까만 설탕물을 버려할 때가 왔습니다. 

'Realize the Great Ambition, RGA '","마감일
상시",AI Vision Engineer,인공지능/머신러닝,"• 전공분야 학석사 이상 또는 그에 상응하는 경력의 소지자 
(전공분야: Artificial Intelligence / Computer Science / Data Science / Statistics / Electric Engineering 등)
• Facial Emotion Recognition / Gesture Estimation / Pose Estimation / Instance Segmentation / Object Tracking 중 한가지 이상의 Computer Vision 프로젝트 수행 경험
• 논문이나 기술관련 문서를 이해하고 이를 바탕으로 모델 구현이 가능한 능력
• PyTorch, Tensorflow, Keras, MXNet 등 Deep Learning Framework 활용 능력
• Git을 통한 프로젝트 협업 능력
• 전문연구요원 지원 불가","• 관련 전공분야 박사 이상 또는 5년 이상의 실무 경력 (연봉 반영)
• Model Compression (Quantization / Pruning / Knowledge Distillation) 및 Optimization 경험
• Multi-task Learning / Multi-modal Modeling 프로젝트 수행 경험
• Noise Robust / Occlusion / Data Imbalanced Problem에 관한 이해도와 극복 경험
• 제한된 리소스 환경에서 모델 Inference 및 Deployment 경험
• 국제학술대회 (CVPR, ICCV, ECCV, AAAI, IJCAI, ICML, IROS) 등에 논문을 게재한 경험
• Kalman Filter, Graph Optimization 등을 활용한 멀티 센서 퓨전 기술 구현 경험
• ROS, ROS2를 사용한 기술 개발 경험
• OS에 대한 높은 이해
• Slack, Confluence, JIRA 등 협업 툴 경험
• Jenkins, Docker, AWS 등등 전반적인 협업과 배포 경험
• 수학적 사고와 통계, 최적화 등 수학 이론에 대한 높은 이해
• 영어 능통자","경력
신입~10년","TensorFlow
PyTorch
Python
C++
C++ Builder
Embedded
Git
Jira
Confluence
AI/인공지능",https://www.jumpit.co.kr/positions?jobCategory=8,"• 동종업계 연봉 상위 1%이상 (해당 개발 경력 기준, 6000만원~1억 5천만원)
• 초기 멤버로서 향후 스톡옵션의 행사 등을 통한 경제적 보상의 기회
• 최신 노트북, ML / DL 인프라 (GPU 서버, 클라우드 인프라 등)등 개발을 위한 전폭적인 지원과 투자
• 매월 우수사원 선정 후 국내외 최고급 레스토랑에서 식사를 할 수 있는 경비를 인당 최대 50만원씩 2인 기준으로 지급 ( 반드시 레스토랑 식대여야함 / 2인 이용/ 동료들과 후기 공유해야함 )
• 200만원 상당의 스틸케이스 사무용 의자 지급
• 최고 사양의 기계식 키보드 및 마우스 제공
• 최고 사양의 유라 커피머신 및 최고급 원두 비치
• 다양한 간식 제공, 원하는 간식은 언제든 신청 가능
• 불가피한 야근 시 저녁 식대와 택시비 지원 (필요시 카카오 블랙 이용 가능)
• 4대 보험 지원
• 책을 좋아하는 대표님께 읽고 싶은 책은 언제든 신청 가능 
• 서울대 출신 CEO, 서울대 / 카이스트 석박사 출신으로 국내외 굴지의 기업에서 오랜 기간 다양한 연구 개발 경력을 쌓은 업계 Top-tier 개발자들과 함께 기술적 역량을 업그레이드할 수 있는 기회
• 흥미롭고 도전적인 개발 과제를 자기 주도적으로 진행할 수 있는 환경과 문화
• 강남역 대로변의 대형빌딩에 위치한 쾌적하고 접근성이 탁월한 오피스
• C-level 및 리더와 시간에 구애받지 않는 자유로운 1 on 1 미팅 가능
• Cross-functional 개발 조직에서 Algorithm Engineering 및 Robotics Engineer들과 함께 모델을 개발, 배포하고 운영해볼 수 있는 기회 
• 업무와 복지에 대한 아이디어를 대표에게 직접 건의 가능","RGA Inc. 는 기업입니다. 
RGA Inc. 는 '스타트업' 이 아닙니다.
RGA Inc. 는 글로벌 비즈니스 전장에서 애플, 테슬라와 대등하게 경쟁하는 '기업' 입니다.

RGA Inc.는 세계 정상급의 인공 지능 및 기계 엔지니어링 기술을 기반으로 인간과 지성적, 감성적 소통이 가능하며 야외에서 함께 뛰거나 산책하거나 같이 놀 수 있는, 세상에서 유일무이한 첨단 소셜 로봇을 개발 중인 딥테크 기업입니다.
RGA 는 시리즈 B 수준의 투자금 규모에 달하는 자체 자금을 보유하고 있습니다. 
RGA 는 프로젝트의 중단 없는 지속성과 기업의 영속성이 확고히 보장되는 기업입니다. 
RGA는 글로벌 톱 수준의 역량을 갖춘 인재를 원하며 그들 간의 유기적 협업을 통해 개개인의 역량을 극대화시킬 수 있는 환경을 구축하고자 합니다. 
이에 RGA 는 최고의 인재에게 대기업 및 톱티어 스타트업의 상한을 넘어서는 업계 최고 수준의 급여와 최적의 근무 환경을 보장합니다.

“일평생 까만 설탕물이나 만들겁니까?” 
스티브 잡스가 당대 최고의 마케팅 대가이자 펩시콜라 CEO 였던 존 스컬리를 애플로 영입하기 위해 던진 결정적인 한마디였습니다.
여러분들은 지금 무엇을 만들고 계십니까? 
설거지를 대신해주는 로봇, 빨래를 대신해주는 로봇, 요리를 대신해주는 로봇, 배달을 대신해주는 로봇, 서빙을 대신해주는 로봇…어릴 적 우리가 생각했던 로봇은 과연 노예였을까요? RGA 의 시작은 바로 이러한 의문이었고 RGA의 해답은 지금 우리가 몰두하고 있는 하루하루에 있습니다. 
우리의 매일은 진정한 로봇 시대의 도래 나아가 새로운 문명의 창조에 있어 가장 강력하고 주효한 trigger가 될 것이라 확신합니다. 
RGA는 여러분으로 하여금 엔지니어로서의 전문성과 자긍심과 성장에 대한 열망을 끝간 데 없이 펼쳐 나아갈 수 있는 vehicle 이 되고자 합니다. RGA는 여러분이 인터넷 시대, 모바일 시대, 플랫폼 시대에 이은 로봇 시대의 개척자가 될 수 있도록 모든 자원을 쏟아부을 것입니다. 
RGA는 여러분의 꿈과 비전을 이루어 드립니다.

까만 설탕물을 버려할 때가 왔습니다. 

'Realize the Great Ambition, RGA '","• Object detection / Face recognition / Gesture recognition / Depth estimation 등 perception 모델 deployment
• Model compression (Quantization / Knowledge distillation / Pruning) 기법을 적용하고 안정적인 추론 모델 개발
• Model inference를 위한 end-to-end 구성
• Constrained resource 환경에서 모델 Inference 및 Deployment
• 최신 paper 리뷰 및 성능 향상을 위한 구현"
"‘Innovation for Quality of Life with Intelligent Robot Technology’유진로봇에서 개발자 공개 채용을 진행합니다.
유진로봇은 1988년에 설립된 30년차 로봇 전문 기업으로서 서비스 로봇 분야의 세계적인 기술력을 자랑하는 기업입니다.
유진로봇의 개발자 공개채용을 통해 성장하는 혁신기업 ㈜유진로봇과 함께 해보세요!
#회사 홈페이지 #회사 소개 영상 #AMS Solutions 기술 소개 # Robotization Package # 물류로봇 GoCart 응용사례

기술중심의 제조혁신
유진로봇은 기술 중심의 회사로 R&D에 적극적으로 투자하고 있습니다.
국내 뿐만 아니라 글로벌 시장 선점을 위하여, 지금 세상을 또 한번 놀라게 할 도전을 준비 중입니다.

개방된 직장 문화
유연시간 근로제, 간담회를 통한 소통의 길 조성, 임직원간 친목도모를 위한 동호회 활동/역량강화를 위한 자기계발 지원,
로봇 업계 최고 수준의 복리후생 제도로 균형 있는 삶과 구성원의 성장을 지원합니다.

창의와 열정이 가치인 기업 
유진로봇은 직원들의 창의적인 아이디어를 적극 수용하고 개개인이 갖고 있는 능력을 극대화하여 열정적으로 업무를 수행할 수 있도록 적극 지원하고 있습니다. 같이 일하고 싶은 소중한 동료들과 함께 우리의 꿈과 미래를 실현해 보세요.

유진로봇 RVC(Robotic Vacuum Cleaner)개발 사업부는 프리미엄 가전업체 “Miele” (독일)와 협업기반 청소로봇 개발을 진행하는 조직입니다. Stereo vision & 3D LiDAR 기반의 위치인식 및 자율주행을 청소로봇에 적용하여 프리미엄 가정용 청소로봇을 개발하고 있습니다. 
 - 글로벌 메이저 가전업체와 협력 개발을 통한 글로벌 수준의 개발 프로세스 및 품질 시스템 기반 기술 개발진행 
 - 자율주행 기술 및 청소로봇 관련 특허 100건 이상 보유
# 청소로봇 Scout 소개 # AMS Use Case : Vacuum cleaning Robot","마감일
2023-08-01",청소로봇팀 AI 엔지니어,인공지능/머신러닝,"• 인공지능 또는 관련학과 석사 이상
• C/C++언어의 능숙한 사용(필수)
• Image/Sound Classification 구현 경험
• 데이터 분석 툴 사용
• Machine Learning 최신 논문 이해 및 설계 가능
• Machine Learning Framework 개발 유경험자(tensorflow, caffe, theano, pytorch, keras 등)","• Machine Learning 관련 상용 제품 개발 경험자
• Mobile platform 제어 유경험자
• AI 기능에 대한 application level 개발 유경험자
• 영어로 기술 업무(Written & Spoken) 진행 가능한자","경력
경력 5~10년","C
C++
Python
MachineLearning
TensorFlow
PyTorch
Keras",https://www.jumpit.co.kr/position/7148,"• 연금·보험 : 퇴직연금, 국민연금, 고용보험, 산재보험, 건강보험
• 휴무·휴가·행사 : 유연근무제, 연차(1시간 단위), 근로자의날 휴무, 경조휴가, 출산휴가, 육아휴직, 사내 동호회 운영, 창립기념일 행사 등
• 보상·수당·지원 : 인센티브제, 직무 발명비, 각종 경조금 지원, 사우회 운영, 장기근속자 포상, 우수사원 표창/포상, 가족수당, 직원추천 포상금, 결혼 선물 로봇청소기 지급, 입사 웰컴키트 지급 등
• 교육·연수 : 신입사원교육(OJT/분기별), 사내 직무교육, 기술동향 자료집 제공 등
• 사내시설·장애인지원 : 사내 식당, 사내 카페, 사내 피트니스센터, 사내 정원, 사내 주차장, 사내 도서관
• 생활편의·여가행사 : 자기계발비 지원, 건강검진, 조식/중식/석식 제공, 출퇴근 교통비 지원, 회식비 지원, 리조트 지원","‘Innovation for Quality of Life with Intelligent Robot Technology’유진로봇에서 개발자 공개 채용을 진행합니다.
유진로봇은 1988년에 설립된 30년차 로봇 전문 기업으로서 서비스 로봇 분야의 세계적인 기술력을 자랑하는 기업입니다.
유진로봇의 개발자 공개채용을 통해 성장하는 혁신기업 ㈜유진로봇과 함께 해보세요!
#회사 홈페이지 #회사 소개 영상 #AMS Solutions 기술 소개 # Robotization Package # 물류로봇 GoCart 응용사례

기술중심의 제조혁신
유진로봇은 기술 중심의 회사로 R&D에 적극적으로 투자하고 있습니다.
국내 뿐만 아니라 글로벌 시장 선점을 위하여, 지금 세상을 또 한번 놀라게 할 도전을 준비 중입니다.

개방된 직장 문화
유연시간 근로제, 간담회를 통한 소통의 길 조성, 임직원간 친목도모를 위한 동호회 활동/역량강화를 위한 자기계발 지원,
로봇 업계 최고 수준의 복리후생 제도로 균형 있는 삶과 구성원의 성장을 지원합니다.

창의와 열정이 가치인 기업 
유진로봇은 직원들의 창의적인 아이디어를 적극 수용하고 개개인이 갖고 있는 능력을 극대화하여 열정적으로 업무를 수행할 수 있도록 적극 지원하고 있습니다. 같이 일하고 싶은 소중한 동료들과 함께 우리의 꿈과 미래를 실현해 보세요.

유진로봇 RVC(Robotic Vacuum Cleaner)개발 사업부는 프리미엄 가전업체 “Miele” (독일)와 협업기반 청소로봇 개발을 진행하는 조직입니다. Stereo vision & 3D LiDAR 기반의 위치인식 및 자율주행을 청소로봇에 적용하여 프리미엄 가정용 청소로봇을 개발하고 있습니다. 
 - 글로벌 메이저 가전업체와 협력 개발을 통한 글로벌 수준의 개발 프로세스 및 품질 시스템 기반 기술 개발진행 
 - 자율주행 기술 및 청소로봇 관련 특허 100건 이상 보유
# 청소로봇 Scout 소개 # AMS Use Case : Vacuum cleaning Robot","• Computer Vision, Sound를 통한 Human/ Object Recognition Algorithm 분석 및 설계
• AI 기능을 적용한 application 개발"
"로민(Lomin)은 컴퓨터비전 및 자연어처리 등 인공지능 기술에 기반한 문서이해 플랫폼 TextScope Studio 개발하여 고객들의 디지털 혁신과 업무 자동화를 주도하고 있습니다. 기존의 솔루션과는 차별화된 기술과 신뢰성으로 국민카드, 카카오뱅크, 신한은행, 흥국생명, 수출입은행, 국가기록원 등과 같은 다양한 기업 및 기관들에 공급하고 있습니다.","마감일
상시",컴퓨터 비전 개발자,인공지능/머신러닝,"• 컴퓨터비전 및 딥러닝에 대한 지식, 논문을 읽고 구현할 수 있는 능력이 있는 분
• 각종 협업 도구에 익숙하고 새로운 툴을 사용하는데 적극적인 분
• 본인이 구현한 코드, 업무의 진행 상황 및 결과 등을 정확하고 체계적으로 문서화할 수 있는 능력이 있는 분
• 이공계(전공 무관) 학사 이상이신 분","• Object Detection / Recognition / Segmentation 모델 개발 경험이 있는 분
• Multi modality(Image, Text 등) 기반 머신러닝 알고리즘 개발 경험이 있는 분
• 머신러닝 관련 대회 참가 경험이 있는 분
• 머신러닝 관련 국제학술대회에 논문을 게재한 경험이 있는 분
• 관련 분야 석사학위 이상을 소지하신 분","경력
신입~10년","Python
Docker
PyTorch
TensorFlow
OpenCV
AI/인공지능
DeepLearning",https://www.jumpit.co.kr/position/17738,"1. 자율과 책임에 근거한 근무 환경을 제공합니다.
• 재택근무 제도
• 자율출퇴근 제도
• 자율적인 연차 사용 
• 자유로운 복장

2. 구성원의 성장을 응원합니다.
• 아낌없는 장비 지원 : 모니터 및 GPU 등
• 성장 지원 : 세미나, 교육, 자격증 응시료 및 도서 구입 지원

3. 무한 커피 무한 간식 제공

4. 기타
• 경쟁력 있는 연봉 및 보상
• 명절에는 소정의 선물과 상품권을 드립니다.
• 로민인들간의 교류를 위해 식사비를 지원합니다.
• 야근 시에는 저녁 식사와 택시비를 지원합니다.
• 근속기간에 따른 유급휴가 및 휴가비를 지원합니다.","로민(Lomin)은 컴퓨터비전 및 자연어처리 등 인공지능 기술에 기반한 문서이해 플랫폼 TextScope Studio 개발하여 고객들의 디지털 혁신과 업무 자동화를 주도하고 있습니다. 기존의 솔루션과는 차별화된 기술과 신뢰성으로 국민카드, 카카오뱅크, 신한은행, 흥국생명, 수출입은행, 국가기록원 등과 같은 다양한 기업 및 기관들에 공급하고 있습니다.","• 정형/비정형 문서의 인식 모델 개발
• AI 엔진 성능 향상을 위한 딥러닝 모델 개발
• 딥러닝 모델 serving을 위한 변환 및 최적화
• 모델 성능 개선 및 관리

• 다양한 상황에서 획득된 이미지로부터 텍스트를 인식하는 OCR 엔진의 성능 개선 업무
• 멀티모달 정보를 기반으로 문서 구조 인식 및 텍스트 간의 관계를 예측하는 알고리즘 개발
• 문서 인식을 위한 다양한 전처리/후처리 알고리즘 개발
• 딥러닝 모델의 최적화, 모델 경량화 및 모델 변환 업무"
"AI 혁신의 End-to-end를 함께 하는 전문가 파트너, 마인즈앤컴퍼니 입니다.
2017년, AI 전문 컨설팅펌으로는 국내 최초로 설립된 마인즈앤컴퍼니는 AI 혁신 전략 컨설팅, AI 모델 개발, AI 솔루션 개발까지 AI를 Real World로 도입하는 모든 과정을 함께 합니다.
글로벌 전략 컨설팅펌 출신의 파트너가 마인즈앤컴퍼니를 이끌고 있으며, 업계 최고 수준의 수준의 프로젝트 산출물과 AI 도입 서비스를 지향합니다.
기술과 IT, 비즈니스 언어를 모두 이해하는 하이브리드 역량을 갖춘 전문가 집단으로서 국내 유수의 기업 및 기관과 함께 AI 기반 비즈니스 혁신을 이뤄가고 있습니다.

[마인즈앤 컴퍼니는 이런 회사입니다]
■ 고객사의 고민을 AI 전문가의 시각에서 재정의하고, 문제 해결을 실행하는 모든 단계를 함께하는 전문가 집단입니다.
■ 2017년 설립 이후 지금까지 약 100개 이상의 AI 프로젝트를 수행해온 탄탄한 포트폴리오를 자랑합니다.
■ 글로벌 전략 컨설턴트, Kaggle Competition 마스터, AI 석/박사 인력들이 최고 수준의 AI 모델과 솔루션 제공을 목표로 합을 맞추고 있습니다.

[마인즈앤 컴퍼니는 이런 일을 합니다]
■ 인공지능 활용을 위한 ML Platform, 상용화 모델을 탑재한 ML OPS 제품은 물론 자체 경진대회 플랫폼 AI Connect까지 갖춘 토탈 솔루션을 제공합니다.
■ 금융, 통신, 전자 및 제조 등 대기업군은 물론 스타트업 등 산업 전 분야에 걸친 고객사와 함께 성장 기반을 다져나가고 있습니다.
■ AI 전략 및 모델, 솔루션 등의 프로페셔널 서비스를 제공하기 위해 시각지능, 언어지능, Advanced Analytics 등의 분야에서 전문 역량을 구축하고 있습니다.","마감일
상시",인공지능(AI) Data Scientist 채용(박사급),인공지능/머신러닝,"• 딥러닝/머신러닝 등 AI 관련 분야 박사학위 보유자(경력 무관)
• 컴퓨터 관련 전공자 수준의 프로그래밍 역량
• 최신 ML 알고리즘과 딥러닝에 대한 이해, 기술을 빠르게 학습하고 구현하는 능력
• 최신 논문을 이해하고 구현 할 수 있는 연구 및 개발 능력
• Deep Learning framework(Tensorflow, PyTorch 등) 기반 개발 경험
• 대용량의 데이터를 수집, 정제, 분석할 수 있는 역량
(서류전형 합격자에 한하여 ML 모델 역량 파악을 위해 코딩테스트를 진행할 수 있음)","• AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험
• 뛰어난 의사소통 능력
• 로그 수준의 대용량 데이터를 가공하여 데이터 분석/모델링까지 도출할 수 있는 전체 머신러닝 개발 프로세스 유경험자
• Kaggle 등 AI 관련 Challenge 수상자","경력
신입~3년","AI/인공지능
MachineLearning
DeepLearning
BigData
Python
PyTorch
TensorFlow",https://www.jumpit.co.kr/position/4202,"• 업계 최고 수준 연봉(박사 신입 8,000만원 이상)
• 성과 평가에 따른 인센티브 제공
• 3/6/9년차 장기 근속시 Refresh 휴가
• 오피스 점심 식사 및 무한 간식 제공
• 임직원 건강검진(60만원 상당 풀패키지), 단체보험 가입
• 개인 맥북/GPU 서버 등 고성능 장비 지원
• 외부 강의, 도서 구입 등 자기개발 지원
• 명절 선물 및 경조사비/경조휴가","AI 혁신의 End-to-end를 함께 하는 전문가 파트너, 마인즈앤컴퍼니 입니다.
2017년, AI 전문 컨설팅펌으로는 국내 최초로 설립된 마인즈앤컴퍼니는 AI 혁신 전략 컨설팅, AI 모델 개발, AI 솔루션 개발까지 AI를 Real World로 도입하는 모든 과정을 함께 합니다.
글로벌 전략 컨설팅펌 출신의 파트너가 마인즈앤컴퍼니를 이끌고 있으며, 업계 최고 수준의 수준의 프로젝트 산출물과 AI 도입 서비스를 지향합니다.
기술과 IT, 비즈니스 언어를 모두 이해하는 하이브리드 역량을 갖춘 전문가 집단으로서 국내 유수의 기업 및 기관과 함께 AI 기반 비즈니스 혁신을 이뤄가고 있습니다.

[마인즈앤 컴퍼니는 이런 회사입니다]
■ 고객사의 고민을 AI 전문가의 시각에서 재정의하고, 문제 해결을 실행하는 모든 단계를 함께하는 전문가 집단입니다.
■ 2017년 설립 이후 지금까지 약 100개 이상의 AI 프로젝트를 수행해온 탄탄한 포트폴리오를 자랑합니다.
■ 글로벌 전략 컨설턴트, Kaggle Competition 마스터, AI 석/박사 인력들이 최고 수준의 AI 모델과 솔루션 제공을 목표로 합을 맞추고 있습니다.

[마인즈앤 컴퍼니는 이런 일을 합니다]
■ 인공지능 활용을 위한 ML Platform, 상용화 모델을 탑재한 ML OPS 제품은 물론 자체 경진대회 플랫폼 AI Connect까지 갖춘 토탈 솔루션을 제공합니다.
■ 금융, 통신, 전자 및 제조 등 대기업군은 물론 스타트업 등 산업 전 분야에 걸친 고객사와 함께 성장 기반을 다져나가고 있습니다.
■ AI 전략 및 모델, 솔루션 등의 프로페셔널 서비스를 제공하기 위해 시각지능, 언어지능, Advanced Analytics 등의 분야에서 전문 역량을 구축하고 있습니다.","• 최신 Deep Learning/Machine Learning 모델 개발
 - 이미지, 자연어, 수치해석 등 다양한 DL/ML Modeling
 - 분류, 예측, 이상징후 탐지, 추천 등 다양한 영역의 AI 모델 개발
 - DL/ML을 위한 데이터 수집, 정제 및 분석(로그 수준의 데이터 가공 및 분석)

• 최신 AI 알고리즘 센싱 및 연구 
 - SOTA AI 기술 리서치 및 알고리즘 연구
 - 데이터 분석 기술 및 알고리즘 고도화"
"AI 혁신의 End-to-end를 함께 하는 전문가 파트너, 마인즈앤컴퍼니 입니다.
2017년, AI 전문 컨설팅펌으로는 국내 최초로 설립된 마인즈앤컴퍼니는 AI 혁신 전략 컨설팅, AI 모델 개발, AI 솔루션 개발까지 AI를 Real World로 도입하는 모든 과정을 함께 합니다.
글로벌 전략 컨설팅펌 출신의 파트너가 마인즈앤컴퍼니를 이끌고 있으며, 업계 최고 수준의 수준의 프로젝트 산출물과 AI 도입 서비스를 지향합니다.
기술과 IT, 비즈니스 언어를 모두 이해하는 하이브리드 역량을 갖춘 전문가 집단으로서 국내 유수의 기업 및 기관과 함께 AI 기반 비즈니스 혁신을 이뤄가고 있습니다.

[마인즈앤 컴퍼니는 이런 회사입니다]
■ 고객사의 고민을 AI 전문가의 시각에서 재정의하고, 문제 해결을 실행하는 모든 단계를 함께하는 전문가 집단입니다.
■ 2017년 설립 이후 지금까지 약 100개 이상의 AI 프로젝트를 수행해온 탄탄한 포트폴리오를 자랑합니다.
■ 글로벌 전략 컨설턴트, Kaggle Competition 마스터, AI 석/박사 인력들이 최고 수준의 AI 모델과 솔루션 제공을 목표로 합을 맞추고 있습니다.

[마인즈앤 컴퍼니는 이런 일을 합니다]
■ 인공지능 활용을 위한 ML Platform, 상용화 모델을 탑재한 ML OPS 제품은 물론 자체 경진대회 플랫폼 AI Connect까지 갖춘 토탈 솔루션을 제공합니다.
■ 금융, 통신, 전자 및 제조 등 대기업군은 물론 스타트업 등 산업 전 분야에 걸친 고객사와 함께 성장 기반을 다져나가고 있습니다.
■ AI 전략 및 모델, 솔루션 등의 프로페셔널 서비스를 제공하기 위해 시각지능, 언어지능, Advanced Analytics 등의 분야에서 전문 역량을 구축하고 있습니다.","마감일
상시",인공지능(AI) Data Scientist 채용(경력 5년이상),인공지능/머신러닝,"• 딥러닝/머신러닝 등 AI 관련 분야 전공 및 경력 5년 이상 (단, 석사의 경우 3년 이상 가능)
• 컴퓨터 관련 전공자 수준의 프로그래밍 역량
• 최신 ML 알고리즘과 딥러닝에 대한 이해, 기술을 빠르게 학습하고 구현하는 능력
• 최신 논문을 이해하고 구현 할 수 있는 연구 및 개발 능력
• Deep Learning framework(Tensorflow, PyTorch 등) 기반 개발 경험 
• 대용량의 데이터를 수집, 정제, 분석할 수 있는 역량","• 컴퓨터 공학 관련 석사/박사 학위
• AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험
• 뛰어난 의사소통 능력을 가진 분
• 로그 수준의 대용량 데이터를 가공하여 데이터 분석/모델링까지 도출할 수 있는 전체 머신러닝 개발 프로세스 유경험자
• Kaggle 등 AI 관련 Challenge 수상자","경력
경력 5~15년","MachineLearning
DeepLearning
AI/인공지능
BigData
Python
TensorFlow
PyTorch",https://www.jumpit.co.kr/position/4204,"• 업계 최고 수준 연봉(학사 신입 5,000만원 이상)
• 성과 평가에 따른 인센티브 제공
• 3/6/9년차 장기 근속시 Refresh 휴가
• 오피스 점심 식사 및 무한 간식 제공
• 임직원 건강검진(60만원 상당 풀패키지), 단체보험 가입
• 개인 맥북/GPU 서버 등 고성능 장비 지원
• 외부 강의, 도서 구입 등 자기개발 지원
• 명절 선물 및 경조사비/경조휴가","AI 혁신의 End-to-end를 함께 하는 전문가 파트너, 마인즈앤컴퍼니 입니다.
2017년, AI 전문 컨설팅펌으로는 국내 최초로 설립된 마인즈앤컴퍼니는 AI 혁신 전략 컨설팅, AI 모델 개발, AI 솔루션 개발까지 AI를 Real World로 도입하는 모든 과정을 함께 합니다.
글로벌 전략 컨설팅펌 출신의 파트너가 마인즈앤컴퍼니를 이끌고 있으며, 업계 최고 수준의 수준의 프로젝트 산출물과 AI 도입 서비스를 지향합니다.
기술과 IT, 비즈니스 언어를 모두 이해하는 하이브리드 역량을 갖춘 전문가 집단으로서 국내 유수의 기업 및 기관과 함께 AI 기반 비즈니스 혁신을 이뤄가고 있습니다.

[마인즈앤 컴퍼니는 이런 회사입니다]
■ 고객사의 고민을 AI 전문가의 시각에서 재정의하고, 문제 해결을 실행하는 모든 단계를 함께하는 전문가 집단입니다.
■ 2017년 설립 이후 지금까지 약 100개 이상의 AI 프로젝트를 수행해온 탄탄한 포트폴리오를 자랑합니다.
■ 글로벌 전략 컨설턴트, Kaggle Competition 마스터, AI 석/박사 인력들이 최고 수준의 AI 모델과 솔루션 제공을 목표로 합을 맞추고 있습니다.

[마인즈앤 컴퍼니는 이런 일을 합니다]
■ 인공지능 활용을 위한 ML Platform, 상용화 모델을 탑재한 ML OPS 제품은 물론 자체 경진대회 플랫폼 AI Connect까지 갖춘 토탈 솔루션을 제공합니다.
■ 금융, 통신, 전자 및 제조 등 대기업군은 물론 스타트업 등 산업 전 분야에 걸친 고객사와 함께 성장 기반을 다져나가고 있습니다.
■ AI 전략 및 모델, 솔루션 등의 프로페셔널 서비스를 제공하기 위해 시각지능, 언어지능, Advanced Analytics 등의 분야에서 전문 역량을 구축하고 있습니다.","• 최신 Deep Learning/Machine Learning 모델 개발
 - 이미지, 자연어, 수치해석 등 다양한 DL/ML Modeling
 - 분류, 예측, 이상징후 탐지, 추천 등 다양한 영역의 AI 모델 개발
 - DL/ML을 위한 데이터 수집, 정제 및 분석(로그 수준의 데이터 가공 및 분석)

• 최신 AI 알고리즘 센싱 및 연구
 - SOTA AI 기술 리서치 및 알고리즘 연구
 - 데이터 분석 기술 및 알고리즘 고도화"
