직무명,채용공고명,해시태그,채용공고상세,근무지역,회사명,회사분야,출처
웹 개발자,SW 웹(Back-End / Front) PL개발자 (7년 이상 ~ 12년 이하),"#인원급성장#50명이하#설립4~9년#유연근무#간식#동호회#스터디지원#IT, 컨텐츠","B2B Legal Cloud SAAS의 선두주자 법틀에서 경력 개발자를 구인합니다. (파트장급)
주요업무
- Python(Django), Java(Spring Boot) 웹 애플리케이션을 구축/운영하게 됩니다
- 신규 시스템, 기능 설계, 연동 기능 설계, API 설계 등 시스템 전반 적인 설계 업무 및 주요 핵심기능 개발을 담당합니다.
- PL 급으로서, 프로젝트 진행 시 개발팀의 특정 파트를 리드합니다.
- 주요 인프라 / System Architecture 설계 및 구성에 참여합니다.
자격요건
- 7년 이상의 소프트웨어 개발자 경력
- Junior 팀원들에게 본인의 경험과 지식을 공유하여야 합니다.
- Java / Vuejs / HTML / Javascript / Jquery/ Python / PostgreSQL / MSSQL / Oracle등 DB 기반 기술에 대한 이해와 경험
- 각종 legacy 시스템과의 연동. 웹서비스, API 설계 및 개발
우대사항
- Refactoring 경험, ORM, DB 모델링, 설계 능력
- 팀 운영 프로세스 설계 및 동료들 간의 원활한 커뮤니케이션 능력
- Docker 기반 컨테이너 인프라 경험 우대
혜택 및 복지
1) 편한 근무를 지원합니다. 일에만 집중하세요.
• 유연근무제 (오전 7 - 오후 2시 사이 출근, 하루 최소 4시간 근무, 주 40시간 근무)
• 반말 금지 (대표 포함 모두  OOO님으로 호칭)
• 자유 복장 (반바지 OK)

2) 개인의 성장을 지원합니다.
• 도서구입비 지원
• 무료 교육 과정 제공 (패스트 캠퍼스 계정, 의무 교육 아닌 온디멘드 교육임)
• 온라인 교육 과정 비용 지원
• 팀스터디 지원 및 팀 동호회 지원

3) 즐겁게 일할 수 있도록 합니다.
• 휴가 기본 15일 지급 (첫해부터)
• 12월 마지막 주 전체 Shut Down
• 지난 2년 간 연말 회식 외에 회사 회식은 없었습니다. 
  (2020년 연말 회식 한우, 2021년 연말 회식 호텔 부페 진행)

4) 성장의 과실을 나눕니다.
• 2021년부터 정규 연봉 외에 연말 성과금을 지급했습니다. 

5) 기타 지원
• 중식, 석식, 간식 제공 (다이어트는 제공 불가... 간식을 신청할 수 있습니다.)
• 경조사비 지원, 마스크 지원

현재 23명 정도 되는 작은 팀이지만 일에 집중할 수 있고 또 서로 도와줄 수 있는 분위기입니다. :)
기술스택 ・ 툴
Git
Github
JIRA
Django
VueJS
HTML
Java
JavaScript
Python
AWS
PostgreSQL
MSSQL
Spring Boot",서울.한국,법틀,"IT, 컨텐츠",https://www.wanted.co.kr/wd/166030
웹 개발자,산업기능요원(보충역 신입만) 개발자,"#퇴사율5%이하#50명이하#설립10년이상#유연근무#워크샵#인공지능#IT, 컨텐츠","보충역 신규 편입자만 지원 가능합니다. (보충역 이직은 불가)

 (웹 프론트, 백엔드 동시 가능해야 함)


""글로벌 메타버스 기업으로 도약할 기업인 심심이와 함께해요.""
심심이는 2002년 탄생해 20년간 서비스를 제공하고 있습니다. 
현재 81개 언어를 지원하며 4억 명의 누적 사용자와 함께하고 있습니다. 
수백억 건의 대화 데이터, 전 세계를 대상으로 하는 서비스를 통해 얻는 인사이트를 바탕으로 새로운 글로벌 메타버스 기업이 될 심심이와 함께 성장하세요.

심심이는 국내에서의 인지도보다 세계에서의 인지도 및 서비스 이용률이 높습니다.
현재 메타버스 채팅 서비스 및 정신건강 서비스를 진행중에 있습니다.
새로운 메타버스 채팅앱은 곧 출시를 앞두고 있습니다. 
실제 서비스에 적용하기 위해 정신건강 연구에 많은 역량을 투입하여 R&D를 진행중입니다.

20년간의 서비스를 통한 인사이트를 바탕으로 글로벌 챗봇 시장을 리드할 수 있는 회사가 되기 위해
끊임없는 노력을 지속해온 심심이와 함께 미래를 만들어 가는데 동참하십시오.


* 기업 미션 & 비젼
. 기업 미션 : 외로움도 고민도 챗봇과 대화로 해결하는 서비스
. 기업 비전 : 챗봇 서비스로 모든것이 하나로 통하는 세상

* 주요 사업
. 심심이 Android/iOS 앱, 심심이 웹사이트, AI 스피커
. 심심이 워크샵 : 심심이 일상대화 API 및 자연어 대화엔진 API, Deep-bad API
. 기타: 정신건강 케어 솔루션, 아바타 솔루션, 크라우드소싱 워크벤치, 디지털 치료제, AI 데이터구축
주요업무
* 다양한 정부과제 프로젝트
 • 챗봇, 데이터 구축, 정신건강, AI 워크벤치 등

- 신규 개발 및 기능 개선: 기획/디자인/QA 부서와 협업하여 최선의 개발 산출물 생성,
서비스를 이해하는 능력, 데이터 수집에 대한 명확한 이해 및 실행, 소통 능력,  문제해결 능력

- 모니터링과 최적화 : 정기적인 모니터링을 통해 버그에 대한 수정 및 지속적 배포. 
이상징후에 대한 탐지의지 및 이슈 공유.

- 코드 및 기술 개선 : 수정과 기능 개선에 유연한 대응이 가능한 코드를 작성하기 위한 노력.
이슈 해결하는데 더 나은 기술적 의견을 찾아보고 공유하여 기술적 고도화를 이루려는 자세.


* 인재상

현재 담당하는 개발 업무가 자신의 커리어에 어떤 의미가 있는지 생각하는 사람
개발 분야를 한정해서 개발하는 것 보다는 다양한 언어 및 분야를 도전 해보고 싶은 사람


* 면접 전형
1차 서류제출
2차 회사 면접 (온라인 코딩테스트, 직무 인터뷰)
자격요건
• AWS 등 클라우드 컴퓨팅 경험자
• chatGPT 사용을 통해 코딩을 하여 결과물을 빠르게 도출할 수 있는 사람
• 신기술에 대해 빠르게 적응할 수 있는 능력
• Typescript, Modern Javascript(ES6+) 개발 경험이 있으신 분
• RESTful API에 대한 깊은 이해를 바탕으로 상용 서비스를 개발해본 경험
• 클라이언트 아키텍쳐 패턴(MVP, MVVM 등) 도입 경험이 있으신 분
• 심심이 서비스를 이용해 보신 분
우대사항
• Android, iOS, React Native로 설계부터 결과물을 단독으로 완성해보신 분(학교과제 제외)
• 앱 출시 또는 서비스 운영 경험이 있으신 분
• Git을 이용한 협업 및 버전 관리 경험이 있으신 분
• 코드 개선 및 코드 리뷰에 적극 참여하시는 분
• 여러 사람과 협업과 소통이 원활하신 분
혜택 및 복지
• 야근은 절대 지양 (근무시간내에 최대의 결과물을 낼수 있는 능력을 지향)
• 일정상 불가피하게 야근시 휴가로 대체 혹은 야근비 선택 가능
• 최신 업무 장비 지원(직무별 옵션)
• 사내 휴식공간 및 스낵바
• 자기개발비, 체력단련비 지원
• 자유로운 휴가 사용
• 재택 및 유연 근무
• 경조사 및 명절 선물
기술스택 ・ 툴
Git
Android
iOS
TypeScript
React Native",서울.한국,심심이,"IT, 컨텐츠",https://www.wanted.co.kr/wd/165816
웹 개발자,Full-stack Software Engineer,"#퇴사율5%이하#50명이하#설립4~9년#상여금#식비#커피#간식#주차#IT, 컨텐츠","Dialogue Design Agency는
인공지능 에이전트가 사람과 공감하며 자연스럽게 대화하도록, 페르소나와 대화를 설계하는,
연매출 28억 이상의 8년차 기업입니다.  

AI의 대화 능력이 더욱 사람다워지는 시대를 맞이해,
Data-Centric 인공지능 전문업체로 거듭나기 위해 연구개발팀을 확장합니다.

AI 연구개발팀은 대화형 AI 인터페이스, 응용 언어 서비스 등
데이터와 AI를 기반으로 하는 서비스, 솔루션 개발을 목표로 합니다.

Dialogue Design Agency의 비전을 실현할 AI 연구개발팀의 구성원이 되어
Dialogue Design Agency와 함께 AI 연구 개발에 관한 비전을 펼쳐 보세요.
주요업무
(1) 개요 
최신 AI 기술에 대한 이해와 기술을 바탕으로 대화형 인터페이스 응용 서비스, 언어 응용 서비스 등의 개발 프로젝트를 담당합니다.
AI응용 서비스의 사용자 관점을 고민하고 이해하여 사용자 친화적이고 가치를 줄 수 있는 서비스를 개발할 수 있어야 합니다. 

(2) 주요 업무 
• SageMaker, ML Studio, Google Cloud의 AI Platform(Vertext AI, Dialogflow, app builder) 등을 활용한 인공지능 응용 서비스 개발
• ChatGPT, PALM2, NAVER Hyper Clova 등과 같은 상용 LLM을 활용한 대화형 인터페이스, 응용 언어 서비스 개발
• 사내 데이터 구축 업무 자동화 및 지원 시스템의 데이터 처리를 위한 API, 시스템 아키텍쳐 설계 및 개발
• AI 응용 서비스 개발을 위한 외부 협업 프로젝트 수행 시 리더의 업무 지원
자격요건
(1) 필요한 역량
- 2년 이상 5년 이하의 웹/앱 애플리케이션 등의 응용 소프트웨어 개발 경험 또는 이에 준하는 경력이 있으신 분(경력 증빙을 위해 프로젝트 성과, 산출물 등에 대한 포트폴리오 제출 필수)
- React/NodeJS 등의 Back-end와 Front-end 서비스 개발을 위한 개발 언어, 프레임웍을 하나 이상 능숙하게 다루실 수 있으신 분(풀스택)
- B2C, B2B 분야에 관계 없이 상용 서비스 출시를 위한 개발 경험이 있으신 분
- AWS EC2, GCP 등 클라우드 기반의 서버 구축 경험이 있으신 분  
- 협업하는 사람들과 논리적인 커뮤니케이션이 가능하신 분
- Restful API에 대한 이해와 실무 경험이 있는 분 

(2) 원하는 인재상
- 다양한 직무의 동료들과 원활한 소통을 통한 협업을 즐기시는 분
- 책임감을 가지고 서비스의 문제를 스스로 발견하고 점진적으로 개선시켜 나가실 분
- 언어 응용 서비스 개발에 대한 관심이 있으신 분
- AI 분야를 비롯한 새로운 기술 트렌드에 대한 관심과 이해가 있으신 분
- 서비스 개선에 필요한 아이디어를 적극적으로 이야기하는 것을 즐기시는 분
- 까다롭지 않고 같이 일하는 것이 편하다고 평가받으시는 분
우대사항
- 컴퓨터공학 또는 관련 학문을 전공하신 분
- 자연어처리, 딥러닝, MLOps 등에 대한 이해가 있으신 분
- 엔지니어 이외의 다른 역할을 맡은 사람을 포함한 3인 이상의 팀에서 협업을 통한 제품 개발을 해 보신 분 
- Tensorflow / Pytorch 등의 AI 프레임워크를 활용한 프로젝트 연구 개발 경험 또는 높은 수준의 이해도가 있으신 분
- 어텐션 메커니즘, 트랜스포머, BERT, GPT 등 알고리즘과 언어 모델을 활용한 트레이닝, 파인튜닝 등의 연구 개발 경험 또는 높은 수준의 이해도가 있으신 분
- 최신 AI 알고리즘, LLM 등을 활용한 연구 개발 경험이 있으신 분
- 피그마, 스토리북을 활용해서 디자인 시스템을 설계/구현/유지보수 해본 경험
혜택 및 복지
(1) 근무 및 급여 조건
- 채용 형태 : 정규직 (수습 기간 2개월)
- 급여 및 연봉 : 5,000만원 ~7,000만원 범위에서 개인의 경력과 역량에 따라 협의를 거쳐 결정 
- 근무 장소 : 8호선 문정역에서 걸어서 5분 이내에 위치한 초역세권 사무실(3호선 가락시장역도 도보 10분 이내)

(2) 복지와 혜택
- 개발 장비 지원(m1pro급 맥북 + 모니터)
- 업무에 필요한 유료 소프트웨어 구매
- 커피 머신 구비 및 간식 무제한 제공
- 시간 외 근무가 2시간 이상일 시 야근 식대 제공
- 월 주차비 100% 지원
- 전체 회식, 팀 회식비 지원
- 눈치 보지 않고 연차, 반차 사용
- 경조사비 지원
- 명절 선물
- 5년 단위 장기 근속자 포상(상여금, 휴가)
- 연말 상여금
기술스택 ・ 툴
Azure
Django
Pytorch
React
Tensorflow
JavaScript
Python
NLP
AWS
NodeJS
GCP
ML",서울.한국,다이얼로그디자인에이전시,"IT, 컨텐츠",https://www.wanted.co.kr/wd/165450
웹 개발자,PHP 백엔드 개발자,"#퇴사율5%이하#50명이하#설립3년이하#상여금#자율복장#중식제공#커피#간식#IT, 컨텐츠","비엘에프는 각국의 교육과 학생들을 매칭하는 플랫폼서비스 CONNECT.ED를 운영하는 기업으로, 유학원의 중개 없이 데이터 분석기반으로 개인맞춤 해외교육의 정보를 얻고, 수속할 수 있는 유학산업의 혁신서비스입니다.

코로나로 인해 사람들은 온라인 교육에 충분히 익숙해졌고, 세계 교육기관들은 온라인으로 교육을 제공할 수 있어야 생존할 수 있게 되었습니다.
교육의 국경이 완전히 무너져 버렸고, 포스트 코로나 시대에 커넥티드가 주도할 시장은 이전보다 훨씬 더 커졌습니다.

커넥티드팀은 빠르게 성장하고 있고, 이제는 더 많은 포지션에서 서비스를 이끌어 줄 크루들을 찾고 있습니다.
주요업무
• 웹서비스 설계 및 개발
• 자사 웹사이트 코드 분석 및 개선
• 자사 웹사이트 신규 기능 개발
• 관리자 화면 기능 고도화
자격요건
• 학력 : 무관
• 나이/성별 : 무관
• PHP 개발 경력 3년 이상
• AWS 사용 경험 있으신 분
• 자체개발 프레임워크 분석, 설계, 개발 능력
• 데이타베이스 설계(자료구조설계) 능력 필요
• HTML, CSS, javascript, JQuery, Mysql 운영에 대한 이해
우대사항
• 다국어 서비스 경험자
• 개발 프로젝트 리드 경험자
• 안드로이드 및 IOS 개발 경험자
• 협업에 능숙하고 원활한 의사소통이 가능한 분
• 컴퓨터공학 또는 소프트웨어 관련 전공자
혜택 및 복지
• 상황에 따라 원격근무 가능
• 자율출근제 (8-10AM)
• 매 월 마지막 주 금요일 4시 조기퇴근(불금데이)
• 3년 근속 시 1주일 유상휴가
• 부모님 생신 선물 제공
• 야근 및 회식 강요 없는 환경/수평적, 편안한 분위기의 팀워크
• 중식 제공
• 신설건물 내 쾌적한 근무공간
• 4대 보험
• 커피머신 및 무료간식 제공
• 자율 복장
• 명절 상여금
• 자유로운 연차 사용
• 경조금 지원
• 반차 및 반반차 사용 가능
기술스택 ・ 툴
Git
MySQL
HTML
JavaScript
PHP
AWS
PHPUnit",경기.한국,비엘에프(CONNECT.ED),"IT, 컨텐츠",https://www.wanted.co.kr/wd/165002
웹 개발자,Backend 개발팀 시니어 개발자 (6년 이상),"#퇴사율5%이하#설립3년이하#식비#교육비#도서구매비#Macbook#연봉상위11~20%#IT, 컨텐츠","모던라이언(Modernlion)은 현대카드(MODERN)와 멋쟁이사자처럼(LIKELION)의 합작 법인으로 설립 된, 컬처 블록체인 Culture Blockchain 회사 입니다.

모던라이언은 이더리움 기반의 글로벌 NFT 마켓플레이스인 KONKRIT(콘크릿)을 시작으로,
프리미엄 NFT 서비스인 ""KONKRIT Originals""와 고객의 NFT 및 가상 자산을 안전하게 보관 하고 이용할 수 있는 ""KONKRIT Wallet"" 서비스를 제작하고 있습니다.

KONKRIT Originals 를 통하여 기업은 쉽게 NFT 기반의 프리미엄 서비스를 도입 및 운영할 수 있고, 고객은 이러한 프리미엄 서비스의 혜택을 편리하게 누릴 수 있습니다. 
고객이 보유한 NFT 자산은 KONKRIT Wallet 에 안전하게 보관되며, KONKRIT 마켓플레이스를 통해 글로벌하게 거래할 수 있습니다.
우리의 KONKRIT은 쉽고 편리한 NFT 기반의 통합 플랫폼 서비스입니다.

우리는 웹 서비스에 대한 깊은 이해를 갖추고 있으며, 더 나아가 블록체인 기술로 비즈니스의 장벽을 낮추고 생활에 편리함을 더하는 플랫폼을 만들어낼 수 있다고 믿습니다. 이를 위해 모던라이언은 웹2.0 기술과 웹3.0 기술을 폭넓게 이해하고 학습하며, 빠르게 플랫폼에 적용할 수 있는 문화를 만들어가고 있습니다.

Web3 생태계와 커뮤니티를 만들어갈, 모던라이언의 위대한 여정에 함께하실 여러분을 기다립니다.


==

※ 모던라이언은 멋쟁이사자처럼 과 현대카드의 합작법인으로, 
현재 멋쟁이사자처럼과 동일한 오피스에서 근무하고 있습니다.
이번 채용은 멋쟁이사자처럼 소속으로 진행되며, 입사 후 담당 업무 및 근무처는 모던라이언으로 전출 하는 형태의 채용공고 입니다.


* 채용 프로세스
서류 지원 -＞ 코딩 테스트 -＞ 1차 인터뷰 (직무 관련) -＞ 2차 인터뷰 (협업 관련) -＞ 최종 합격

==
주요업무
• KONKRIT 웹 및 KONKRIT Wallet 의 백엔드 서비스를 개발합니다.
• KONKRIT 서비스를 위한 인프라를 설계하고 관리합니다.
• 블록체인 데이터를 캐싱 및 크롤링하여 다양한 비즈니스 문제를 해결합니다.
자격요건
• 6년 이상의 백엔드 개발 경력이 있거나 그에 준하는 실력을 갖추신 분
• JavaScript / TypeScript 를 이용한 개발에 능숙하신 분
• 웹 서비스에 대한 전반적인 이해를 갖추신 분
• RDB(Postgres) 및 ORM에 대한 전반적인 이해를 갖추신 분
• 도커, 쿠버네티스 등 컨테이너 기반의 서비스에 대한 경험이 있으신 분
• 1년 이상의 NestJS 실무 프로젝트 개발 경험이 있으신 분
• 모듈화, 테스트, 유지보수가 용이한 코드에 대한 이해를 갖추고 계신 분
• 기술 중심이 아닌 유저 중심적인 태도를 가지고 계신 분
• 배움에 대한 열정을 갖고, 지속적이고 효과적으로 피드백을 주고 받는 분
우대사항
• 하나 이상의 백엔드 서비스나 플랫폼을 직접 설계 및 개발한 경험이 있는 분
• NestJS, TypeORM, Ethers 등의 라이브러리 사용 경험이 있는 분
• 사용자 인증과 인가 방식에 대한 설계 및 구현 경험이 있는 분
• 블록체인과 NFT 도메인에 대한 이해가 있으며, 관련 개발에 경험이 있으신 분
• 피그마로 제작된 UI / UX 기반으로 기획자와 협업 경험이 있으신 분
혜택 및 복지
• 점심식비 지원(일 1만 5천원_연간 약 370만원)
• 자율출퇴근제(원하는 시간에 자유롭게 출퇴근)
• 자유로운 연차, 반차 사용
• 생일 휴가
• 성장을 위한 지원(도서 구매비, 교육비, 세미나 참석)
• 최신 업무장비(LG Gram/MacBook, 듀얼 모니터) 및 모션데스크, 최고급 사무용 의자
• 경조사 지원(휴가, 화환)
기술스택 ・ 툴
JavaScript
TypeScript
Blockchain
Docker
PostgreSQL
ORM
React Native
Kubernetes
Redux
Nest.js
Typeform",서울.한국,모던라이언,"IT, 컨텐츠",https://www.wanted.co.kr/wd/164804
웹 개발자,웹 프론트엔드 및 백엔드 개발자(5-10년),"#인원급성장#50명이하#설립4~9년#성과급#수평적조직#워크샵#간식#휴게실#IT, 컨텐츠","엔에스원소프트는 2018년에 설립된 회사로 자본금 3억 5,000만원, 매출액 36억 사원수 24명 규모의 중소기업입니다. 

서울 강남구 학동로 107 (논현동, 더퍼스트)에 위치하고 있으며, 
지능형 관제솔루션, IP 네트워크 진단 솔루션, NMS, 컨설팅, PS-LTE, LTE-X, 해양통신, 해양국제표준화 및 해양빅데이터 사업을 하고 있습니다.

당사는 유.무선 네트워크를 기반으로한 다양한 형태의 인프라(공공 및 민간)에 대한
진단, 분석 , 모니터링 솔루션, 네트워크 컨설팅 및 네트워크 응용서비스를 개발합니다.

LTE/PS-LTE/LTE-R/LTE-M 및 5G 네트워크에 대한 깊은 지식과 운영/분석/최적화 등에 대한
경험을 바탕으로 K*/S*L*, 정부공공기관 등을 파트너사로 업무를 진행합니다.  


[사업영역]
• 이동통신(LTE/5G) 네트워크의 망품질/상태모니터링/시스템및성능진단 통합관제솔루션 개발
• 재난안전통신망(PS-LTE), 초고속해상무선통신망(LTE-M), 철도통합무선망(LTE-R), 인천공항LTE통합망, 5G정부망/특화망, 이통사 통신망 등 공공/민간영역 통신망에 대한 통합관제솔루션 개발
• 이동통신 기반 응용서비스 및 IoT 관리 플랫폼 개발
• 통신 및 해양 분야 빅데이터 관리 플랫폼 및 센터 개발
• 해양디지털통신 규격/기기/서비스 개발
주요업무
• 웹 프론트엔드 영역 개발
• 본사 연구소 소속
• 개발팀의 중간 포지션, 선임개발자로서 후임 코칭/리딩
자격요건
• 프론트엔드 영역 개발 기본 스킬 보유(Java, javascript, Spring Boot, JSP, React, Vue.js, etc)
• 관련 개발경력 5년~10년 사이 우대
• 백오피스/관리자영역/분석영역 개발 경험
우대사항
• NMS/APM/SMS 등 개발 경험자 우대
• 스타트업 4년이상 경험자 우대
• 백엔드 개발 스킬 보유자 우대
혜택 및 복지
• 년1회 종합건강검진
• 단체보험 가입
• 명절선물, 생일선물, 창림기념선물, 근로자의날선물
• 휴게실, 회의실, 스마트기기, 노트북 지급
• 연차, 경조휴가/축하금 지급, 생일자조기퇴근
• 퇴직연금, 성과급, 휴일수당, 연차수당
• 워크샵, 신입사원교육(OJT), 직무교육, 자기계발지원, 저녁식사 제공, 간식 제공
• 수평적 조직문화, 회식강요 안함, 자유복장, 문화회식
기술스택 ・ 툴
React
JavaScript
API
Spring Framework
GIS
JPA",서울.한국,엔에스원소프트,"IT, 컨텐츠",https://www.wanted.co.kr/wd/163902
웹 개발자,"웹 프론트엔드 개발자(React, 3년 이상)","#연봉업계평균이상#인원급성장#51~300명#설립4~9년#유연근무#음료#커피#간식#전문, 과학기술","쓰리빌리언은 7천여 개의 희귀질환을 한 번에 진단하는 인공지능 기반 희귀질환 진단 전문 기업입니다.

• 글로벌 50개국 260개 병원에 수만 명의 진단 서비스 제공
• 총 420억 원 규모의 Pre-IPO 투자 유치

SW개발팀은 희귀질환 진단 서비스를 구성하기 위한 모든 단계의 소프트웨어 개발 업무를 수행합니다. 다양한 Product의 Web Application을 설계 및 개발하며, 사용자가 서비스를 이용하는 과정에서 발생하는 불편함을 줄이기 위해 이를 고도화해 나갑니다.
주요업무
• React/Typescript를 활용한 웹 애플리케이션 개발
• 데이터 시각화를 위한 컴포넌트 개발
• 프론트엔드와 관련된 최신 기술과 방법론을 연구하고, UI/UX 개발 적용
자격요건
• 만 3년 이상의 Front-End 개발 경력을 보유한 분 (React 활용 2년 이상)
• Typescript, HTML, CSS, React 및 관련 라이브러리에 대한 이해가 깊은 분
• RESTful API와 HTTP 요청 및 응답에 대한 이해가 있는 분
• Git, Notion 등을 활용해 코드 버전 관리 및 문서화 할 수 있는 분
• 효과적인 문제 해결 및 커뮤니케이션 능력을 보유한 분
우대사항
• AWS, NoSQL 등의 경험이 있는 분
• D3.js, Chart.js 등의 데이터 시각화 라이브러리 경험이 있는 분
• 코드 모듈화 및 디자인패턴에 능숙한 분
• 프론트엔드 Unit testing, e2e testing 경험이 있는 분
혜택 및 복지
1. 
• 주 40시간 유연근무제
• 자유롭게 사용하는 연차 휴가
• 입사 후 당해 연차 휴가 선부여
• 입사 시 Welcome Kit 제공
• 청년내일채움공제 가입
• 중소기업 청년 소득세 감면

2. 
• 더블역세권 3분 거리의 접근성 좋은 사무실
• 조용히 업무에 집중할 수 있는 포커스룸
• 필요한 도서는 언제든지 신청
• 직무 성장을 위한 교육비 지원

3. 
• 경조 휴가(결혼/출산/조사) 및 경조금 지급
• 명절 선물 및 명절 연휴 전 4시간 단축근무
• 생일 당일 코어타임 면제
• KMI 종합건강검진 지원
• 직장단체보험 가입
• 직무 발명 보상 제도

4.
• 다양한 간식/간편식/음료 구비
• 점심은 맛있게! (1만원 상당 도시락 구독)
• 커피머신과 원두 구비




[전형 과정]

서류전형 ＞ 사전과제 ＞ 코딩 테스트 ＞ 면접전형 ＞ 처우협의 및 채용검진 ＞ 합류 순으로 진행됩니다.

• 사전과제는 직무 역량을 확인하기 위한 전형으로, 온라인으로 진행됩니다.
• 코딩 테스트는 오프라인에서 라이브 코딩으로 진행됩니다.
• 모든 전형은 지원자의 일정에 맞추어 조율하고 있습니다.
• 사전 동의하에 레퍼런스 확인을 진행할 수 있습니다.

• 처우는 채용 후보자 분들의 직전 연봉(경력직)과 역량을 바탕으로 협의합니다.
• 수습 기간 3개월간 역량 및 조직문화 적응 평가를 통해 정규직 전환을 결정합니다. 단, 수습기간 급여는 차등없이 100% 지급합니다.
• 지원 과정에서 허위내용을 작성 또는 진술하거나, 해외여행 결격사유가 있을 경우 채용이 취소될 수 있습니다.
기술스택 ・ 툴
Git
React
CSS
HTML
TypeScript
AWS
HTTP
NoSQL
Notion
Restful API",서울.한국,쓰리빌리언(3Billion),"전문, 과학기술",https://www.wanted.co.kr/wd/163839
웹 개발자,백엔드 개발자 (5년 이하),"#스타트업#커피#수면실#안마의자#노트북#IT, 컨텐츠","잇뉴는 팬데믹 상황에서 제주도 전역에 방역인증 시스템인 ""제주안심코드""의 구축 및 운영 경험을 가진, 블록체인 기술을 기반으로 Web3 시대에 앞장설 수 있는 서비스를 찾아 의미있는 프로젝트를 만들어가는 미래가치지향 기업입니다.
우리는 새로운 도전과 경험을 통해 가치있는 서비스를 함께 만들어갈 분을 찾습니다.

회사 경험
 1. 제주형 전자출입명부 제주안심코드 서비스 개발 및 운영
    - 1억건 이상의 사용자 인증 제출 등의 대용량 트래픽 운영
    - 제주 전역 5만 9천여 사업장에 QR 서비스 적용
    - QR 도용방지를 위한 GPS 기능 개발
    - 개인 정보 보호를 위한 방문 VC 서버와 신원 VC 서버를 분리하여 관리 및 운영
    - 신원 정보를 암호화하여 개인이 저장하는 자기 주권형 서비스 개발
    - 신한 pLay 앱 내 제주안심코드 서비스 적용
    - 블록체인 기반의 전자예방접종증명서 적용
    - 크로스 플랫폼, 플로터(Flutter) 개발 및 운영
 2. 비대면 디지털 증명서 발급 플랫폼 블록체인 브루프 증명서 서비스 개발 및 상용화
    - 수료증 : 삼성 인력개발원, 패스트캠퍼스
    - 마라톤 완주증 : 제주관광협회
    - 소유권증명서 : 아트앤가이드
    - 졸업증명서 : 포스텍, 호서대
 3. 스마트팜 빅데이터 플랫폼 개발
    - 스마트팜 R&D 빅데이터 분석 산출물 관리 및 공유 시스템 개발
    - 스마트팜 연구자 커뮤니티 지원 시스템 개발(채팅, 화상회의, 일정관리 등)
    - 전송 파일의 위변조 방지를 위한 블록체인 검증 시스템 개발
 4. 제주형 블록체인 기반 공유 물류 플랫폼 모당 서비스 개발
    - 제주 배송 불가 상품 배송, 제주산 물품 공동 배송, 창고·물품 보관함 공유 서비스를 제공
    - 물품 구매 계약 관련 위변조 방지 목적의 블록체인 스마트 컨트랙트 개발 및 적용
 5. ISKRA NFT 마켓플레이스 개발
    - 최신 WebFlux 및 R2DBC를 사용하여 대용량 트래픽에도 무리가 없는 백엔드 구성 및 개발
    - NFT 마켓플레이스 스마트 컨트랙트 개발
주요업무
우리 서비스개발팀은 이런 업무들을 하고 있습니다.
• Kotlin, Java / Spring 기반 Backend 및 JSP 개발
• RESTful API 설계 및 개발
• DB 설계 및 관리
자격요건
우리는 이런 개발자분을 찾고 있습니다.
• Java, Kotlin & Spring framework 기반 웹 서버 개발 경력 3년 이상
• RDBMS(MariaDB/MySQL 등) 기반 DB 설계 및 SQL 개발 역량을 보유하신 분
• ORM(JPA, Hibernate) 기반 개발 역량을 보유하신 분
• 좋은 코드와 설계를 위한 고민을 꾸준히 하시는 분
• 개발에 열정이 있고 새로운 것을 배우는데 즐거움을 느끼시는 분
• 원활한 커뮤니케이션과 협업 능력을 보유하신 분
우대사항
이런 개발자분이면 더 좋겠어요.
• 테스트 코드를 적극적으로 작성하시는 분
• 스마트 컨트랙트 개발 경험 또는 이해가 있으신 분
• React, Nextjs 등 framework를 이용한 Frontend도 개발 가능한 풀스택 엔지니어
• AWS 및 Docker에 대한 경험 및 지식
• Git을 통한 형상관리 경험
혜택 및 복지
입사하시면 이런 혜택 및 복지가 있어요.
• 모두가 '~님'으로 존칭해요, 수평적인 커뮤니케이션
• 눈치 보지않고 자유로운 연차 사용이 가능
• 여유로운 라운지와 무제한 커피 제공
• 고급 안마 의자와 아늑한 수면실 제공
• 장비지원, 휴대성 있는 노트북과 모니터 지원
기술스택 ・ 툴
Git
Linux
MySQL
Kotlin
SQL
AWS
Docker
Spring Framework
ORM
JPA",제주.한국,잇뉴,"IT, 컨텐츠",https://www.wanted.co.kr/wd/163627
