자격요건,우대조건,주요업무,복지
"['관련', '경력', '2년', '이상', '보유', '상용', '서비스', '개발', '및', '운영', '경험', '이', '있으신', '분', 'rest', 'api', '에', '대한', '이해', '가', '있으신', '분', 'android', 'ios', 'java', 'javascript', 'python', 'typescript', 'c', 'aws', 'c', '++', 'gcp', 'qa', '엔지니어링', 'react', 'native', 'redux']","['안드로이드', '또는', 'ios', '네이티', '브', '앱', '개발', '경험', '이', '있으신', '분', 'google', 'cloud', 'platform', '관련', '지식', '이', '있는', '분', 'socket', '사용', '경험', '있으신', '분']","['daglo', '다', '글', '로', '앱', '서비스', '개발', '서비스', '자동화', '및', '유지', '보수', '사용', '하는', '기술', 'react', 'native', 'typescript', 'redux', 'react', 'query', '공통', '개발', '환경', 'gitlab', '을', '통한', '코드', '관리', '및', '코드', '리뷰', 'jira', 'confluence', 'figma', 'slack', 'notion', '사용']","['효율', '적', '으로', '일', '하고', '자율', '적', '으로', '쉽니다', '선택', '적', '근로', '시간제', '를', '운영', '하고', '있어요', '.', '8시', '~', '10시', '사이', '출근', '17시', '~', '19시', '퇴근', '이', '가능해요', '.', 'core', 'time', '10시', '~', '17시', '만', '준수', '해주시고', '주', '40시간', '을', '근무', '하시면', '돼요', '.', '몇', '월', '에', '입사', '하시든', '다음', '해', '1월', '1일', '에', '연차', '15', '개', '를', '선', '부여', '해드려요', '.', '연차', '는', '결재', '받지', '않아요', '!', '생일', '에는', '쉬세요', '!', '회사', '생일', '에도', '쉬세요', '!', '건강검진', '받으실', '때', '도', '유급', '휴가', '를', '드려요', '.', '그', '외', '각종', '경조사', '휴가', '를', '지원', '해요', '.', 'b', '사', '안마', '의자', '빈백룸', '에서', '편안하게', '쉴', '수', '있어요', '.', '성장', '과', '적응', '을', '지원', '합니다', '업무', '에', '필요한', '도서', '를', '지원', '해요', '.', '월', '5만원', '의', '역량', '개발', '비', '를', '지원', '해요', '.', '운동', '강의', '등', '에', '활용', '할', '수', '있어요', '.', '4', '인', '이상', '모', '이실', '경우', '아무', '조건', '없이', '1', '인당', '3만원', '을', '지원', '해요', '.', '주로', '회식', '스터디', '문화생활', '등', '에', '활용', '해주고', '계세', '요', '.', '신규', '입사', '시', '유용한', '물건', '들', '이', '가득한', '웰컴', '키트', '를', '지급', '해드려요', '.', '그', '외', '필요한', '물품', '을', '구매', '하실', '수', '있도록', '10만원', '을', '지원', '해요', '.', '후드', '집업', '반', '팔', '티', '등', '팀', '복도', '드려요', '.', '사소한', '것', '도', '잘', '챙겨', '드리고', '싶습니다', '각종', '경조사', '의', '경', '조비', '를', '드려요', '.', '명절', '구정', '추석', '에는', '상품권', '을', '드려요', '.', '입사', '1', '주년', '에는', '소정', '의', '상품', '을', '드려요', '.', '커피', '음료', '다과', '냉동식품', '등', '다양한', '간식', '들', '이', '항상', '가득', '차', '있어요', '.', 's', '보험사', '의', '단체', '실손', '보험', '을', '가입', '해드리고', '있어요', '.']"
"['c', 'c', '++', '을', '이용', '한', '원활한', '개발', '가능', '응용', '프로그램', '개발', '분야', 'jira', 'linux', 'visual', 'basic', 'c', '++', 'windows', '서버', 'embedded', 'linux', 'qt']","['qt', 'framework', '개발', '경험', '동영상', 'player', '개발', '경험', 'network', 'programming', '에', '대한', '이해', '동영상', 'container', '이해', 'embedded', 'programming', '개발', '경험']","['api', 'server', 'http', '기반', 'api', 'server', 'node', '를', '이용', '한', 'clustering', '구현', '영상', '상태', '모니터링', '을', '위', '한', '대량', '데이터', '처리', '일간', '5000만', '건', '이상', '등록', 'query', 'tuning', 'snmp', '수신', 'trap', 'message', '수신', '분석', 'restful', '규격', '지원', 'swagger', 'framework', '를', '이용', '한', 'api', '구현', '및', '관리', '라이선스', '연동', '규격', '개발', '구글', '에서', '제공', '하는', 'shaka', 'player', '와', '연동', 'safari', '브라우저', '와', '연동', '하여', 'fps', '라이센스', '발급']","['식대', '중식', '석식', '별도', '제공', '업무', '용', '태블릿', '지원', '선택', '적', '원', '격', '근무', '활용', '업무', '력', '충전', '을', '위', '한', '공간', '에', '무중력', '의자', '빈', '백', '비치', '성장', '을', '위', '한', '자기', '주도', '학습', '지원', '도서', '학습', '비용', '등', '외부', '카페', '음료', '간식', '회식비', '지원', '동호회', '활동', '지원', '코로나', '로', '인해', '개인', '활동', '지원', '업무', '집중', '공간', '으로', '공유', '오피스', '활용', '근무시간', '중', '산책', '활동', 'ok', '당연한', '복지', '는', '기본', '경', '조휴', '가', '경', '조금', '명절', '귀', '향비', '퇴직', '연금', '등']"
"['특정한', '목표', '를', '데이터', '로', '표현', '하실', '수', '있으신', '분', 'node', '.', 'js', 'javascript', 'typescript', '또는', 'python', '사용', '가능', '하신', '분', 'sql', '사용', '가능하신', '분', '보안', '요소', '를', '고려', '한', 'api', '개발', '이', '가능하신', '분', 'git', '사용', '경험', '이', '있으신', '분', 'branch', 'stash', 'merge', '등', '의', '기본', '적', '인', '작업', '모바일', '게임', '특히', '캐', '주얼', '게임', '을', '좋아하시는', '분', '타', '부서', '와', '협업', '및', '소통', '이', '원활하고', '창의', '적', '인', '대안', '제시', '가', '가능하신', '분', '자기', '주도', '적', '업무', '진행', '및', '긍정', '적', '인', '마인드', '를', '가지신', '분', '팀', '으로써', '목표', '한', '산출', '물', '을', '함께', '만들어', '낼', '수', '있는', '커뮤니케이션', '역량', '을', '가지신', '분', 'nan']","['데이터', '수집', '및', '분석', '도구', '사용', '경험', '이', '있으신', '분', '모바일', '게임', '서비스', '또는', 'bi', '시스템', '개발', '경험', '이', '있으신', '분', '서버', '리스', '기반', '으로', '개발', '과', '최적화', '가', '가능하신', '분', 'aws', '인프라', '관리', '경험', '이', '있으신', '분', '프론트엔드', '개발', '이', '가능하신', '분', 'react', 'vue', '등', 'ci', 'cd', '구축', '또는', '사용', '경험', '이', '있으신', '분', '영문', '개발', '문서', '를', '문제', '없이', '읽을', '수', '있으신', '분']","['bi', '데이터', '처리', '및', '웹', '사이트', '백엔드', '개발', '내부', 'bi', '시스템', '게임', '에코', '시스템', '및', '관리', '서비스', '전반', '내부', '데이터', '서비스', 'api', '개발', '백엔드', '서비스', '를', '위', '한', '인프라', '관리', '파트너', '사', '데이터', '취합', '및', '가공', '기획', '초기', '부터', '개발', '완료', '까지의', '전체', '단계', '별', '이슈', '및', '위험', '관리']","['출근', '자율', '출근', '오전', '9~11시', '셔틀', '버스', '운영', '판교', '야탑역', '출발', '업무', '정보', '공유', '및', '분석', '문화', '지향', 'slack', 'notion', 'jira', 'git', '사용', '워', '라벨', '지향', '야근', '지', '양', '주체', '적', '인', '업무', '관리', '식사', '아침', '&', '점심', '식사', '제공', '간식', '무한', '제공', '맛있는', '수요일', '매주', '특별한', '메뉴', '를', '선정', '해서', '주문', '행복한', '금요일', '매월', '마지막', '주', '금요일', '간단한', '음료', '와', '간식', '을', '먹으며', '담소', '후', '조기', '퇴근', '휴가', '연간', '휴가', '15일', '병가', '6일', '자율', '적', '휴가', '사용', '문화', '연차', '반', '차', '상반기', '하반기', '전사', '정기', '휴가', '최', '장', '7일', '육아', '휴직', '제도', '운영', '건강', '연', '1회', '건강', '검진', '60만원', '상당', '환절기', '독감', '예방접종', '교육', '개인', '성장', '을', '위', '한', '자발', '적', '학습', '제도', '운영', '월', '1회', '교육비', '지원', '도서', '구매', '지원', '세미나', '컨퍼런스', '참석', '지원', '성과', '복지', '포인트', '지급', '연', '120만원', '상여금', '지급', '추석', '설', '여름', '휴가', '겨울', '휴가', '프로젝트', '성과', '에', '따른', '인', '센티', '브', '연', '1회', '기타', '각종', '경조사', '지원']"
"['포항', '출퇴근', '가능', '자', 'html', 'css', 'javascript', 'ajax', '숙련', '자', '프레임워크', '또는', 'ui', '개발', '도구', '없이도', '원하는', '웹', '페이지', '의', '스크립트', '작성', '가능', '자', 'nan']","['vue', '.', 'js', 'react', '.', 'js', '개발', '경험', '자', 'grid', '형태', '의', '관리자', '웹', '페이지', '개발', '경험', '자']","['어플리케이션', '어드민', '개발', '서비스', '유지', '보수']","['4', '대', '보험', '국민연금', '건강', '보험', '고용', '보험', '산재', '보험', '가입', '카페테리아', '주차장', '제공', '퇴직금', '경', '조금', '인', '센티', '브', '개발자', '용', 'pc', '지급', '점심', '저녁식사', '제공', '장기', '근속', '포상', '명절', '선물', '도서', '구입', '비', '등', '월', '차제', '도', '경', '조휴', '가', '반', '차제', '도', '리프', '레시', '휴가', '출산휴가', '근로자', '의', '날', '휴무']"
"['1', '.', 'react', '기반', 'front', 'end', '설계', '경험', '2', '.', 'react', '기반', 'front', 'end', '개발', '운영', '경험', '3', '.', 'web', 'component', '설계', '개발', '4', '.', 'rest', 'full', 'api', '기반', '설계', '경험', '5', '.', 'backend', '기획', '과', '원활한', 'communication', '6', '.', 'react', '관련', '프로젝트', '경력', '2년', '이상', '지', '원서', '에', '희망', '연봉', '기재', 'css', 'html', 'javascript', 'typescript', 'jsp', 'react', '.', 'js', 'next', '.', 'js']","['1', '.', 'react', '기반', 'framework', '구축', '경험', '2', '.', 'design', 'component', 'front', 'end', '등', '연', '계', '경험', 'figma', 'zeplin', '등', '3', '.', '배포', '자동화', '테스트', '자동화', '관심', '및', '스터디']","['1', '.', 'healthon', '플랫폼', '확장', 'front', 'end', '설계', '개발', '2', '.', '기존', 'healthon', '서비스', 'front', 'end', '개선', '방안', '설계', '개발', '3', '.', 'healthon', '플랫폼', 'front', 'end', '유지', '보수', '필요시']","['▶', '선택', '적', '자율', '출근', '제', '오전', '8시', '부터', '오전', '10시', '출근', '출근', '시간', '에', '따라', '오후', '5시', '부터', '7시', '퇴근', '매월', '마지막', '주', '금요일', '1시간', '조기', '퇴근', 'family', 'day', '▶', '복리', '후생', '매년', '200만원', '복리', '후생', '비', '자기계발', '비', '지원', '매월', 'sk', '텔레콤', '통신비', '7만원', '지원', '각종', '경조사', '를', '위', '한', '경', '조금', '및', '경조', '휴가', '지원', '종합', '건강', '검진', '지원', '배우자', '포함']"
"['1', 'web', 'application', '개발', '경력', '5년', '이상', '~', '10년', '이하', '및', '아래', '내용', '중', '3', '가지', '이상', '가능하신', '분', 'typescript', 'node', '.', 'js', 'html', 'javascript', 'css', 'http', 'restful', 'api', 'react', '기반', 'frontend', 'next', '.', 'js', '등', '2', 'rdbms', 'nosql', '사용', '경험', '이', '있으신', '분', '3', '원활한', '커뮤니케이션', '이', '가능하신', '분', 'confluence', 'jira', 'android', 'ios', 'html', 'java', 'javascript', 'python', 'figma', 'notion']","['1', 'aws', '및', 'devops', '경험', '이', '있는', '분', '2', '프론트엔드', '개발', '에', '대한', '관심', '과', '이해', '가', '있는', '분', '3', '문제', '원인', '파악', '역량', '이', '뛰어나신', '분', '4', 'jira', 'confluence', 'bitbucket', '등', '협업', '툴', '사용', '경험', '이', '있으신', '분', '5', '모바일', '광고', '비지니스', '에', '대한', '이해', '가', '있으신', '분']","['광고', '플랫폼', '개발', '및', '운영', '신규', '서비스', '개발']","['1', '.', '시차', '출퇴근', '제', '운영', '코어', '타임', '11', '00~17', '00', '2', '.', '각종', '경조사', '지원', '3', '.', '각종', '간식', '간편식', '무제한', '제공', '4', '.', '야근', '식대', '및', '교통비', '지원', '5', '.', '장기', '근속', '포상', '3년', '기준', '재', '충전', '휴가', '및', '휴가', '비', '6', '.', '도서', '구매', '등', '의', '교육', '지원', '7', '.', '연', '1회', '건강검진', '지원', '8', '.', '자차', '이용', '시', '주', '차비', '일부', '지원', '9', '.', '기타', '각종', '복리', '후생', '제도', '운영', '중']"
"['학력', '초대', '졸', '이상', '경력', 'react', '개발', '경력', '3년', '~', '9년', '해외', '출장', '결격', '사유', '없는', '자', 'git', 'jira', 'firebase', 'react', 'node', '.', 'js', 'python', 'typescript', 'aws', 'gcps', 'react', 'native', 'flutter', 'es', '6', 'notion']","['react', '개발', '전문가', '채팅', 'sendbird', '소켓', '화상통화', 'sendbird', '라이브', '방송', 'agora', '개발', '경험', 'google', 'cloud', 'platform', '의', 'firebase', '사용', '경험', '영문', '문서', '독해', '가능', '자']","['홈페이지', '유지', '보수', '및', '재개발', '채팅', 'sendbird', '소켓', '화상통화', 'sendbird', '라이브', '방송', 'agora']","['주', '5일', '근무', '근무시간', '9', '30', '~', '18', '30', '카페', '같고', '가족', '적', '인', '편한', '근무', '환경', '간식', '음료', '상시', '제공', '대부분', '의', '경우', '점심', '제공', '면접', '장소', '문정역', '3', '번', '출구', '바로', '앞', '테라', '타워', 'b', '동', '401', '402', '호']"
"['웹', '서비스', '개발', '관련', '경력', '3년', '이상', '5년', '이하', '프론트', '엔지니어링', '을', '위', '한', 'vue', 'react', '등', '의', '테크', '스택', '을', '보유', '하신', '분', '백엔드', '엔지니어링', '을', '위', '한', 'java', 'spring', 'boot', 'node', '.', 'js', '등', '의', '기술', '스택', '을', '보유', '하신', '분', '적극', '적', '이고', '주도', '적', '으로', '문제', '해결', '을', '해보신', '경험', '이', '있는', '분', '새로운', '기술', '에', '대한', '적극', '적', '인', '학습', '태도', 'git', 'react', 'javascript', 'node', '.', 'js', 'visual', 'studio', 'spring', 'boot', 'vue', '.', 'js']","['spring', 'boot', '기반', 'msa', '및', '유사', '기술', '스택', '기반', '의', '설계', '구축', '경험', '이', '있으신', '분', 'nosql', 'mongodb', 'atlas', '사용', '경험', '이', '있으신', '분', 'product', 'manager', 'owner', '수행', '경험', '이', '있으신', '분', 'mobile', 'ios', 'android', 'navtive', 'app', '개발', '경력', '이', '있으신', '분', 'aws', 'azure', '또는', '유사한', '최신', '클라우드', '컴퓨팅', '활용', '역량', '을', '보유', '하신', '분', '애자', '일', '환경', '에서', '대규모', '로', '작업', '할', '수', '있는', '역량', '을', '보유', '하신', '분', '스타트업', '경험', '또는', '역량', '을', '보유', '하신', '분']","['높은', '가용성', '과', '확장', '성', '을', '갖춘', '자사', '솔루션', 'ems', 'saas', '프론트', '백엔드', '시스템', '개발', '지원', '및', '개선', 'msa', '를', '위', '한', '확장', 'scalable', '가능한', '기술', '솔루션', '구축', '요구사항', '분석', '및', '모델링', '을', '통한', 'api', '설계', '및', '구축', '자사', '차량', '공정', '서비스', '및', '차량', '관리', '서비스', '고도화', '및', '운영']","['수평', '적', '문화', '회식', '및', '야근', '강요', '없음', '자유로운', '휴가', '사용', '각종', '경조사', '지원', '명절', '생일', '선물', '등', '연', '1회', '인', '센티', '브', '간식', '제공', '야근', '시', '식대', '지원', '교육비', '지원']"
"['팀', '에서', '사용', '하는', '기술', '스택', 'c', '#', '.', 'net', 'core', '3.1', 'ms', 'sql', 'windows', 'server', '&', 'iis', 'react', 'javascript', 'redux', 'redux', 'toolkit', '자격', '요건', '위', '기술', '스택', '에', '대한', '이해', '가', '있는', '분', '백엔드', '프론트엔드', '개발', '경험', '3년', '이상', '또는', '그', '에', '준', '하는', '경험', '이', '있는', '분', '비', '흡연', '자', 'zeplin', '.', 'net', 'react', 'tensorflow', 'asp', '.', 'net', 'c', '#', 'javascript', 'python', 'typescript', '데이터', '분석', 'iis', '데이터', '시각', '화', 'entity', 'framework', 'mssql', 'figma', 'redux']","['.', 'net', '과', 'react', '를', '사용', '한', '프로젝트', '경험', '이', '있는', '분']","['웹', '서비스', '의', 'backend', 'frontend', '개발', '및', '운영', '구축', '된', '웹', '서비스', '의', '유지', '보수', '및', '추가', '개발', '수행']","['건강하게', '오래', '다닐', '수', '있도록', '지원', '해드려요', '!', '운동', '비', '월', '10만원', '지원', '휴가', '사용', '장려', '전', '직원', '연', '2회', '리프', '레시', '휴가', '개인', '의', '성장', '을', '응원', '해요', '!', '자기계발', '비', '월', '10만원', '지원', '하루', '1시간', '스터디', '시간', '온라인', '교육', '지원', '개인', '소유', '의', '도서', '구매', '지원', '연봉', '협상', '외', '보상', '이', '있어요', '!', '프로젝트', '보너스', '연', '1회', '성과급', '연', '2회', '명절', '상여금', '과', '명절', '선물', '퇴직', '연금', 'dc', '형', '가입', '비멕스', '만의', '소소한', '이벤트', '가', '있어요', '!', '생일', '파티', '송년회', '그', '외', '만우절', '빼빼로데이', '점심시간', '에', '진심', '이에요', '!', '점심식사', '비용', '법인', '카드', '결제', '부산', '대', '근처', '다양한', '맛집', '섭렵', '일', '잘러가', '될', '수', '있도록', '환경', '을', '조성', '해드릴게요', '!', '신입사원', '을', '위', '한', '온보딩', '자율', '출퇴근', '문화', '탄력', '근', '무제', '문화', '월', '1회', '재택근무', '간식', '무제한', '제공', 'pc', '듀얼', '모니터', '매직', '트랙패드', '등', '업무', '장비', '지원']"
"['학력', '및', '성별', '무관', '관련', '경력', '2년', '이상', '및', '그', '에', '준', '하는', '경력', '요구', '사항', 'python', '또는', 'c', '#', '능숙하게', '사용', '프로젝트', '자동화', '경험', '테스트', '시나리오', '설계', '및', '구현', '경험', '웹', '백엔드', '아키텍쳐', '경험', 'kubernetes', '사용', '경험', 'nan']","['ci', '사용', '경험', 'orm', 'e', '.', 'g', '.', 'sqlalchemy', 'entity', 'framework', 'core', '사용', '경험', '마이크로', '서비스', '아키텍쳐', 'msa', '설계', '경험']","['▹', 'libplanet', '을', '사용', '해서', '나인', '크로니클', '과', '같은', '탈', '중앙', '게임', '을', '디자인', '하고', '구현', '합니다', '.', 'libplanet', '을', '사용', '한', '블록', '체인', '게임', '의', '모델링', '및', '규칙', '설계', '나인', '크론', '니', '클의', '블록', '체인', '노드', '유지', '보수', '및', 'graphql', 'api', '구현', '▹', '나인', '크로니클', '의', '개발자', '생태계', '에', '필요한', '도구', '들', '을', '개발', '하고', '이를', '커뮤니티', '에', '보급', '합니다', '.', 'ci', '를', '통한', '빌드', '테스트', '자동화', '게임', '에', '필요한', '오프', '체인', '웹서버', '서비스', '구현', '나인', '크로니클', '테스트', '네트워크', '구성', 'docker', 'kubernetes', '︎︎︎', '주요', '기술', '저희', '가', '주로', '사용', '하는', '기술', '들', '은', '아래', '와', '같습니다', '.', 'c', '#', '.', 'net', 'standard', '2.0', '+', 'python', 'unity', '이러한', '기술', '들', '을', '채택', '하게', '된', '근거', '는', '아래', '와', '같습니다', '.', '2019년', '현재', '게임', '개발', '에서', '가장', '활발히', '사용', '하고', '있는', '도구', '는', 'unity', '라고', '판단', '하였습니다', '.', '하여', '내', '부적', '으로', '개발', '하는', '게임', '역시', 'unity', 'c', '#', '기반', '으로', '개발', '하고', '있습니다', '.', '복잡한', '게임', '로직', '을', '블록', '체인', '상', '에', '담아내기', '위해', '네이티', '브', '익스', '텐션', 'native', 'extension', '을', '제안', '합니다', '.', '이를', '효과', '적', '으로', '구현', '하기', '위해', '저희', '는', '엔진', '기술', '에도', 'c', '#', '.', 'net', '을', '주로', '사용', '하고', '있습니다', '.', '데이터베이스', '는', 'postgresql', '을', '사용', '하며', 'orm', 'object', '–', 'relational', 'mapping', '프레임워크', '로는', '.', 'net', 'ef', 'core', 'sqlalchemy', '를', '사용', '합니다', '.', '관련', 'github', '저', '장소', 'https', 'github.com', 'planetarium', 'world', 'boss', 'service', '그', '외', '에', '사용', '하고', '있는', '도구', '들', '은', '아래', '와', '같습니다', '.', '인프라', '관리', '와', '확장', '을', '위해', 'aws', 'eks', 'rds', 's', '3', '를', '사용', '합니다', '.', '소스', '코드', '의', '형상', '관리', '를', '위', '해서는', '주로', 'git', '을', '사용', '합니다', '.', '저', '장소', '는', 'github', '를', '사용', '합니다', '.', '빌드', '배포', '자동화', '를', '위해', 'docker', '와', 'kubernetes', '를', '사용', '합니다', '.', '채용', '절차', '아래', '과정', '은', '개별', '로', '최대', '4', '주', '이내', '에', '진행', '될', '예정', '입니다', '.', '1', '.', '서류', '전형', '보내주신', '이력서', '를', '상세', '히', '검토', '하여', '이후', '단계', '진행', '여부', '를', '결정', '합니다', '.', '2', '.', '과제', '테스트', '재택', '최대', '24시간', '미니', '프로젝트', '형태', '의', '과제', '를', '통해', '업무', '에', '필요한', '역량', '을', '확인', '합니다', '.', '3', '.', '심층', '면접', '비대', '면', '대면', '2시간', '실무', '진과', '심층', '면접', '을', '진행', '합니다', '.', '업무', '역량', '및', '지식', '을', '충분히', '보유', '했는지', '협업', '능력', '을', '갖추었는지', '등', '을', '이', '과정', '에서', '평가', '합니다', '.', '4', '.', '경', '영진', '면접', '비대', '면', '대면', '1시간', '경영', '진과', '최종', '면접', '을', '진행', '합니다', '.', '5', '.', '처우', '협의', '및', '입사', '예정일', '확정', '이메일', '등', '근', '무조건', '및', '출근', '일', '등', '을', '최종', '협의', '합니다', '.']","['근무', '제도', '및', '장비', '1일', '8시간', '주', '40시간', '근무', '주', '40시간', '을', '충족', '하는', '선', '에서', '유연근무제', '입사', '시', '전', '직', '군', '장비', '예산', '5', '000', '000원', '3년', '마다', '교체', '휴가', '제도', '연', '15일', '3년', '이상', '근', '속', '시', '부터', '연', '1일', '추가', '본인', '직계', '가족', '배우자', '경', '조', '사시', '폭넓은', '유급', '휴가', '지원', '취학', '전', '아동', '을', '위', '한', '육아휴직', '최대', '1년', '가족', '질병', '등', '으로', '인한', '가족', '돌봄', '휴직', '최대', '90일', '2년', '만', '근시', '연차', '와', '별도', '의', '리프', '레시', '휴가', '10일', '신설', '코로나', '19', '에', '따른', '백신', '휴가', '최대', '2일', '지급', '업무', '환경', '각자', '의', '생산', '성', '을', '위해', '선택', '할', '수', '있는', '쾌적한', '독립', '사무실', '충분한', '회의실', '1', 'on', '1', '공간', '집중', '업무', '공간', '라운지', '보유', '성장', '지원', '자기개발', '교육', '지원', '인당', '연간', '50만원', '도서', '구매', '지원', '+', '도서', '구독', '서비스', '오라', '일리', '리디', '셀렉', '트', '지원', '게임', '콘텐츠', '구매', '지원', '격년', '1회', '국내외', '컨퍼런스', '참가', '및', '체류', '비', '일체', '지원', '생활', '및', '가족', '지원', '연간', '복지', '비', '인당', '연간', '480만원', '사내', '동호회', '지원', '청년', '전월세', '관련', '비용', '일부', '지원', '월세', '및', '전세', '이자', '단체', '상해', '보험', '지원', '건강검진', '지원', '연', '1회', '가족', '1', '인', '격년', '1회', '명절', '선물', '본인', '1', '본가', '1', '생일', '및', '개인', '기념일', '지원', '상조', '서비스', '지원', '리프', '레시', '휴가', '지원', '성과', '공유', '목표', '달성', '시', '연말', '휴가', '및', '연말', '상여금', '연', '1회', '지급']"
"['꼼꼼한', '업무', '처리', '일정', '관리', '능력', '시스템', '개발', '혹은', '운영', '프로젝트', '경험', '자', '프로젝트', '실무', '수행', '최소', '7년', '이상', '프로젝트', '전반', '에', '걸친', '공정', '상의', '주요', '업무', '를', '주도', '적', '으로', '리딩', 'oracle', 'java', 'javascript', 'jquery', 'spring', 'framework', 'vue', '.', 'js']","['공공기관', '관련', 'sm', '프로젝트', '경험', '이', '있으신', '분', 'it', '관련', '전공자', '혹은', '그', '에', '상응', '하는', '기', '초지', '식', '을', '가지신', '분', '고객', '의', '니즈', '와', '협업', '을', '주도', '적', '으로', '이끌어', '내시', '는', '분', '동료', '와의', '협업', '이', '원활하신', '분', '프로젝트', '개발', '방법론', '사용', '경험', '이', '있으신', '분', '애자', '일', '등']","['공공기관', '관련', '시스템', '개발', '운영', 'pm', 'e', 'biz', '업무', '에', '대한', '이해', '를', '바탕', '으로', '웹서비스', '웹', '시스템', '을', '서비스', '설계', '고객', '과', '개발자', '들', '이', '이해', '할', '수', '있는', '요구사항', '도출', '및', '프로젝트', '결과', '를', '완성']","['법정', '기본', '연차', '+', '5일', '의', '휴가', '제공', '고객', '사', '근무', '시', '3', '개월', '당', '1일', '의', '추가', '휴가', '제공', '합니다', '.', '고객', '사', '근무', '시', '추가', '인센티브', '가', '제공', '됩니다', '.', '8시', '~', '10시', '자유로운', '출근시간', '고객', '사', '근', '무시', '고객', '사', '일정', '에', '맞춥니다', '식사', '지원', '간식', '지원', '입사', '하면', '살쪄요', '각오', '하고', '오세요', '화려한', '간식', '창고', '가', '기다립니다', '.', '저', '는', '바지', '를', '새로', '샀어요', 'ㅠㅠ', '건강검진', '1', '+', '1', '국내', '대기업', '수준', '의', '럭셔리', '건강검진', '나', '뿐', '만', '아니라', '직계', '가족', '1', '인', '까지', '추가', '로', '!', '교육비', '무한', '제공', '배움', '에', '욕심', '이', '있다면', '공부', '하는', '돈', '은', '회사', '가', '낼게요', '!', '축하', '이벤트', '츤데레', '대표', '님', '의', '선물', '폭격', '생일', '명절', '크리스마스', '등', '선물', '지원', '자유로운', '문화', '회식', '참여', '자유', '자유로운', '휴가', '사용', '직급', '제', '폐지', '수석', '책임', '만', '유지']"
"['웹서비스', '개발', '3년', '이상', '유', '경험', '자', 'python', 'django', '를', '기반', '으로', '한', '웹서비스', '개발', '유', '경험', '자', 'git', 'django', 'mongodb', 'javascript', 'python', 'blockchain', 'aws']","['일본어', '가능', '블록', '체인', '기본', '지식', '보유']","['블록', '체인', '기술', '을', '기반', '으로', '하는', '기존', '서비스', '의', '기능', '추가', '및', '리팩토링', '채용', '절차', '서류', '전형', '면접', '협의', '후', '결정', '고용', '형태', '정규직', '수습', '3', '개월', '수습', '기간', '동안', '급여', '는', '정상', '지급']","['주', '5일', '제', '근무', '2', '호선', '뚝섬역', '4', '번', '출구', '200', 'm', '의', '접근성', '명절', '선물', '상품권', '지급']"
"['java', 'node', '.', 'js', 'php', '중', '1', '개', '이상', '의', '언어', '에', '익숙하신', '분', '프로젝트', '경험', '2년', '이상', 'java', 'javascript', 'node', '.', 'js', 'php', 'aws', 'react', '.', 'js']","['대', '용량', '트래픽', '데이터', '관리', '경험', '이', '있으신', '분', '새로운', '기술', '에', '호기심', '이', '많으신', '분']","['시스템', '플랫폼', '백엔드', '개발']","['자율', '출근', '제', '한', '달', '에', '한번', '재택근무', '생일', '조기', '퇴근']"
"['outstanding', 'problem', 'solving', 'skills', 'with', 'proper', 'data', 'structures', 'and', 'algorithms', '.', 'excellent', 'software', 'development', 'skills', 'at', 'least', 'in', 'one', 'programming', 'language', 'nan']","['excellent', 'development', 'skills', 'and', 'experiences', 'with', 'modern', 'web', 'technologies', 'such', 'as', 'javascript', 'es', '5', 'es', '6', 'css', 'html', 'restful', 'web', 'services', 'experience', 'with', 'javascript', 'libraries', 'e', '.', 'g', '.', 'redux', 'rxjs', 'and', 'modern', 'frameworks', 'e', '.', 'g', '.', 'angular', 'react', 'vuejs', 'experience', 'in', 'digital', 'advertising', 'technology', 'business']","['build', 'the', 'world', 'class', 'online', 'advertising', 'platform', 'analytics', 'platform', 'and', 'supporting', 'tools', '.', 'collaborate', 'with', 'internal', 'external', 'cross', 'functional', 'teams', 'to', 'make', 'the', 'best', 'advertising', 'products', '.', 'learn', 'and', 'explore', 'new', 'front', 'end', 'technologies', 'for', 'planning', 'new', 'features', 'to', 'improve', 'the', 'services', '.']","['입사', '시', '주식', '연', '계', '형', '보상', 'rsu', '지급', '완전', '자율', '출퇴근', '제', '무제한', '휴가', '자기계발', '비', '체력', '단련', '비', '주중', '교통비', '별', '도지원']"
