회사명,공고명,직무내용,자격요건,우대조건,경력조건,출처 URL,복지,회사소개,주요업무
혜움랩스,Python Developer (백엔드 주니어),웹 개발자,"[('최소', 'Noun'), ('2년', 'Number'), ('이상', 'Noun'), ('혹은', 'Adverb'), ('그', 'Noun'), ('에', 'Josa'), ('준', 'Noun'), ('하는', 'Verb'), ('해당', 'Noun'), ('업무', 'Noun'), ('경험', 'Noun'), ('python', 'Alpha'), ('필수', 'Noun'), ('웹', 'Noun'), ('프레임워크', 'Noun'), ('django', 'Alpha'), ('에', 'Josa'), ('능숙하신', 'Adjective'), ('분', 'Noun'), ('테스트', 'Noun'), ('코드', 'Noun'), ('작성', 'Noun'), ('의', 'Josa'), ('필요성', 'Noun'), ('을', 'Josa'), ('이해', 'Noun'), ('하고', 'Josa'), ('실천', 'Noun'), ('하시는', 'Verb'), ('분', 'Noun'), ('코드', 'Noun'), ('리뷰', 'Noun'), ('와', 'Josa'), ('페어', 'Noun'), ('프로그래밍', 'Noun'), ('등', 'Noun'), ('팀', 'Noun'), ('내', 'Noun'), ('협업', 'Noun'), ('의', 'Josa'), ('필요성', 'Noun'), ('을', 'Josa'), ('이해', 'Noun'), ('하고', 'Josa'), ('실천', 'Noun'), ('하시는', 'Verb'), ('분', 'Noun'), ('개발', 'Noun'), ('기획', 'Noun'), ('세무', 'Noun'), ('운영', 'Noun'), ('cs', 'Alpha'), ('등', 'Noun'), ('다양', 'Noun'), ('한', 'Josa'), ('직', 'Noun'), ('군', 'Suffix'), ('의', 'Josa'), ('동료', 'Noun'), ('들과', 'Verb'), ('원활', 'Noun'), ('한', 'Josa'), ('소통', 'Noun'), ('이', 'Josa'), ('가능', 'Noun'), ('하신', 'Verb'), ('분', 'Noun'), ('tech', 'Alpha'), ('specs', 'Alpha'), ('language', 'Alpha'), ('python', 'Alpha'), ('3', 'Number'), ('framework', 'Alpha'), ('django', 'Alpha'), ('rest', 'Alpha'), ('framework', 'Alpha'), ('flask', 'Alpha'), ('fastapi', 'Alpha'), ('celery', 'Alpha'), ('data', 'Alpha'), ('storage', 'Alpha'), ('postgresql', 'Alpha'), ('redis', 'Alpha'), ('dynamodb', 'Alpha'), ('s', 'Alpha'), ('3', 'Number'), ('deployment', 'Alpha'), ('github', 'Alpha'), ('action', 'Alpha'), ('docker', 'Alpha'), ('ecs', 'Alpha'), ('eks', 'Alpha'), ('cloud', 'Alpha'), ('platform', 'Alpha'), ('aws', 'Alpha'), ('vcs', 'Alpha'), ('github', 'Alpha'), ('communication', 'Alpha'), ('slack', 'Alpha'), ('documentation', 'Alpha'), ('notion', 'Alpha'), ('g', 'Alpha'), ('suite', 'Alpha'), ('jira', 'Alpha'), ('issue', 'Alpha'), ('tracker', 'Alpha'), ('jira', 'Alpha'), ('github', 'Alpha'), ('javascript', 'Alpha'), ('typescript', 'Alpha'), ('react', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha'), ('vue', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha')]","[('msa', 'Alpha'), ('기반', 'Noun'), ('의', 'Josa'), ('시스템', 'Noun'), ('개발', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있으신', 'Adjective'), ('분', 'Noun'), ('aws', 'Alpha'), ('를', 'Noun'), ('활용', 'Noun'), ('한', 'Josa'), ('개발', 'Noun'), ('운영', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있으신', 'Adjective'), ('분', 'Noun'), ('ci', 'Alpha'), ('cd', 'Alpha'), ('운영', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있으신', 'Adjective'), ('분', 'Noun'), ('jira', 'Alpha'), ('wiki', 'Alpha'), ('혹은', 'Adverb'), ('유사', 'Noun'), ('한', 'Josa'), ('도구', 'Noun'), ('를', 'Josa'), ('활용', 'Noun'), ('한', 'Josa'), ('이슈', 'Noun'), ('관리', 'Noun'), ('및', 'Noun'), ('문', 'Noun'), ('서화', 'Noun'), ('에', 'Josa'), ('익숙', 'Noun'), ('하신', 'Verb'), ('분', 'Noun'), ('문제', 'Noun'), ('해결', 'Noun'), ('을', 'Josa'), ('위', 'Noun'), ('한', 'Josa'), ('신규', 'Noun'), ('기술', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('리서치', 'Noun'), ('및', 'Noun'), ('원', 'Noun'), ('어', 'Suffix'), ('문서', 'Noun'), ('읽는', 'Verb'), ('것', 'Noun'), ('을', 'Josa'), ('즐기시는', 'Verb'), ('분', 'Noun'), ('windows', 'Alpha'), ('개발', 'Noun'), ('환경', 'Noun'), ('이', 'Josa'), ('익숙', 'Noun'), ('하신', 'Verb'), ('분', 'Noun'), ('slack', 'Alpha'), ('google', 'Alpha'), ('등', 'Noun'), ('외부', 'Noun'), ('api', 'Alpha'), ('연동', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있으신', 'Adjective'), ('분', 'Noun')]",2,https://www.wanted.co.kr/wd/167436,"[('#', 'Punctuation'), ('몰입', 'Noun'), ('을', 'Josa'), ('위', 'Noun'), ('한', 'Josa'), ('액면가', 'Noun'), ('스톡옵션', 'Noun'), ('의', 'Josa'), ('기회', 'Noun'), ('가', 'Josa'), ('열려있습니다', 'Verb'), ('.', 'Punctuation'), ('2023년', 'Number'), ('7월', 'Number'), ('내', 'Noun'), ('합류', 'Noun'), ('기준', 'Noun'), ('최대', 'Noun'), ('주', 'Noun'), ('2회', 'Number'), ('몰입', 'Noun'), ('워', 'Noun'), ('크', 'Verb'), ('가능', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('일', 'Noun'), ('하고', 'Josa'), ('싶은', 'Verb'), ('곳', 'Noun'), ('아무', 'Noun'), ('데', 'Noun'), ('서나', 'Noun'), ('!', 'Punctuation'), ('유', 'Noun'), ('연하', 'Noun'), ('게', 'Josa'), ('출근', 'Noun'), ('하세요', 'Verb'), ('8', 'Number'), ('30~11', 'Number'), ('00', 'Number'), ('출근', 'Noun'), ('17', 'Number'), ('30~20', 'Number'), ('00', 'Number'), ('퇴근', 'Noun'), ('자유로', 'Noun'), ('운', 'Noun'), ('휴가', 'Noun'), ('사용', 'Noun'), ('출산', 'Noun'), ('휴가', 'Noun'), ('육아', 'Noun'), ('휴직', 'Noun'), ('육아', 'Noun'), ('기', 'Noun'), ('근로', 'Noun'), ('단축', 'Noun'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('배우자', 'Noun'), ('를', 'Josa'), ('포함', 'Noun'), ('한', 'Josa'), ('건강검진', 'Noun'), ('이', 'Josa'), ('매년', 'Noun'), ('제공', 'Noun'), ('됩니다', 'Verb'), ('!', 'Punctuation'), ('육아', 'Noun'), ('맘', 'Noun'), ('을', 'Josa'), ('위', 'Noun'), ('하여', 'Adverb'), ('휴직', 'Noun'), ('외', 'Noun'), ('에도', 'Josa'), ('업무', 'Noun'), ('범위', 'Noun'), ('를', 'Josa'), ('조정', 'Noun'), ('하고', 'Josa'), ('육아', 'Noun'), ('기', 'Noun'), ('근로', 'Noun'), ('단축', 'Noun'), ('풀', 'Noun'), ('재택', 'Noun'), ('을', 'Josa'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('매월', 'Noun'), ('첫', 'Noun'), ('수요일', 'Noun'), ('가족', 'Noun'), ('의', 'Josa'), ('날', 'Noun'), ('조기', 'Noun'), ('퇴근', 'Noun'), ('생일', 'Noun'), ('자', 'Noun'), ('조기', 'Noun'), ('퇴근', 'Noun'), ('할', 'Verb'), ('수', 'Noun'), ('있', 'Adjective'), ('어요', 'Noun'), ('개인', 'Noun'), ('법카', 'Noun'), ('지급', 'Noun'), ('되고', 'Verb'), ('절차', 'Noun'), ('도', 'Josa'), ('간편', 'Noun'), ('합니다', 'Verb'), ('.', 'Punctuation'), ('#', 'Punctuation'), ('전문가', 'Noun'), ('지원', 'Noun'), ('업계', 'Noun'), ('에서', 'Josa'), ('잘', 'Verb'), ('나가', 'Adverb'), ('는', 'Verb'), ('fe', 'Alpha'), ('가', 'Verb'), ('될', 'Verb'), ('수', 'Noun'), ('있', 'Adjective'), ('도록', 'Noun'), ('다양', 'Noun'), ('한', 'Josa'), ('직무', 'Noun'), ('교육', 'Noun'), ('을', 'Josa'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('교육', 'Noun'), ('연차', 'Noun'), ('도', 'Josa'), ('제공', 'Noun'), ('됩니다', 'Verb'), ('.', 'Punctuation'), ('역량', 'Noun'), ('교육비', 'Noun'), ('일부', 'Noun'), ('차감', 'Noun'), ('최고', 'Noun'), ('의', 'Josa'), ('컨설팅펌', 'Noun'), ('연사', 'Noun'), ('가', 'Josa'), ('직', 'Noun'), ('강하', 'Noun'), ('는', 'Josa'), ('problem', 'Alpha'), ('&', 'Punctuation'), ('solving', 'Alpha'), ('리더', 'Noun'), ('양성', 'Noun'), ('프로그램', 'Noun'), ('을', 'Josa'), ('월', 'Noun'), ('1회', 'Number'), ('제공', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('역량', 'Noun'), ('개발', 'Noun'), ('교육비', 'Noun'), ('지원', 'Noun'), ('150', 'Number'), ('만원', 'Noun'), ('한도', 'Noun'), ('해줘요', 'Verb'), ('직무', 'Noun'), ('도서', 'Noun'), ('구입', 'Noun'), ('비', 'Noun'), ('지원', 'Noun'), ('무제한', 'Noun'), ('해줘요', 'Verb'), ('자격증', 'Noun'), ('취득', 'Noun'), ('및', 'Noun'), ('외부', 'Noun'), ('세미나', 'Noun'), ('교육', 'Noun'), ('출', 'Verb'), ('강시', 'Noun'), ('상품권', 'Noun'), ('지급', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('사내', 'Noun'), ('스터디', 'Noun'), ('활동', 'Noun'), ('비', 'Noun'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('#', 'Punctuation'), ('위치', 'Noun'), ('=', 'Punctuation'), ('복지', 'Noun'), ('선릉역', 'Noun'), ('1', 'Number'), ('번', 'Noun'), ('출구', 'Noun'), ('도보', 'Noun'), ('5분', 'Number'), ('거리', 'Noun'), ('다', 'Adverb'), ('음달', 'Noun'), ('에', 'Josa'), ('삼성역', 'Noun'), ('코엑스', 'Noun'), ('근처', 'Noun'), ('로', 'Josa'), ('이사', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('.', 'Punctuation')]","- 간단소개
혜움랩스는 세무,재무,경리 등 AI기반 비서형 금융 서비스를 FaaS 형태로 제공하여, 950만 사장님이 가장 쉽고 친숙하게 쓸 수 있는 AI금융비서 만들고 있습니다. (B2B 토스, 삼쩜삼으로 성장하고 있습니다.)

- 성과
최근 32만의 사업자 고객을 가입시켰고, 2개의 BM을 통해 자체적으로 수익을 내고 있어, 손익분기선상의 주변에서 재무적인 그래프를 계속 이어나가고 있습니다. (자세한 BM은 하단의 회사소개자료 참조) 2022년 상반기 시리즈 A 70억, 누적 100억의 투자를 유치했고, 시리즈 A 팔로업 투자가 현재 협의중인 상황입니다.

- 도메인 특성
혜움이 공략하고 있는 도메인은 B2B 이지만, 법인 뿐만 아니라 개인사업자를 대상으로 하기 때문에 B2C 비즈니스 성격도 부분적으로 존재합니다. 또한 확실한 BM으로 안정적이고 묵직한 성장을 할 수 있는 도메인 입니다.(현재 B2B 고객 수 22만명 돌파) 해당 시장에 B2B FaaS 형태로 서비스를 제공함으로써, 국내에는 비어있는 '비서형 금융서비스'의 영역을 선점하려고 합니다.

- 매력포인트
의사결정자(중소 CEO, 개인사업자 등)에 대한 제공권을 장악할 수 있는 최근접 서비스 + 세무/경리/재무/급여/송금 등 한 법인,사업 안에서 이루어지는 모든 Cash Flow Data를 모을 수 있는 길목에 있다는 점이 가장 큰 매력적이라고 생각합니다. B2C 유저 100명 = 사업자 1명 이라고 말합니다. 강력한 사업자 고객들이 직원을 통해서 쓰는 서비스가 아닌, 직접 대표가 쓰는 강력한 플랫폼 + 재무/세무/경리 데이터로 구축된 생태계 안에서 수많은 산하 비즈니스 (ex. 재무생성형챗봇, BI,대출, 마케팅, 채용 등) 으로 확장할 수 있는 가능성이 매우 높다는 점은 제품팀 에게는 강력한 매력 포인트라고 생각해요.","[('세무', 'Noun'), ('알고리즘', 'Noun'), ('자동화', 'Noun'), ('설계', 'Noun'), ('및', 'Noun'), ('개발', 'Noun'), ('세무', 'Noun'), ('팀', 'Noun'), ('과', 'Josa'), ('커뮤니케이션', 'Noun'), ('aws', 'Alpha'), ('인프라', 'Noun'), ('이용', 'Noun'), ('업무', 'Noun')]"
혜움랩스,프론트엔드 개발자 (주니어),웹 개발자,"[('html', 'Alpha'), ('css', 'Alpha'), ('javascript', 'Alpha'), ('에', 'Josa'), ('대한', 'Noun'), ('이해', 'Noun'), ('컴퓨터', 'Noun'), ('사이언스', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('기본', 'Noun'), ('지식', 'Noun'), ('복잡한', 'Adjective'), ('요구사항', 'Noun'), ('속', 'Noun'), ('에서', 'Josa'), ('문제', 'Noun'), ('를', 'Josa'), ('정의', 'Noun'), ('하고', 'Josa'), ('풀어내는', 'Verb'), ('능력', 'Noun'), ('익숙', 'Noun'), ('하지', 'Verb'), ('않은', 'Verb'), ('도메인', 'Noun'), ('세무', 'Noun'), ('재무', 'Noun'), ('에', 'Josa'), ('대해', 'Noun'), ('서', 'Josa'), ('적', 'Noun'), ('극적', 'Noun'), ('으로', 'Josa'), ('학습', 'Noun'), ('할', 'Verb'), ('수', 'Noun'), ('있는', 'Adjective'), ('분', 'Noun'), ('tech', 'Alpha'), ('specs', 'Alpha'), ('javascript', 'Alpha'), ('typescript', 'Alpha'), ('vue', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha'), ('github', 'Alpha'), ('github', 'Alpha'), ('action', 'Alpha'), ('jira', 'Alpha'), ('slack', 'Alpha'), ('notion', 'Alpha'), ('aws', 'Alpha'), ('github', 'Alpha'), ('javascript', 'Alpha'), ('typescript', 'Alpha'), ('react', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha'), ('vue', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha')]","[('vue', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha'), ('react', 'Alpha'), ('.', 'Punctuation'), ('js', 'Alpha'), ('angular', 'Alpha'), ('등', 'Noun'), ('spa', 'Alpha'), ('개발', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있는', 'Adjective'), ('분', 'Noun'), ('typescript', 'Alpha'), ('를', 'Noun'), ('사용', 'Noun'), ('한', 'Josa'), ('개발', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있는', 'Adjective'), ('분', 'Noun'), ('테스트', 'Noun'), ('코드', 'Noun'), ('작성', 'Noun'), ('을', 'Josa'), ('중', 'Noun'), ('요하', 'Noun'), ('게', 'Josa'), ('생', 'Noun'), ('각하', 'Noun'), ('는', 'Josa'), ('분', 'Noun'), ('오픈소스', 'Noun'), ('기여', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있는', 'Adjective'), ('분', 'Noun'), ('적', 'Noun'), ('극적', 'Noun'), ('으로', 'Josa'), ('동료', 'Noun'), ('와', 'Josa'), ('소통', 'Noun'), ('하는', 'Verb'), ('분', 'Noun'), ('세무', 'Noun'), ('나', 'Josa'), ('재무', 'Noun'), ('관련', 'Noun'), ('지식', 'Noun'), ('이나', 'Noun'), ('경험', 'Noun'), ('이', 'Josa'), ('있으신', 'Adjective'), ('분', 'Noun')]",0,https://www.wanted.co.kr/wd/167433,"[('#', 'Punctuation'), ('몰입', 'Noun'), ('을', 'Josa'), ('위', 'Noun'), ('한', 'Josa'), ('액면가', 'Noun'), ('스톡옵션', 'Noun'), ('의', 'Josa'), ('기회', 'Noun'), ('가', 'Josa'), ('열려있습니다', 'Verb'), ('.', 'Punctuation'), ('2023년', 'Number'), ('7월', 'Number'), ('내', 'Noun'), ('합류', 'Noun'), ('기준', 'Noun'), ('최대', 'Noun'), ('주', 'Noun'), ('2회', 'Number'), ('몰입', 'Noun'), ('워', 'Noun'), ('크', 'Verb'), ('가능', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('일', 'Noun'), ('하고', 'Josa'), ('싶은', 'Verb'), ('곳', 'Noun'), ('아무', 'Noun'), ('데', 'Noun'), ('서나', 'Noun'), ('!', 'Punctuation'), ('유', 'Noun'), ('연하', 'Noun'), ('게', 'Josa'), ('출근', 'Noun'), ('하세요', 'Verb'), ('8', 'Number'), ('30~11', 'Number'), ('00', 'Number'), ('출근', 'Noun'), ('17', 'Number'), ('30~20', 'Number'), ('00', 'Number'), ('퇴근', 'Noun'), ('자유로', 'Noun'), ('운', 'Noun'), ('휴가', 'Noun'), ('사용', 'Noun'), ('출산', 'Noun'), ('휴가', 'Noun'), ('육아', 'Noun'), ('휴직', 'Noun'), ('육아', 'Noun'), ('기', 'Noun'), ('근로', 'Noun'), ('단축', 'Noun'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('배우자', 'Noun'), ('를', 'Josa'), ('포함', 'Noun'), ('한', 'Josa'), ('건강검진', 'Noun'), ('이', 'Josa'), ('매년', 'Noun'), ('제공', 'Noun'), ('됩니다', 'Verb'), ('!', 'Punctuation'), ('육아', 'Noun'), ('맘', 'Noun'), ('을', 'Josa'), ('위', 'Noun'), ('하여', 'Adverb'), ('휴직', 'Noun'), ('외', 'Noun'), ('에도', 'Josa'), ('업무', 'Noun'), ('범위', 'Noun'), ('를', 'Josa'), ('조정', 'Noun'), ('하고', 'Josa'), ('육아', 'Noun'), ('기', 'Noun'), ('근로', 'Noun'), ('단축', 'Noun'), ('풀', 'Noun'), ('재택', 'Noun'), ('을', 'Josa'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('매월', 'Noun'), ('첫', 'Noun'), ('수요일', 'Noun'), ('가족', 'Noun'), ('의', 'Josa'), ('날', 'Noun'), ('조기', 'Noun'), ('퇴근', 'Noun'), ('생일', 'Noun'), ('자', 'Noun'), ('조기', 'Noun'), ('퇴근', 'Noun'), ('할', 'Verb'), ('수', 'Noun'), ('있', 'Adjective'), ('어요', 'Noun'), ('개인', 'Noun'), ('법카', 'Noun'), ('지급', 'Noun'), ('되고', 'Verb'), ('절차', 'Noun'), ('도', 'Josa'), ('간편', 'Noun'), ('합니다', 'Verb'), ('.', 'Punctuation'), ('#', 'Punctuation'), ('전문가', 'Noun'), ('지원', 'Noun'), ('업계', 'Noun'), ('에서', 'Josa'), ('잘', 'Verb'), ('나가', 'Adverb'), ('는', 'Verb'), ('fe', 'Alpha'), ('가', 'Verb'), ('될', 'Verb'), ('수', 'Noun'), ('있', 'Adjective'), ('도록', 'Noun'), ('다양', 'Noun'), ('한', 'Josa'), ('직무', 'Noun'), ('교육', 'Noun'), ('을', 'Josa'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('교육', 'Noun'), ('연차', 'Noun'), ('도', 'Josa'), ('제공', 'Noun'), ('됩니다', 'Verb'), ('.', 'Punctuation'), ('역량', 'Noun'), ('교육비', 'Noun'), ('일부', 'Noun'), ('차감', 'Noun'), ('최고', 'Noun'), ('의', 'Josa'), ('컨설팅펌', 'Noun'), ('연사', 'Noun'), ('가', 'Josa'), ('직', 'Noun'), ('강하', 'Noun'), ('는', 'Josa'), ('problem', 'Alpha'), ('&', 'Punctuation'), ('solving', 'Alpha'), ('리더', 'Noun'), ('양성', 'Noun'), ('프로그램', 'Noun'), ('을', 'Josa'), ('월', 'Noun'), ('1회', 'Number'), ('제공', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('역량', 'Noun'), ('개발', 'Noun'), ('교육비', 'Noun'), ('지원', 'Noun'), ('150', 'Number'), ('만원', 'Noun'), ('한도', 'Noun'), ('해줘요', 'Verb'), ('직무', 'Noun'), ('도서', 'Noun'), ('구입', 'Noun'), ('비', 'Noun'), ('지원', 'Noun'), ('무제한', 'Noun'), ('해줘요', 'Verb'), ('자격증', 'Noun'), ('취득', 'Noun'), ('및', 'Noun'), ('외부', 'Noun'), ('세미나', 'Noun'), ('교육', 'Noun'), ('출', 'Verb'), ('강시', 'Noun'), ('상품권', 'Noun'), ('지급', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('사내', 'Noun'), ('스터디', 'Noun'), ('활동', 'Noun'), ('비', 'Noun'), ('지원', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('#', 'Punctuation'), ('위치', 'Noun'), ('=', 'Punctuation'), ('복지', 'Noun'), ('선릉역', 'Noun'), ('1', 'Number'), ('번', 'Noun'), ('출구', 'Noun'), ('도보', 'Noun'), ('5분', 'Number'), ('거리', 'Noun'), ('다', 'Adverb'), ('음달', 'Noun'), ('에', 'Josa'), ('삼성역', 'Noun'), ('코엑스', 'Noun'), ('근처', 'Noun'), ('로', 'Josa'), ('이사', 'Noun'), ('해', 'Josa'), ('요', 'Noun'), ('.', 'Punctuation')]","- 간단소개
혜움랩스는 세무,재무,경리 등 AI기반 비서형 금융 서비스를 FaaS 형태로 제공하여, 950만 사장님이 가장 쉽고 친숙하게 쓸 수 있는 AI금융비서를 만들고 있습니다. (B2B 토스, 삼쩜삼으로 성장하고 있습니다.)

- 성과
최근 32만의 사업자 고객을 가입시켰고, 2개의 BM을 통해 자체적으로 수익을 내고 있어, 손익분기선상의 주변에서 재무적인 그래프를 계속 이어나가고 있습니다. (자세한 BM은 하단의 회사소개자료 참조) 2022년 상반기 시리즈 A 70억, 누적 100억의 투자를 유치했고, 시리즈 A 팔로업 투자가 현재 협의 중인 상황입니다.

- 도메인 특성
혜움이 공략하고 있는 도메인은 B2B 이지만, 법인 뿐만 아니라 개인사업자를 대상으로 하기 때문에 B2C 비즈니스 성격도 부분적으로 존재합니다. 또한 확실한 BM으로 안정적이고 묵직한 성장을 할 수 있는 도메인 입니다.(현재 B2B 고객 수 22만명 돌파) 해당 시장에 B2B FaaS 형태로 서비스를 제공함으로써, 국내에는 비어있는 '비서형 금융서비스'의 영역을 선점하려고 합니다.

- 매력포인트
의사결정자(중소 CEO, 개인사업자 등)에 대한 제공권을 장악할 수 있는 최근접 서비스 + 세무/경리/재무/급여/송금 등 한 법인,사업 안에서 이루어지는 모든 Cash Flow Data를 모을 수 있는 길목에 있다는 점이 가장 큰 매력적이라고 생각합니다. B2C 유저 100명 = 사업자 1명 이라고 말합니다. 강력한 사업자 고객들이 직원을 통해서 쓰는 서비스가 아닌, 직접 대표가 쓰는 강력한 플랫폼 + 재무/세무/경리 데이터로 구축된 생태계 안에서 수많은 산하 비즈니스 (ex. 재무생성형챗봇, BI,대출, 마케팅, 채용 등) 으로 확장할 수 있는 가능성이 매우 높다는 점은 제품팀에게는 강력한 매력 포인트라고 생각해요.","[('세무', 'Noun'), ('관련', 'Noun'), ('서비스', 'Noun'), ('및', 'Noun'), ('플랫폼', 'Noun'), ('의', 'Josa'), ('프론트엔드', 'Noun'), ('에', 'Josa'), ('플리', 'Noun'), ('케이', 'Noun'), ('션', 'Noun'), ('개발', 'Noun'), ('요구사항', 'Noun'), ('분석', 'Noun'), ('기획', 'Noun'), ('ux', 'Alpha'), ('설계', 'Noun'), ('구현', 'Noun'), ('테스트', 'Noun'), ('등', 'Noun'), ('서비스', 'Noun'), ('개발', 'Noun'), ('전', 'Noun'), ('과정', 'Noun'), ('에', 'Josa'), ('참여', 'Noun'), ('하여', 'Adverb'), ('개발', 'Noun'), ('합니다', 'Verb'), ('.', 'Punctuation')]"
